"Status","Year","Responsibility_level","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Inspector of Education and Training","No function","510","500","75360","75500"
"In post","2021","G6/G7","Intelligence Analysis","Analysis","200","200","57990","54320"
"In post","2021","G6/G7","Intelligence Analysis","Counter Fraud","40","40","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Security","60","60","60570","58600"
"In post","2021","G6/G7","Intelligence Analysis","Unknown","90","90","59560","59730"
"In post","2021","G6/G7","Internal Audit","Internal Audit","190","190","58890","56670"
"In post","2021","G6/G7","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","No function","600","590","55600","53380"
"In post","2021","G6/G7","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Commercial","50","50","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","No function","240","220","57190","54230"
"In post","2021","G6/G7","Knowledge and Information Management","Project Delivery","40","40","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Counter Fraud","140","140","56640","59160"
"In post","2021","G6/G7","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Legal","5660","5220","59470","58040"
"In post","2021","G6/G7","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Unknown","120","110","60470","60830"
"In post","2021","G6/G7","Medicine","No function","70","60","77630","83320"
"In post","2021","G6/G7","Medicine","Project Delivery","40","40","[c]","[c]"
"In post","2021","G6/G7","Medicine","Unknown","560","480","74710","76160"
"In post","2021","G6/G7","Operational Delivery","Analysis","60","50","53880","49410"
"In post","2021","G6/G7","Operational Delivery","Commercial","90","90","64410","60930"
"In post","2021","G6/G7","Operational Delivery","Communications","60","60","55420","52580"
"In post","2021","G6/G7","Operational Delivery","Counter Fraud","150","140","55780","52580"
"In post","2021","G6/G7","Operational Delivery","Debt","40","40","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Digital, Data & Technology","60","60","56360","52850"
"In post","2021","G6/G7","Operational Delivery","Finance","60","60","56830","56230"
"In post","2021","G6/G7","Operational Delivery","Grants Management","60","50","52530","49800"
"In post","2021","G6/G7","Operational Delivery","Human Resources","60","60","55360","53430"
"In post","2021","G6/G7","Operational Delivery","Legal","150","150","60120","58590"
"In post","2021","G6/G7","Operational Delivery","No function","4290","4160","59280","56130"
"In post","2021","G6/G7","Operational Delivery","Project Delivery","370","360","54720","53710"
"In post","2021","G6/G7","Operational Delivery","Property","140","140","57260","54990"
"In post","2021","G6/G7","Operational Delivery","Unknown","970","950","59400","57680"
"In post","2021","G6/G7","Operational Research","Analysis","280","260","55120","56350"
"In post","2021","G6/G7","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","No function","170","160","51790","47540"
"In post","2021","G6/G7","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Other","Analysis","120","110","84100","79450"
"In post","2021","G6/G7","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Counter Fraud","90","90","57560","55110"
"In post","2021","G6/G7","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Finance","40","40","[c]","[c]"
"In post","2021","G6/G7","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","No function","480","470","62500","59410"
"In post","2021","G6/G7","Other","Project Delivery","490","480","58170","55830"
"In post","2021","G6/G7","Other","Property","30","30","[c]","[c]"
"In post","2021","G6/G7","Other","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","Unknown","630","600","60640","59420"
"In post","2021","G6/G7","Planning","No function","50","50","[c]","[c]"
"In post","2021","G6/G7","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning Inspectors","No function","340","300","57760","58810"
"In post","2021","G6/G7","Policy","Analysis","130","120","57560","54400"
"In post","2021","G6/G7","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","No function","7960","7750","57880","55110"
"In post","2021","G6/G7","Policy","Project Delivery","1500","1450","59340","59160"
"In post","2021","G6/G7","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Policy","Unknown","1670","1630","60540","58460"
"In post","2021","G6/G7","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Finance","30","30","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","No function","60","60","56370","54620"
"In post","2021","G6/G7","Project Delivery","Project Delivery","3670","3590","56460","54540"
"In post","2021","G6/G7","Project Delivery","Property","40","40","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Unknown","470","460","60230","57680"
"In post","2021","G6/G7","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Project Delivery","180","180","60540","61960"
"In post","2021","G6/G7","Property","Property","930","910","57600","55830"
"In post","2021","G6/G7","Property","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","No function","110","110","64100","65520"
"In post","2021","G6/G7","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Analysis","150","140","52950","48080"
"In post","2021","G6/G7","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","Digital, Data & Technology","180","160","52650","48840"
"In post","2021","G6/G7","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","No function","2140","2020","54920","53430"
"In post","2021","G6/G7","Science and Engineering","Project Delivery","330","320","57170","55610"
"In post","2021","G6/G7","Science and Engineering","Unknown","320","300","61910","60780"
"In post","2021","G6/G7","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","No function","50","50","[c]","[c]"
"In post","2021","G6/G7","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Security","230","230","60790","59160"
"In post","2021","G6/G7","Security","Unknown","30","30","[c]","[c]"
"In post","2021","G6/G7","Social Research","Analysis","260","240","55560","54780"
"In post","2021","G6/G7","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Statistics","Analysis","570","550","56830","57110"
"In post","2021","G6/G7","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Counter Fraud","510","490","57320","52580"
"In post","2021","G6/G7","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","Human Resources","30","30","[c]","[c]"
"In post","2021","G6/G7","Tax","Legal","80","80","55070","52580"
"In post","2021","G6/G7","Tax","No function","2000","1910","56910","52580"
"In post","2021","G6/G7","Tax","Project Delivery","40","40","[c]","[c]"
"In post","2021","G6/G7","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Analysis","30","30","[c]","[c]"
"In post","2021","G6/G7","Unknown","Commercial","790","780","63300","56860"
"In post","2021","G6/G7","Unknown","Communications","150","150","59090","57670"
"In post","2021","G6/G7","Unknown","Counter Fraud","50","50","58400","58120"
"In post","2021","G6/G7","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Digital, Data & Technology","680","670","58080","56340"
"In post","2021","G6/G7","Unknown","Finance","90","90","57650","56690"
"In post","2021","G6/G7","Unknown","Human Resources","320","310","57600","56520"
"In post","2021","G6/G7","Unknown","Legal","60","60","62140","59160"
"In post","2021","G6/G7","Unknown","No function","1220","1200","58530","56340"
"In post","2021","G6/G7","Unknown","Project Delivery","130","130","59830","58700"
"In post","2021","G6/G7","Unknown","Property","70","70","57760","56360"
"In post","2021","G6/G7","Unknown","Security","90","80","58620","54700"
"In post","2021","G6/G7","Unknown","Unknown","5940","5710","59660","59590"
"In post","2021","G6/G7","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","No function","130","130","55380","54330"
"In post","2021","G6/G7","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Commercial","80","80","88720","78560"
"In post","2021","SCS","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Communications","100","100","87070","81760"
"In post","2021","SCS","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","Digital, Data & Technology","190","180","88050","83030"
"In post","2021","SCS","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","Analysis","60","60","90730","82810"
"In post","2021","SCS","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Finance","230","220","90180","83610"
"In post","2021","SCS","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Unknown","30","30","[c]","[c]"
"In post","2021","SCS","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Human Resources","170","160","89020","82330"
"In post","2021","SCS","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
