"Status","Year","Sex","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","30-39","Welsh Government","490","480","38420","37410"
"In post","2021","Male","40-49","Attorney General's Departments","910","900","49230","51250"
"In post","2021","Male","40-49","Cabinet Office","870","870","61030","56670"
"In post","2021","Male","40-49","Chancellor's other departments","60","60","72590","65110"
"In post","2021","Male","40-49","Charity Commission","50","50","38510","29520"
"In post","2021","Male","40-49","Competition and Markets Authority","100","100","71540","72430"
"In post","2021","Male","40-49","Department for Business, Energy and Industrial Strategy","1520","1490","46790","43700"
"In post","2021","Male","40-49","Department for Digital, Culture, Media and Sport","130","130","58560","58760"
"In post","2021","Male","40-49","Department for Education","890","880","48280","49860"
"In post","2021","Male","40-49","Department for Environment, Food and Rural Affairs","1310","1300","39460","36520"
"In post","2021","Male","40-49","Department for International Trade","240","240","55140","53030"
"In post","2021","Male","40-49","Department for Transport","2140","2120","37200","31380"
"In post","2021","Male","40-49","Department for Work and Pensions","7750","7590","30010","27570"
"In post","2021","Male","40-49","Department of Health and Social Care","990","970","53310","51200"
"In post","2021","Male","40-49","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","40-49","Food Standards Agency","200","200","38730","36990"
"In post","2021","Male","40-49","Foreign, Commonwealth and Development Office","1140","1130","52650","54370"
"In post","2021","Male","40-49","HM Land Registry","470","470","36120","33840"
"In post","2021","Male","40-49","HM Revenue and Customs","6900","6790","33860","31810"
"In post","2021","Male","40-49","HM Treasury","190","190","61500","60490"
"In post","2021","Male","40-49","Home Office","4290","4220","34190","28850"
"In post","2021","Male","40-49","Ministry of Defence","6650","6610","38360","37320"
"In post","2021","Male","40-49","Ministry of Housing, Communities and Local Government","390","390","50260","47660"
"In post","2021","Male","40-49","Ministry of Justice","7490","7380","32750","31650"
"In post","2021","Male","40-49","National Crime Agency","690","690","44830","43380"
"In post","2021","Male","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","40-49","Office for Standards in Education","180","180","54280","51360"
"In post","2021","Male","40-49","Office of Gas and Electricity Markets","140","130","57080","56000"
"In post","2021","Male","40-49","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","Male","40-49","Office of Rail and Road","40","40","[c]","[c]"
"In post","2021","Male","40-49","Other Cabinet Office Agencies","140","140","46050","41590"
"In post","2021","Male","40-49","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","40-49","Scottish Government","2360","2340","40990","35330"
"In post","2021","Male","40-49","The National Archives","70","60","38560","35150"
"In post","2021","Male","40-49","UK Export Finance","70","70","59360","56570"
"In post","2021","Male","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","40-49","United Kingdom Statistics Authority","450","430","41410","36840"
"In post","2021","Male","40-49","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","40-49","Water Services Regulation Authority","50","50","[c]","[c]"
"In post","2021","Male","40-49","Welsh Government","660","650","45140","41560"
"In post","2021","Male","50-59","Attorney General's Departments","1090","1070","52650","55610"
"In post","2021","Male","50-59","Cabinet Office","760","750","61890","56190"
"In post","2021","Male","50-59","Chancellor's other departments","50","50","[c]","[c]"
"In post","2021","Male","50-59","Charity Commission","50","40","[c]","[c]"
"In post","2021","Male","50-59","Competition and Markets Authority","90","80","70920","59940"
"In post","2021","Male","50-59","Department for Business, Energy and Industrial Strategy","1550","1530","45700","42290"
"In post","2021","Male","50-59","Department for Digital, Culture, Media and Sport","90","90","54260","52250"
"In post","2021","Male","50-59","Department for Education","720","720","49970","50190"
"In post","2021","Male","50-59","Department for Environment, Food and Rural Affairs","1280","1260","40170","36970"
"In post","2021","Male","50-59","Department for International Trade","260","250","50050","43560"
"In post","2021","Male","50-59","Department for Transport","2410","2360","36210","30720"
"In post","2021","Male","50-59","Department for Work and Pensions","10480","10120","30470","27570"
"In post","2021","Male","50-59","Department of Health and Social Care","910","880","57860","53100"
"In post","2021","Male","50-59","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","Food Standards Agency","320","310","35080","29090"
"In post","2021","Male","50-59","Foreign, Commonwealth and Development Office","1140","1130","54060","52400"
"In post","2021","Male","50-59","HM Land Registry","920","880","34310","33840"
"In post","2021","Male","50-59","HM Revenue and Customs","8450","8170","35460","31810"
"In post","2021","Male","50-59","HM Treasury","190","190","58410","53750"
"In post","2021","Male","50-59","Home Office","4690","4440","34170","29080"
"In post","2021","Male","50-59","Ministry of Defence","12170","12070","36680","33630"
"In post","2021","Male","50-59","Ministry of Housing, Communities and Local Government","380","380","48660","47660"
"In post","2021","Male","50-59","Ministry of Justice","10270","9910","33750","31650"
"In post","2021","Male","50-59","National Crime Agency","1090","1080","45390","43450"
"In post","2021","Male","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","Office for Standards in Education","160","150","59800","64500"
"In post","2021","Male","50-59","Office of Gas and Electricity Markets","70","70","60710","61000"
"In post","2021","Male","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","Office of Rail and Road","60","60","65640","63230"
"In post","2021","Male","50-59","Other Cabinet Office Agencies","120","120","50390","46920"
"In post","2021","Male","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","Scottish Government","3300","3200","39840","33650"
"In post","2021","Male","50-59","The National Archives","80","80","40540","36900"
"In post","2021","Male","50-59","UK Export Finance","70","70","67360","54210"
"In post","2021","Male","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","United Kingdom Statistics Authority","530","460","34600","30130"
"In post","2021","Male","50-59","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","50-59","Welsh Government","700","680","47600","47000"
"In post","2021","Male","60-64","Attorney General's Departments","230","200","54330","55610"
"In post","2021","Male","60-64","Cabinet Office","150","140","57280","49700"
"In post","2021","Male","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Department for Business, Energy and Industrial Strategy","310","270","41870","39280"
"In post","2021","Male","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Department for Education","140","130","47630","49860"
"In post","2021","Male","60-64","Department for Environment, Food and Rural Affairs","310","280","38520","32160"
"In post","2021","Male","60-64","Department for International Trade","50","50","51920","43930"
"In post","2021","Male","60-64","Department for Transport","840","740","33290","27680"
"In post","2021","Male","60-64","Department for Work and Pensions","2940","2450","28840","27570"
"In post","2021","Male","60-64","Department of Health and Social Care","220","210","63250","52610"
"In post","2021","Male","60-64","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Food Standards Agency","90","90","31410","28770"
"In post","2021","Male","60-64","Foreign, Commonwealth and Development Office","240","230","51860","49290"
"In post","2021","Male","60-64","HM Land Registry","220","160","34650","33840"
"In post","2021","Male","60-64","HM Revenue and Customs","2290","1820","33910","29570"
"In post","2021","Male","60-64","HM Treasury","50","40","[c]","[c]"
"In post","2021","Male","60-64","Home Office","1070","870","32380","28350"
"In post","2021","Male","60-64","Ministry of Defence","4080","3830","34060","32670"
"In post","2021","Male","60-64","Ministry of Housing, Communities and Local Government","100","90","48660","47660"
"In post","2021","Male","60-64","Ministry of Justice","2850","2320","30180","28830"
"In post","2021","Male","60-64","National Crime Agency","220","210","43080","40210"
"In post","2021","Male","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","Male","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Scottish Government","900","730","37460","33650"
"In post","2021","Male","60-64","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","United Kingdom Statistics Authority","190","150","26610","19520"
"In post","2021","Male","60-64","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","60-64","Welsh Government","180","170","48590","47000"
"In post","2021","Male","65+","Attorney General's Departments","70","60","49660","55610"
"In post","2021","Male","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Department for Business, Energy and Industrial Strategy","130","100","42270","41840"
"In post","2021","Male","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Department for Education","30","30","[c]","[c]"
"In post","2021","Male","65+","Department for Environment, Food and Rural Affairs","120","100","36540","32150"
"In post","2021","Male","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Department for Transport","330","250","31470","26780"
"In post","2021","Male","65+","Department for Work and Pensions","910","690","27550","27570"
"In post","2021","Male","65+","Department of Health and Social Care","100","80","59370","54840"
"In post","2021","Male","65+","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","65+","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","Male","65+","Foreign, Commonwealth and Development Office","90","70","52670","56590"
"In post","2021","Male","65+","HM Land Registry","60","40","35170","33840"
