"Status","Year","Sexual_orientation","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","South East (England)","50-59","2180","1990","32560","29170"
"In post","2021","Unknown","South East (England)","60-64","630","510","30110","27570"
"In post","2021","Unknown","South East (England)","65+","260","190","29840","25720"
"In post","2021","Unknown","South West (England)","16-19","60","60","17560","16780"
"In post","2021","Unknown","South West (England)","20-29","1410","1390","26990","25780"
"In post","2021","Unknown","South West (England)","30-39","1890","1770","33980","32730"
"In post","2021","Unknown","South West (England)","40-49","1930","1780","37380","33860"
"In post","2021","Unknown","South West (England)","50-59","2150","2000","36220","32060"
"In post","2021","Unknown","South West (England)","60-64","520","420","31820","27570"
"In post","2021","Unknown","South West (England)","65+","230","160","33810","27570"
"In post","2021","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","16-19","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","20-29","700","700","29800","29250"
"In post","2021","Unknown","Unknown","30-39","540","540","37610","33250"
"In post","2021","Unknown","Unknown","40-49","470","470","39880","34460"
"In post","2021","Unknown","Unknown","50-59","610","600","42170","35380"
"In post","2021","Unknown","Unknown","60-64","150","140","39550","35380"
"In post","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","16-19","50","50","19970","20140"
"In post","2021","Unknown","Wales","20-29","1470","1440","24890","23050"
"In post","2021","Unknown","Wales","30-39","1700","1580","28540","25560"
"In post","2021","Unknown","Wales","40-49","1370","1250","31230","27570"
"In post","2021","Unknown","Wales","50-59","1660","1490","29680","26990"
"In post","2021","Unknown","Wales","60-64","450","340","27320","22490"
"In post","2021","Unknown","Wales","65+","150","100","28070","22490"
"In post","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","20-29","1110","1090","24570","22920"
"In post","2021","Unknown","West Midlands (England)","30-39","1250","1160","29140","26680"
"In post","2021","Unknown","West Midlands (England)","40-49","1520","1380","31890","27570"
"In post","2021","Unknown","West Midlands (England)","50-59","2000","1830","30660","27570"
"In post","2021","Unknown","West Midlands (England)","60-64","540","440","29330","26580"
"In post","2021","Unknown","West Midlands (England)","65+","180","130","28070","26120"
"In post","2021","Unknown","Yorkshire and The Humber","16-19","50","50","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","20-29","1690","1670","25210","23970"
"In post","2021","Unknown","Yorkshire and The Humber","30-39","1550","1450","30070","27570"
"In post","2021","Unknown","Yorkshire and The Humber","40-49","1740","1580","33020","27570"
"In post","2021","Unknown","Yorkshire and The Humber","50-59","2070","1900","33110","27570"
"In post","2021","Unknown","Yorkshire and The Humber","60-64","520","390","28750","27570"
"In post","2021","Unknown","Yorkshire and The Humber","65+","140","90","29790","27570"
"In post","2022","Heterosexual / straight","East Midlands (England)","16-19","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","East Midlands (England)","20-29","2260","2220","26330","25700"
"In post","2022","Heterosexual / straight","East Midlands (England)","30-39","3180","2990","30350","27570"
"In post","2022","Heterosexual / straight","East Midlands (England)","40-49","3640","3380","32800","27770"
"In post","2022","Heterosexual / straight","East Midlands (England)","50-59","4880","4570","32710","27570"
"In post","2022","Heterosexual / straight","East Midlands (England)","60-64","1370","1160","29310","27120"
"In post","2022","Heterosexual / straight","East Midlands (England)","65+","350","270","29180","26780"
"In post","2022","Heterosexual / straight","East of England","16-19","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","20-29","2020","1990","27140","26680"
"In post","2022","Heterosexual / straight","East of England","30-39","2970","2790","30880","29290"
"In post","2022","Heterosexual / straight","East of England","40-49","3780","3510","32910","29290"
"In post","2022","Heterosexual / straight","East of England","50-59","5220","4950","32840","29290"
"In post","2022","Heterosexual / straight","East of England","60-64","1550","1340","30510","27570"
"In post","2022","Heterosexual / straight","East of England","65+","500","390","29470","26930"
"In post","2022","Heterosexual / straight","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","London","16-19","80","80","25230","25110"
"In post","2022","Heterosexual / straight","London","20-29","14100","14010","36850","34020"
"In post","2022","Heterosexual / straight","London","30-39","16930","16410","46040","42450"
"In post","2022","Heterosexual / straight","London","40-49","15680","14930","48910","43720"
"In post","2022","Heterosexual / straight","London","50-59","16250","15710","45280","38450"
"In post","2022","Heterosexual / straight","London","60-64","4140","3730","41080","34260"
"In post","2022","Heterosexual / straight","London","65+","1540","1290","37260","31030"
"In post","2022","Heterosexual / straight","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","16-19","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","20-29","2760","2700","26490","25550"
"In post","2022","Heterosexual / straight","North East (England)","30-39","4640","4360","30260","27570"
"In post","2022","Heterosexual / straight","North East (England)","40-49","5580","5180","32190","27570"
"In post","2022","Heterosexual / straight","North East (England)","50-59","6550","5960","31470","27570"
"In post","2022","Heterosexual / straight","North East (England)","60-64","2070","1570","27770","25590"
"In post","2022","Heterosexual / straight","North East (England)","65+","480","350","25910","22080"
"In post","2022","Heterosexual / straight","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","16-19","90","90","22220","21260"
"In post","2022","Heterosexual / straight","North West (England)","20-29","6010","5920","26890","25520"
"In post","2022","Heterosexual / straight","North West (England)","30-39","9210","8760","30840","27570"
"In post","2022","Heterosexual / straight","North West (England)","40-49","10260","9600","32700","27570"
"In post","2022","Heterosexual / straight","North West (England)","50-59","12880","12040","32490","27570"
"In post","2022","Heterosexual / straight","North West (England)","60-64","3550","2870","29200","27130"
"In post","2022","Heterosexual / straight","North West (England)","65+","960","710","28090","25260"
"In post","2022","Heterosexual / straight","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","20-29","270","260","26530","26590"
"In post","2022","Heterosexual / straight","Northern Ireland","30-39","620","590","31270","28840"
"In post","2022","Heterosexual / straight","Northern Ireland","40-49","780","740","31040","26820"
"In post","2022","Heterosexual / straight","Northern Ireland","50-59","960","920","30730","27210"
"In post","2022","Heterosexual / straight","Northern Ireland","60-64","210","180","28520","23500"
"In post","2022","Heterosexual / straight","Northern Ireland","65+","70","60","27150","21680"
"In post","2022","Heterosexual / straight","Overseas","20-29","210","210","34300","32800"
"In post","2022","Heterosexual / straight","Overseas","30-39","670","660","45930","45710"
"In post","2022","Heterosexual / straight","Overseas","40-49","800","790","52800","54470"
"In post","2022","Heterosexual / straight","Overseas","50-59","680","670","52470","52400"
"In post","2022","Heterosexual / straight","Overseas","60-64","130","130","56550","54540"
"In post","2022","Heterosexual / straight","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","16-19","60","60","21600","21050"
"In post","2022","Heterosexual / straight","Scotland","20-29","4020","3960","28150","27230"
"In post","2022","Heterosexual / straight","Scotland","30-39","6890","6590","34280","31540"
"In post","2022","Heterosexual / straight","Scotland","40-49","7240","6850","37600","32000"
"In post","2022","Heterosexual / straight","Scotland","50-59","9420","8860","35280","30040"
"In post","2022","Heterosexual / straight","Scotland","60-64","2570","2080","31370","27570"
"In post","2022","Heterosexual / straight","Scotland","65+","630","480","29970","26780"
"In post","2022","Heterosexual / straight","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","16-19","80","70","21980","21640"
"In post","2022","Heterosexual / straight","South East (England)","20-29","3690","3640","27740","27240"
"In post","2022","Heterosexual / straight","South East (England)","30-39","5400","5090","31910","29290"
"In post","2022","Heterosexual / straight","South East (England)","40-49","6500","6100","34130","30450"
"In post","2022","Heterosexual / straight","South East (England)","50-59","9300","8770","33210","29290"
"In post","2022","Heterosexual / straight","South East (England)","60-64","2990","2540","30640","27570"
"In post","2022","Heterosexual / straight","South East (England)","65+","1210","950","29700","26670"
"In post","2022","Heterosexual / straight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","16-19","90","90","19870","19460"
"In post","2022","Heterosexual / straight","South West (England)","20-29","4760","4700","27760","27000"
"In post","2022","Heterosexual / straight","South West (England)","30-39","7010","6620","34480","33000"
"In post","2022","Heterosexual / straight","South West (England)","40-49","7410","6980","37570","33840"
"In post","2022","Heterosexual / straight","South West (England)","50-59","9530","9090","37140","33300"
"In post","2022","Heterosexual / straight","South West (England)","60-64","2720","2370","34210","30210"
"In post","2022","Heterosexual / straight","South West (England)","65+","910","720","31650","27570"
"In post","2022","Heterosexual / straight","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","20-29","160","150","30150","28000"
"In post","2022","Heterosexual / straight","Unknown","30-39","150","150","34320","31060"
"In post","2022","Heterosexual / straight","Unknown","40-49","200","190","37050","31930"
"In post","2022","Heterosexual / straight","Unknown","50-59","250","240","34150","31060"
"In post","2022","Heterosexual / straight","Unknown","60-64","90","70","35730","30330"
"In post","2022","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","16-19","70","60","20500","19820"
"In post","2022","Heterosexual / straight","Wales","20-29","3430","3350","26530","25120"
"In post","2022","Heterosexual / straight","Wales","30-39","6340","5970","31310","27570"
"In post","2022","Heterosexual / straight","Wales","40-49","6430","6060","35300","30660"
"In post","2022","Heterosexual / straight","Wales","50-59","6860","6450","34390","28760"
"In post","2022","Heterosexual / straight","Wales","60-64","1990","1610","31750","27570"
"In post","2022","Heterosexual / straight","Wales","65+","610","440","31340","26780"
"In post","2022","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","16-19","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","20-29","3290","3230","26670","25610"
"In post","2022","Heterosexual / straight","West Midlands (England)","30-39","4960","4700","30580","27570"
"In post","2022","Heterosexual / straight","West Midlands (England)","40-49","5320","4990","33710","28290"
"In post","2022","Heterosexual / straight","West Midlands (England)","50-59","6670","6260","32800","27570"
"In post","2022","Heterosexual / straight","West Midlands (England)","60-64","1920","1600","30140","27570"
"In post","2022","Heterosexual / straight","West Midlands (England)","65+","540","420","29300","26820"
"In post","2022","Heterosexual / straight","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Yorkshire and The Humber","16-19","60","60","22280","21260"
