"Status","Year","Region_ITL1","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Security","Heterosexual / straight","320","320","21260","20310"
"In post","2021","Northern Ireland","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Security","Unknown","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Heterosexual / straight","760","700","25390","22330"
"In post","2021","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Undeclared","70","70","26290","22330"
"In post","2021","Northern Ireland","Unknown","Unknown","70","60","25700","24880"
"In post","2021","Overseas","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Overseas","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","No function","Heterosexual / straight","1280","1280","53460","54470"
"In post","2021","Overseas","No function","LGBO","100","100","51440","53350"
"In post","2021","Overseas","No function","Undeclared","190","190","51600","53470"
"In post","2021","Overseas","No function","Unknown","230","220","53080","53470"
"In post","2021","Overseas","Project Delivery","Heterosexual / straight","390","390","55540","55620"
"In post","2021","Overseas","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Unknown","190","190","55800","55060"
"In post","2021","Overseas","Property","Heterosexual / straight","140","140","38160","36100"
"In post","2021","Overseas","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Heterosexual / straight","100","100","39790","34450"
"In post","2021","Overseas","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Heterosexual / straight","480","480","39970","33300"
"In post","2021","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Undeclared","100","90","37820","31520"
"In post","2021","Overseas","Unknown","Unknown","250","240","46630","46620"
"In post","2021","Scotland","Analysis","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Scotland","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Heterosexual / straight","220","210","36920","34800"
"In post","2021","Scotland","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Undeclared","40","30","[c]","[c]"
"In post","2021","Scotland","Commercial","Unknown","130","120","41300","38850"
"In post","2021","Scotland","Communications","Heterosexual / straight","150","140","32790","31810"
"In post","2021","Scotland","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Unknown","40","40","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Heterosexual / straight","520","480","31130","31810"
"In post","2021","Scotland","Counter Fraud","LGBO","30","30","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Undeclared","70","60","32620","31810"
"In post","2021","Scotland","Counter Fraud","Unknown","230","210","29130","27350"
"In post","2021","Scotland","Debt","Heterosexual / straight","690","610","22460","20140"
"In post","2021","Scotland","Debt","LGBO","60","60","21830","20140"
"In post","2021","Scotland","Debt","Undeclared","80","70","22130","21400"
"In post","2021","Scotland","Debt","Unknown","610","570","21180","20140"
"In post","2021","Scotland","Digital, Data & Technology","Heterosexual / straight","360","350","39130","35240"
"In post","2021","Scotland","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Undeclared","90","90","34990","29350"
"In post","2021","Scotland","Digital, Data & Technology","Unknown","210","210","38820","36780"
"In post","2021","Scotland","Finance","Heterosexual / straight","540","470","29080","25560"
"In post","2021","Scotland","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Undeclared","90","70","28260","21440"
"In post","2021","Scotland","Finance","Unknown","300","270","28550","21590"
"In post","2021","Scotland","Human Resources","Heterosexual / straight","750","700","29710","25870"
"In post","2021","Scotland","Human Resources","LGBO","40","30","[c]","[c]"
"In post","2021","Scotland","Human Resources","Undeclared","90","80","27430","22820"
"In post","2021","Scotland","Human Resources","Unknown","190","180","28060","25560"
"In post","2021","Scotland","Internal Audit","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Scotland","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Heterosexual / straight","630","600","50140","52490"
"In post","2021","Scotland","Legal","LGBO","30","30","[c]","[c]"
"In post","2021","Scotland","Legal","Undeclared","1600","1440","27780","22820"
"In post","2021","Scotland","Legal","Unknown","90","80","52450","52490"
"In post","2021","Scotland","No function","Heterosexual / straight","6330","5860","30960","28130"
"In post","2021","Scotland","No function","LGBO","400","380","29650","26570"
"In post","2021","Scotland","No function","Undeclared","670","610","32100","26780"
"In post","2021","Scotland","No function","Unknown","5040","4660","28690","25870"
"In post","2021","Scotland","Project Delivery","Heterosexual / straight","1160","1120","37470","33930"
"In post","2021","Scotland","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2021","Scotland","Project Delivery","Undeclared","120","120","38080","33390"
"In post","2021","Scotland","Project Delivery","Unknown","470","440","34340","33890"
"In post","2021","Scotland","Property","Heterosexual / straight","480","460","32170","31060"
"In post","2021","Scotland","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Property","Undeclared","80","80","35320","33300"
"In post","2021","Scotland","Property","Unknown","770","740","29630","28050"
"In post","2021","Scotland","Security","Heterosexual / straight","990","960","30220","26670"
"In post","2021","Scotland","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Security","Undeclared","130","130","34990","39070"
"In post","2021","Scotland","Security","Unknown","220","210","29930","28890"
"In post","2021","Scotland","Unknown","Heterosexual / straight","14880","13850","33770","27570"
"In post","2021","Scotland","Unknown","LGBO","940","920","33530","27570"
"In post","2021","Scotland","Unknown","Undeclared","1450","1330","30900","27570"
"In post","2021","Scotland","Unknown","Unknown","5330","4850","33220","27570"
"In post","2021","South East (England)","Analysis","Heterosexual / straight","620","590","39430","37320"
"In post","2021","South East (England)","Analysis","LGBO","50","50","[c]","[c]"
"In post","2021","South East (England)","Analysis","Undeclared","50","50","39510","37320"
"In post","2021","South East (England)","Analysis","Unknown","160","150","38380","36030"
"In post","2021","South East (England)","Commercial","Heterosexual / straight","490","470","36180","33300"
"In post","2021","South East (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Commercial","Undeclared","70","70","35400","33300"
"In post","2021","South East (England)","Commercial","Unknown","100","100","55210","53320"
"In post","2021","South East (England)","Communications","Heterosexual / straight","230","220","33130","31390"
"In post","2021","South East (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Undeclared","30","30","[c]","[c]"
"In post","2021","South East (England)","Communications","Unknown","60","60","35280","33300"
"In post","2021","South East (England)","Counter Fraud","Heterosexual / straight","260","240","30870","29570"
"In post","2021","South East (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Undeclared","50","50","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Unknown","120","110","30700","28130"
"In post","2021","South East (England)","Debt","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","South East (England)","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Unknown","50","40","27030","28130"
"In post","2021","South East (England)","Digital, Data & Technology","Heterosexual / straight","590","570","38480","35900"
"In post","2021","South East (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
