"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","20-29","Department for Work and Pensions","1060","1050","26280","27570"
"In post","2022","LGBO","20-29","Department of Health and Social Care","250","250","33570","32330"
"In post","2022","LGBO","20-29","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Foreign, Commonwealth and Development Office","100","100","35390","33900"
"In post","2022","LGBO","20-29","HM Land Registry","60","60","25950","22600"
"In post","2022","LGBO","20-29","HM Revenue and Customs","790","770","29150","26590"
"In post","2022","LGBO","20-29","HM Treasury","110","110","37820","33210"
"In post","2022","LGBO","20-29","Home Office","240","240","31210","25630"
"In post","2022","LGBO","20-29","Ministry of Defence","430","430","29570","27680"
"In post","2022","LGBO","20-29","Ministry of Justice","1220","1210","26710","24800"
"In post","2022","LGBO","20-29","National Crime Agency","70","70","33020","32770"
"In post","2022","LGBO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","LGBO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Scottish Government","380","370","29090","27230"
"In post","2022","LGBO","20-29","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","UK Statistics Authority","120","120","31440","30710"
"In post","2022","LGBO","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Welsh Government","50","40","[c]","[c]"
"In post","2022","LGBO","30-39","Attorney General's Departments","120","120","43310","48820"
"In post","2022","LGBO","30-39","Cabinet Office","210","210","46770","49700"
"In post","2022","LGBO","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Department for Business, Energy and Industrial Strategy","290","290","42450","40050"
"In post","2022","LGBO","30-39","Department for Digital, Culture, Media and Sport","70","70","49510","51730"
"In post","2022","LGBO","30-39","Department for Education","170","170","44050","40230"
"In post","2022","LGBO","30-39","Department for Environment, Food and Rural Affairs","200","190","37470","35900"
"In post","2022","LGBO","30-39","Department for International Trade","60","60","49550","51970"
"In post","2022","LGBO","30-39","Department for Levelling Up, Housing and Communities","90","90","46670","48200"
"In post","2022","LGBO","30-39","Department for Transport","210","200","35870","30200"
"In post","2022","LGBO","30-39","Department for Work and Pensions","960","930","28990","27570"
"In post","2022","LGBO","30-39","Department of Health and Social Care","160","160","42870","40070"
"In post","2022","LGBO","30-39","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Foreign, Commonwealth and Development Office","150","150","48300","51500"
"In post","2022","LGBO","30-39","HM Land Registry","40","40","[c]","[c]"
"In post","2022","LGBO","30-39","HM Revenue and Customs","840","830","35180","33080"
"In post","2022","LGBO","30-39","HM Treasury","60","60","52460","54700"
"In post","2022","LGBO","30-39","Home Office","380","370","33270","28670"
"In post","2022","LGBO","30-39","Ministry of Defence","410","410","34610","33290"
"In post","2022","LGBO","30-39","Ministry of Justice","1270","1250","30940","28310"
"In post","2022","LGBO","30-39","National Crime Agency","80","80","37310","36410"
"In post","2022","LGBO","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","LGBO","30-39","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","LGBO","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Scottish Government","400","390","36980","34600"
"In post","2022","LGBO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","UK Statistics Authority","80","80","37280","36840"
"In post","2022","LGBO","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","30-39","Welsh Government","60","60","43060","38160"
"In post","2022","LGBO","40-49","Attorney General's Departments","100","90","50210","52440"
"In post","2022","LGBO","40-49","Cabinet Office","80","80","50930","52630"
"In post","2022","LGBO","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Department for Business, Energy and Industrial Strategy","140","130","49700","47960"
"In post","2022","LGBO","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Department for Education","120","120","48490","49860"
"In post","2022","LGBO","40-49","Department for Environment, Food and Rural Affairs","130","120","43290","37100"
"In post","2022","LGBO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Department for Levelling Up, Housing and Communities","60","60","55170","54940"
"In post","2022","LGBO","40-49","Department for Transport","140","140","39450","31860"
"In post","2022","LGBO","40-49","Department for Work and Pensions","840","810","29940","27570"
"In post","2022","LGBO","40-49","Department of Health and Social Care","120","120","54260","53120"
"In post","2022","LGBO","40-49","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Foreign, Commonwealth and Development Office","90","90","53980","56130"
"In post","2022","LGBO","40-49","HM Land Registry","30","30","[c]","[c]"
"In post","2022","LGBO","40-49","HM Revenue and Customs","540","520","36930","33370"
"In post","2022","LGBO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Home Office","300","290","35850","30480"
"In post","2022","LGBO","40-49","Ministry of Defence","260","250","37910","35650"
"In post","2022","LGBO","40-49","Ministry of Justice","820","810","34390","31650"
"In post","2022","LGBO","40-49","National Crime Agency","40","40","[c]","[c]"
"In post","2022","LGBO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2022","LGBO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Scottish Government","190","190","44940","40290"
"In post","2022","LGBO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","UK Statistics Authority","40","40","[c]","[c]"
"In post","2022","LGBO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","40-49","Welsh Government","60","60","46940","43090"
"In post","2022","LGBO","50-59","Attorney General's Departments","100","100","54620","56530"
"In post","2022","LGBO","50-59","Cabinet Office","40","40","[c]","[c]"
"In post","2022","LGBO","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Department for Business, Energy and Industrial Strategy","80","80","44710","39780"
"In post","2022","LGBO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Department for Education","50","40","[c]","[c]"
"In post","2022","LGBO","50-59","Department for Environment, Food and Rural Affairs","80","80","37620","33120"
"In post","2022","LGBO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"In post","2022","LGBO","50-59","Department for Transport","110","100","35830","30470"
"In post","2022","LGBO","50-59","Department for Work and Pensions","850","810","29360","27570"
"In post","2022","LGBO","50-59","Department of Health and Social Care","60","50","55010","45670"
"In post","2022","LGBO","50-59","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Foreign, Commonwealth and Development Office","50","50","59770","58470"
"In post","2022","LGBO","50-59","HM Land Registry","30","30","[c]","[c]"
"In post","2022","LGBO","50-59","HM Revenue and Customs","520","490","36300","33370"
"In post","2022","LGBO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Home Office","220","210","35580","30820"
"In post","2022","LGBO","50-59","Ministry of Defence","280","270","35630","33300"
"In post","2022","LGBO","50-59","Ministry of Justice","740","710","33910","31650"
"In post","2022","LGBO","50-59","National Crime Agency","30","30","[c]","[c]"
"In post","2022","LGBO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
