"Status","Year","Sexual_orientation","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Undeclared","110","100","32160","27570"
"New entrant CS","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","White","170","160","31520","27570"
"New entrant CS","2021","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","White","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Unknown","360","350","20620","20140"
"New entrant CS","2021","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Undeclared","70","70","21880","18200"
"New entrant CS","2021","Unknown","20-29","Unknown","7610","7510","26180","25000"
"New entrant CS","2021","Unknown","20-29","White","280","280","26070","24660"
"New entrant CS","2021","Unknown","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Unknown","3750","3620","31280","27570"
"New entrant CS","2021","Unknown","30-39","White","160","150","31700","28120"
"New entrant CS","2021","Unknown","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Unknown","2420","2320","34640","27570"
"New entrant CS","2021","Unknown","40-49","White","130","130","35910","31380"
"New entrant CS","2021","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Unknown","1910","1850","33880","27020"
"New entrant CS","2021","Unknown","50-59","White","90","80","36620","29180"
"New entrant CS","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Unknown","310","290","31540","27130"
"New entrant CS","2021","Unknown","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","Unknown","80","70","32790","22850"
"New entrant CS","2021","Unknown","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","16-19","Asian","70","70","23050","21260"
"New entrant CS","2022","Heterosexual / straight","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","16-19","White","380","380","21910","21260"
"New entrant CS","2022","Heterosexual / straight","20-29","Asian","2160","2120","26940","26590"
"New entrant CS","2022","Heterosexual / straight","20-29","Black","820","800","28110","27570"
"New entrant CS","2022","Heterosexual / straight","20-29","Mixed","630","620","27680","26880"
"New entrant CS","2022","Heterosexual / straight","20-29","Other ethnicity","150","150","28080","27270"
"New entrant CS","2022","Heterosexual / straight","20-29","Undeclared","90","90","27500","26880"
"New entrant CS","2022","Heterosexual / straight","20-29","Unknown","140","140","27140","26030"
"New entrant CS","2022","Heterosexual / straight","20-29","White","10820","10700","26640","25000"
"New entrant CS","2022","Heterosexual / straight","30-39","Asian","1240","1190","31270","27570"
"New entrant CS","2022","Heterosexual / straight","30-39","Black","670","660","30640","28690"
"New entrant CS","2022","Heterosexual / straight","30-39","Mixed","330","320","31510","27570"
"New entrant CS","2022","Heterosexual / straight","30-39","Other ethnicity","90","90","32470","30610"
"New entrant CS","2022","Heterosexual / straight","30-39","Undeclared","70","70","31540","27570"
"New entrant CS","2022","Heterosexual / straight","30-39","Unknown","80","70","35300","31220"
"New entrant CS","2022","Heterosexual / straight","30-39","White","7340","7090","30970","27570"
"New entrant CS","2022","Heterosexual / straight","40-49","Asian","730","700","33590","28590"
"New entrant CS","2022","Heterosexual / straight","40-49","Black","470","460","31550","29290"
"New entrant CS","2022","Heterosexual / straight","40-49","Mixed","150","150","32340","28170"
"New entrant CS","2022","Heterosexual / straight","40-49","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Undeclared","50","50","30330","27570"
"New entrant CS","2022","Heterosexual / straight","40-49","Unknown","70","70","34340","31490"
"New entrant CS","2022","Heterosexual / straight","40-49","White","5590","5360","33540","28110"
"New entrant CS","2022","Heterosexual / straight","50-59","Asian","280","260","33600","28630"
"New entrant CS","2022","Heterosexual / straight","50-59","Black","370","360","31160","28330"
"New entrant CS","2022","Heterosexual / straight","50-59","Mixed","100","100","34260","31060"
"New entrant CS","2022","Heterosexual / straight","50-59","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","White","4880","4670","32090","27570"
"New entrant CS","2022","Heterosexual / straight","60-64","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Black","100","90","32930","32040"
"New entrant CS","2022","Heterosexual / straight","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","White","1040","950","29770","26410"
"New entrant CS","2022","Heterosexual / straight","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","White","270","230","31440","28200"
"New entrant CS","2022","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","White","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Asian","70","70","28270","27160"
"New entrant CS","2022","LGBO","20-29","Black","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Mixed","120","120","27090","26970"
"New entrant CS","2022","LGBO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","White","2050","2020","26770","25110"
"New entrant CS","2022","LGBO","30-39","Asian","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","White","960","940","30990","27570"
"New entrant CS","2022","LGBO","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","White","430","410","33480","28140"
"New entrant CS","2022","LGBO","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","White","230","220","32860","27570"
"New entrant CS","2022","LGBO","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","White","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Asian","70","70","28840","27570"
"New entrant CS","2022","Undeclared","20-29","Black","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Mixed","60","50","26960","26480"
"New entrant CS","2022","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Undeclared","180","180","29330","27570"
"New entrant CS","2022","Undeclared","20-29","Unknown","280","180","29620","27270"
"New entrant CS","2022","Undeclared","20-29","White","780","760","27160","26590"
"New entrant CS","2022","Undeclared","30-39","Asian","60","60","32350","27570"
"New entrant CS","2022","Undeclared","30-39","Black","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Undeclared","180","170","33980","31140"
"New entrant CS","2022","Undeclared","30-39","Unknown","150","80","37830","33980"
"New entrant CS","2022","Undeclared","30-39","White","400","390","34110","30700"
"New entrant CS","2022","Undeclared","40-49","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Undeclared","130","120","37580","32350"
"New entrant CS","2022","Undeclared","40-49","Unknown","100","40","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","White","230","220","34540","29780"
"New entrant CS","2022","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Undeclared","110","100","33580","29520"
"New entrant CS","2022","Undeclared","50-59","Unknown","70","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","White","200","190","33140","28400"
"New entrant CS","2022","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","White","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Unknown","410","400","21260","21250"
"New entrant CS","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Asian","120","110","27790","26590"
"New entrant CS","2022","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Unknown","8680","8550","26100","24880"
"New entrant CS","2022","Unknown","20-29","White","540","540","26180","25050"
"New entrant CS","2022","Unknown","30-39","Asian","80","80","30740","28650"
"New entrant CS","2022","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Unknown","4920","4720","30030","26590"
"New entrant CS","2022","Unknown","30-39","White","240","230","32920","29980"
"New entrant CS","2022","Unknown","40-49","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Unknown","3090","2930","32990","27570"
"New entrant CS","2022","Unknown","40-49","White","180","170","33720","28200"
"New entrant CS","2022","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Unknown","2650","2450","31760","27230"
"New entrant CS","2022","Unknown","50-59","White","160","150","33390","32420"
"New entrant CS","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Unknown","640","550","30040","28200"
"New entrant CS","2022","Unknown","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Unknown","200","150","30210","27980"
"New entrant CS","2022","Unknown","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
