"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Property","Ministry of Defence","740","710","18570","17980"
"In post","2021","AA/AO","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Psychology","Ministry of Justice","60","50","21120","20890"
"In post","2021","AA/AO","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Science and Engineering","Department for Business, Energy and Industrial Strategy","70","70","24590","24660"
"In post","2021","AA/AO","Science and Engineering","Department for Environment, Food and Rural Affairs","260","240","22800","24370"
"In post","2021","AA/AO","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Science and Engineering","Department of Health and Social Care","330","300","21630","21570"
"In post","2021","AA/AO","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Science and Engineering","Ministry of Defence","740","720","21100","21580"
"In post","2021","AA/AO","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Department for Transport","70","60","25240","25390"
"In post","2021","AA/AO","Security","Foreign, Commonwealth and Development Office","90","90","25940","24030"
"In post","2021","AA/AO","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Home Office","150","150","22320","22210"
"In post","2021","AA/AO","Security","Ministry of Defence","5030","4930","27010","21670"
"In post","2021","AA/AO","Security","Ministry of Justice","60","60","29130","27510"
"In post","2021","AA/AO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Tax","HM Revenue and Customs","3790","3570","20260","20140"
"In post","2021","AA/AO","Unknown","Cabinet Office","550","510","21780","20920"
"In post","2021","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Department for Work and Pensions","29320","25100","21170","21010"
"In post","2021","AA/AO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","HM Revenue and Customs","1570","1470","20330","20140"
"In post","2021","AA/AO","Unknown","Ministry of Defence","220","210","21840","21130"
"In post","2021","AA/AO","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Government","2600","2450","23200","22230"
"In post","2021","AA/AO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Department for Education","30","30","[c]","[c]"
"In post","2021","EO","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Department for Transport","60","50","26510","26700"
"In post","2021","EO","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Ministry of Defence","340","320","25300","26350"
"In post","2021","EO","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Ministry of Justice","90","90","27490","27380"
"In post","2021","EO","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Other Cabinet Office Agencies","60","60","23500","22550"
"In post","2021","EO","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Department for Education","80","80","27580","26000"
"In post","2021","EO","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Department for Transport","60","50","26440","26470"
"In post","2021","EO","Communications","Department of Health and Social Care","70","70","27490","27270"
"In post","2021","EO","Communications","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Ministry of Defence","170","160","27460","26670"
"In post","2021","EO","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Communications","Welsh Government","30","30","[c]","[c]"
"In post","2021","EO","Corporate Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","EO","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Counter Fraud","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","EO","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Counter Fraud","Department for Transport","40","40","[c]","[c]"
"In post","2021","EO","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Counter Fraud","Home Office","100","90","25990","25310"
"In post","2021","EO","Counter Fraud","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","220","220","28780","26920"
"In post","2021","EO","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Department for Education","130","120","26500","26000"
"In post","2021","EO","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","80","80","26290","25240"
"In post","2021","EO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Department for Transport","280","280","27150","26470"
"In post","2021","EO","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Foreign, Commonwealth and Development Office","60","60","29020","26590"
"In post","2021","EO","Digital, Data and Technology","HM Land Registry","180","170","29880","31740"
"In post","2021","EO","Digital, Data and Technology","HM Revenue and Customs","270","250","26590","25560"
"In post","2021","EO","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Home Office","80","70","27110","25310"
"In post","2021","EO","Digital, Data and Technology","Ministry of Defence","340","330","27080","26670"
"In post","2021","EO","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","Digital, Data and Technology","Ministry of Justice","120","120","25460","26410"
