"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","No function","4180","3880","31650","27380"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Project Delivery","220","210","42760","38630"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Property","220","200","37500","33840"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Security","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Unknown","1780","1580","26360","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","No function","510","460","30810","31440"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","120","110","24990","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Communications","190","190","27480","25560"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Counter Fraud","120","120","30690","28130"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Debt","120","110","20660","20140"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Digital, Data & Technology","60","50","36830","32010"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Human Resources","90","80","34040","31810"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Legal","100","90","32510","27630"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","No function","1000","950","27540","24440"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Property","60","50","37030","36200"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","70","60","26730","27570"
"In post","2021","Devon","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Digital, Data & Technology","90","80","36320","34450"
"In post","2021","Devon","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","No function","270","240","29710","26990"
"In post","2021","Devon","Declared disabled","Project Delivery","40","40","[c]","[c]"
"In post","2021","Devon","Declared disabled","Property","50","40","[c]","[c]"
"In post","2021","Devon","Declared disabled","Security","40","40","[c]","[c]"
"In post","2021","Devon","Declared disabled","Unknown","400","340","25130","26800"
"In post","2021","Devon","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Commercial","200","190","43140","40140"
"In post","2021","Devon","Declared non-disabled","Communications","50","50","33640","32730"
"In post","2021","Devon","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Digital, Data & Technology","1080","1030","40710","39650"
"In post","2021","Devon","Declared non-disabled","Finance","70","70","42530","39650"
"In post","2021","Devon","Declared non-disabled","Grants Management","150","130","26730","25210"
"In post","2021","Devon","Declared non-disabled","Human Resources","90","80","37450","33350"
"In post","2021","Devon","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Legal","90","90","42850","42780"
"In post","2021","Devon","Declared non-disabled","No function","1700","1570","30320","27130"
"In post","2021","Devon","Declared non-disabled","Project Delivery","550","530","38790","39650"
"In post","2021","Devon","Declared non-disabled","Property","320","300","28820","25690"
"In post","2021","Devon","Declared non-disabled","Security","220","210","26370","20060"
"In post","2021","Devon","Declared non-disabled","Unknown","2050","1790","26950","27370"
"In post","2021","Devon","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Devon","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","No function","170","150","29200","27380"
"In post","2021","Devon","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Property","40","30","[c]","[c]"
"In post","2021","Devon","Undeclared","Security","30","30","[c]","[c]"
"In post","2021","Devon","Undeclared","Unknown","130","120","25410","26120"
"In post","2021","Devon","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Digital, Data & Technology","180","170","33360","31740"
"In post","2021","Devon","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","No function","280","270","26020","22350"
"In post","2021","Devon","Unknown","Project Delivery","60","50","34090","33840"
"In post","2021","Devon","Unknown","Property","120","110","24880","21100"
"In post","2021","Devon","Unknown","Security","140","140","27720","25000"
"In post","2021","Devon","Unknown","Unknown","180","170","25450","21130"
"In post","2021","Dorset and Somerset","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","No function","230","220","28120","27130"
"In post","2021","Dorset and Somerset","Declared disabled","Project Delivery","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Unknown","240","210","26890","27570"
"In post","2021","Dorset and Somerset","Declared non-disabled","Analysis","70","60","32230","29270"
"In post","2021","Dorset and Somerset","Declared non-disabled","Commercial","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Digital, Data & Technology","120","120","38270","35340"
"In post","2021","Dorset and Somerset","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","No function","1470","1360","29140","27130"
"In post","2021","Dorset and Somerset","Declared non-disabled","Project Delivery","320","310","34870","33730"
"In post","2021","Dorset and Somerset","Declared non-disabled","Property","60","60","28660","29200"
"In post","2021","Dorset and Somerset","Declared non-disabled","Security","100","100","24290","19560"
"In post","2021","Dorset and Somerset","Declared non-disabled","Unknown","1220","1110","26960","27570"
"In post","2021","Dorset and Somerset","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","No function","200","180","29900","28960"
"In post","2021","Dorset and Somerset","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Unknown","100","90","27510","27570"
"In post","2021","Dorset and Somerset","Unknown","Analysis","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Digital, Data & Technology","60","60","38550","35340"
"In post","2021","Dorset and Somerset","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","No function","330","320","27090","23970"
"In post","2021","Dorset and Somerset","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","130","120","32540","27570"
"In post","2021","East Anglia","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Commercial","30","30","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Counter Fraud","40","30","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","No function","540","500","29940","28220"
"In post","2021","East Anglia","Declared disabled","Project Delivery","50","50","36510","33740"
"In post","2021","East Anglia","Declared disabled","Property","40","40","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Unknown","530","480","25870","27570"
"In post","2021","East Anglia","Declared non-disabled","Analysis","230","220","32850","29750"
"In post","2021","East Anglia","Declared non-disabled","Commercial","190","180","39050","36260"
"In post","2021","East Anglia","Declared non-disabled","Communications","40","30","[c]","[c]"
"In post","2021","East Anglia","Declared non-disabled","Counter Fraud","210","200","28460","25560"
"In post","2021","East Anglia","Declared non-disabled","Debt","30","30","[c]","[c]"
"In post","2021","East Anglia","Declared non-disabled","Digital, Data & Technology","90","90","34220","32960"
"In post","2021","East Anglia","Declared non-disabled","Finance","120","110","35120","30460"
"In post","2021","East Anglia","Declared non-disabled","Grants Management","40","40","[c]","[c]"
