"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","Undeclared","630","600","34630","30780"
"In post","2021","Department for Transport","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","White","2170","1830","27940","26130"
"In post","2021","Department for Transport","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Undeclared","110","100","29420","26780"
"In post","2021","Department for Transport","Unknown","Unknown","2080","1990","31960","26700"
"In post","2021","Department for Transport","Unknown","White","290","260","28580","26590"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Asian","5480","5050","28260","27570"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Black","2970","2840","29350","30070"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Chinese","110","100","28200","27570"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Mixed","1200","1120","28380","27570"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Other ethnicity","310","300","30630","28010"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Undeclared","630","570","28180","27570"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","Unknown","390","360","29890","27570"
"In post","2021","Department for Work and Pensions","Heterosexual / straight","White","49470","44420","28290","27570"
"In post","2021","Department for Work and Pensions","LGBO","Asian","120","110","28060","27570"
"In post","2021","Department for Work and Pensions","LGBO","Black","90","90","28980","29290"
"In post","2021","Department for Work and Pensions","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","LGBO","Mixed","150","150","29580","27570"
"In post","2021","Department for Work and Pensions","LGBO","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","LGBO","Undeclared","70","60","27160","27570"
"In post","2021","Department for Work and Pensions","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","LGBO","White","3230","3090","28030","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Asian","410","360","26840","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Black","210","190","28640","28000"
"In post","2021","Department for Work and Pensions","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Undeclared","Mixed","110","100","28700","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Department for Work and Pensions","Undeclared","Undeclared","1840","1690","29410","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Unknown","120","110","36760","31060"
"In post","2021","Department for Work and Pensions","Undeclared","White","4860","4280","27340","27570"
"In post","2021","Department for Work and Pensions","Unknown","Asian","1380","1150","26830","27570"
"In post","2021","Department for Work and Pensions","Unknown","Black","620","550","28800","30330"
"In post","2021","Department for Work and Pensions","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Mixed","180","160","27110","27570"
"In post","2021","Department for Work and Pensions","Unknown","Other ethnicity","80","70","28070","27570"
"In post","2021","Department for Work and Pensions","Unknown","Undeclared","2000","1690","27330","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","5750","5290","28370","27570"
"In post","2021","Department for Work and Pensions","Unknown","White","11580","9780","26720","27570"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Asian","880","830","40730","33090"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Black","550","520","38380","32960"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Chinese","60","60","46760","41940"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Mixed","240","230","40790","37500"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Other ethnicity","60","60","47310","40070"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Undeclared","70","60","43360","41010"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","Unknown","80","70","41970","33960"
"In post","2021","Department of Health and Social Care","Heterosexual / straight","White","4880","4520","45090","40070"
"In post","2021","Department of Health and Social Care","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","LGBO","White","410","390","43240","38070"
"In post","2021","Department of Health and Social Care","Undeclared","Asian","80","70","41600","38890"
"In post","2021","Department of Health and Social Care","Undeclared","Black","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Undeclared","170","150","44300","38890"
"In post","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","White","610","560","47350","40650"
"In post","2021","Department of Health and Social Care","Unknown","Asian","170","170","50590","41020"
"In post","2021","Department of Health and Social Care","Unknown","Black","90","80","44620","36350"
"In post","2021","Department of Health and Social Care","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Mixed","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Undeclared","330","310","47520","42430"
"In post","2021","Department of Health and Social Care","Unknown","Unknown","1880","1850","46010","40650"
"In post","2021","Department of Health and Social Care","Unknown","White","920","860","51800","46020"
"In post","2021","ESTYN","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Heterosexual / straight","White","100","90","57900","74730"
"In post","2021","ESTYN","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Asian","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Black","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Heterosexual / straight","White","720","700","38160","35730"
"In post","2021","Food Standards Agency","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","LGBO","White","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","White","70","60","40710","39130"
"In post","2021","Food Standards Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","White","250","240","32570","27680"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Asian","420","400","42260","36900"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Black","230","230","38420","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Chinese","30","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Mixed","220","210","45990","39560"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Other ethnicity","70","60","41230","37240"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Undeclared","80","80","46090","39040"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Unknown","60","60","45490","39250"
"In post","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","White","4880","4760","48430","44230"
"In post","2021","Foreign, Commonwealth and Development Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
