"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","Inner London - West","40","40","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Inner London - West","230","230","43750","40000"
"In post","2021","Counter Fraud","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","West Central Scotland","60","50","25920","25040"
"In post","2021","Counter Fraud","Heterosexual / straight","West Midlands","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Inner London - West","80","70","45250","40210"
"In post","2021","Counter Fraud","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Bedfordshire and Hertfordshire","50","50","36390","36250"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","180","180","42160","39370"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Cheshire","100","100","42330","45480"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Derbyshire and Nottinghamshire","100","90","40010","36520"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Devon","310","290","39630","38450"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Dorset and Somerset","160","160","37630","33540"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","East Anglia","110","110","35790","33100"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","East Wales","660","650","41270","38000"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Eastern Scotland","100","100","40950","36780"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Essex","140","130","38410","35000"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","730","710","41450","40000"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Greater Manchester","300","290","40190","37450"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Hampshire and Isle of Wight","260","260","37380","33350"
