"Status","Year","Sexual_orientation","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Forestry and Land Scotland","White","220","210","34910","35330"
"In post","2021","Heterosexual / straight","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Actuary's Department","White","110","110","74410","69010"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Asian","50","50","47860","49430"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Internal Audit Agency","White","310","290","48900","46350"
"In post","2021","Heterosexual / straight","Government Legal Department","Asian","210","190","48420","51250"
"In post","2021","Heterosexual / straight","Government Legal Department","Black","130","130","40560","31630"
"In post","2021","Heterosexual / straight","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Legal Department","Mixed","70","70","53290","51540"
"In post","2021","Heterosexual / straight","Government Legal Department","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Legal Department","White","1160","1080","55470","51830"
"In post","2021","Heterosexual / straight","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Property Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Property Agency","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Government Property Agency","White","130","130","52820","52000"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Asian","50","50","50280","44690"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Health and Safety Executive","Unknown","60","50","43430","39650"
"In post","2021","Heterosexual / straight","Health and Safety Executive","White","1620","1520","42830","40230"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Asian","1270","1150","24820","22570"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Black","800","760","25390","23270"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Chinese","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Mixed","230","210","23880","21990"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Other ethnicity","70","70","25340","22680"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Undeclared","150","140","24000","21170"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","Unknown","140","120","23580","20650"
"In post","2021","Heterosexual / straight","HM Courts and Tribunals Service","White","9120","8110","24780","20650"
"In post","2021","Heterosexual / straight","HM Land Registry","Asian","150","140","31390","27130"
"In post","2021","Heterosexual / straight","HM Land Registry","Black","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Mixed","50","50","29240","27130"
"In post","2021","Heterosexual / straight","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","White","3250","2930","32140","27130"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Asian","1340","1260","30920","30010"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Black","1820","1780","31480","30320"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Chinese","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Mixed","870","830","31360","30150"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Other ethnicity","190","180","31940","31390"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Undeclared","240","230","30380","28720"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","Unknown","700","670","29430","28220"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","White","32290","30550","30360","28200"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Asian","3110","2940","31420","29570"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Black","1110","1080","32110","30430"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Chinese","110","110","33830","29570"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Mixed","510","490","34090","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Other ethnicity","140","130","33830","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Undeclared","210","200","31650","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Unknown","600","520","30510","28130"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","White","28830","26460","32930","31810"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Asian","170","170","43730","38720"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Black","60","60","37830","32320"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Mixed","70","70","45440","41890"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","White","1180","1150","49130","52500"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Asian","4070","3780","31470","28810"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Black","1740","1640","32590","29080"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Chinese","130","120","31470","28670"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Mixed","610","570","33480","29030"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Other ethnicity","180","160","32230","28670"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Undeclared","380","350","32210","28850"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","White","21080","19490","31780","26160"
"In post","2021","Heterosexual / straight","Insolvency Service","Asian","90","90","29090","25060"
"In post","2021","Heterosexual / straight","Insolvency Service","Black","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Insolvency Service","Unknown","70","60","32130","29150"
"In post","2021","Heterosexual / straight","Insolvency Service","White","690","650","35860","34390"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","White","100","100","51670","50590"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Asian","60","50","26670","22570"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Black","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","White","780","730","29620","23400"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","Asian","60","50","48780","52620"
