"Status","Year","Profession_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Unknown","White","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","White","480","470","75350","75500"
"In post","2021","Inspector of Education and Training","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","White","290","280","51000","51360"
"In post","2021","Intelligence Analysis","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","AA/AO","White","90","80","22510","21430"
"In post","2021","Intelligence Analysis","EO","Asian","110","100","28530","28990"
"In post","2021","Intelligence Analysis","EO","Black","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","EO","Undeclared","100","90","28340","28350"
"In post","2021","Intelligence Analysis","EO","Unknown","70","70","27320","26670"
"In post","2021","Intelligence Analysis","EO","White","1220","1160","27640","27370"
"In post","2021","Intelligence Analysis","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","G6/G7","Unknown","120","120","57980","53360"
"In post","2021","Intelligence Analysis","G6/G7","White","240","230","58950","58230"
"In post","2021","Intelligence Analysis","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SEO/HEO","Asian","50","50","37440","35970"
"In post","2021","Intelligence Analysis","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","SEO/HEO","Undeclared","90","90","37220","36420"
"In post","2021","Intelligence Analysis","SEO/HEO","Unknown","100","100","37620","37000"
"In post","2021","Intelligence Analysis","SEO/HEO","White","970","950","36820","36140"
"In post","2021","Intelligence Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","White","30","30","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","White","150","150","59000","58220"
"In post","2021","Internal Audit","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Asian","50","40","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","White","360","340","40330","40000"
"In post","2021","Internal Audit","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","White","40","30","[c]","[c]"
"In post","2021","International Trade","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","G6/G7","Unknown","170","160","54980","52770"
"In post","2021","International Trade","G6/G7","White","340","340","56030","53590"
"In post","2021","International Trade","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SCS","White","70","60","85940","75570"
"In post","2021","International Trade","SEO/HEO","Asian","60","60","35440","35490"
"In post","2021","International Trade","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","Unknown","210","210","35430","34770"
"In post","2021","International Trade","SEO/HEO","White","320","310","35530","35060"
"In post","2021","Knowledge and Information Management","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","White","260","250","21900","21130"
"In post","2021","Knowledge and Information Management","EO","Asian","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","Undeclared","50","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","Unknown","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","White","370","350","26770","26670"
"In post","2021","Knowledge and Information Management","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","White","300","290","57780","55930"
"In post","2021","Knowledge and Information Management","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","Asian","50","50","35520","35200"
"In post","2021","Knowledge and Information Management","SEO/HEO","Black","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","Undeclared","80","70","37230","37310"
"In post","2021","Knowledge and Information Management","SEO/HEO","Unknown","80","80","36250","35530"
"In post","2021","Knowledge and Information Management","SEO/HEO","White","780","750","37030","36970"
"In post","2021","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
