"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Social Research","London","350","330","47760","43560"
"In post","2021","Heterosexual / straight","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Research","North West (England)","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Research","South East (England)","160","150","38620","37020"
"In post","2021","Heterosexual / straight","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Research","Wales","280","270","41450","43760"
"In post","2021","Heterosexual / straight","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","London","650","630","47780","43170"
"In post","2021","Heterosexual / straight","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","North West (England)","80","70","40870","38630"
"In post","2021","Heterosexual / straight","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","Scotland","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","South East (England)","130","120","40220","37020"
"In post","2021","Heterosexual / straight","Statistics","South West (England)","140","130","40150","37320"
"In post","2021","Heterosexual / straight","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","Wales","240","230","41540","37460"
"In post","2021","Heterosexual / straight","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Statistics","Yorkshire and The Humber","70","70","39680","36820"
"In post","2021","Heterosexual / straight","Tax","East Midlands (England)","700","660","35720","31810"
"In post","2021","Heterosexual / straight","Tax","East of England","150","130","34770","31810"
"In post","2021","Heterosexual / straight","Tax","London","1330","1260","44600","39800"
"In post","2021","Heterosexual / straight","Tax","North East (England)","1120","1060","31240","28130"
"In post","2021","Heterosexual / straight","Tax","North West (England)","1730","1630","34380","31810"
"In post","2021","Heterosexual / straight","Tax","Northern Ireland","390","370","35890","31810"
"In post","2021","Heterosexual / straight","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Tax","Scotland","1100","1020","33790","31810"
"In post","2021","Heterosexual / straight","Tax","South East (England)","320","290","34810","31870"
"In post","2021","Heterosexual / straight","Tax","South West (England)","360","340","40450","35000"
"In post","2021","Heterosexual / straight","Tax","Wales","880","840","31330","31810"
"In post","2021","Heterosexual / straight","Tax","West Midlands (England)","750","720","35990","31810"
"In post","2021","Heterosexual / straight","Tax","Yorkshire and The Humber","760","720","34620","31810"
"In post","2021","Heterosexual / straight","Unknown","East Midlands (England)","3060","2740","26480","27570"
"In post","2021","Heterosexual / straight","Unknown","East of England","3290","3000","28860","27570"
"In post","2021","Heterosexual / straight","Unknown","London","10460","10060","40810","31880"
"In post","2021","Heterosexual / straight","Unknown","North East (England)","7020","6290","27400","27570"
"In post","2021","Heterosexual / straight","Unknown","North West (England)","11950","10890","27560","27570"
"In post","2021","Heterosexual / straight","Unknown","Northern Ireland","70","70","28920","25560"
"In post","2021","Heterosexual / straight","Unknown","Overseas","230","220","41480","33300"
"In post","2021","Heterosexual / straight","Unknown","Scotland","13640","12670","34580","27570"
"In post","2021","Heterosexual / straight","Unknown","South East (England)","4750","4330","28010","27570"
"In post","2021","Heterosexual / straight","Unknown","South West (England)","4330","3860","28070","27570"
"In post","2021","Heterosexual / straight","Unknown","Unknown","750","710","32410","27570"
"In post","2021","Heterosexual / straight","Unknown","Wales","3890","3520","26180","27570"
"In post","2021","Heterosexual / straight","Unknown","West Midlands (England)","5060","4530","26900","27570"
"In post","2021","Heterosexual / straight","Unknown","Yorkshire and The Humber","6520","5850","30170","27570"
"In post","2021","Heterosexual / straight","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","South East (England)","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","South West (England)","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","Wales","60","50","45240","37910"
"In post","2021","Heterosexual / straight","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","London","40","30","[c]","[c]"
"In post","2021","LGBO","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","South West (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","London","130","130","45210","42710"
"In post","2021","LGBO","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
