"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","White","Unknown","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","White","G6/G7","480","470","75350","75500"
"In post","2021","Inspector of Education and Training","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","White","SEO/HEO","290","280","51000","51360"
"In post","2021","Intelligence Analysis","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Asian","EO","110","100","28530","28990"
"In post","2021","Intelligence Analysis","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Asian","SEO/HEO","50","50","37440","35970"
"In post","2021","Intelligence Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Black","EO","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","EO","100","90","28340","28350"
"In post","2021","Intelligence Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","SEO/HEO","90","90","37220","36420"
"In post","2021","Intelligence Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","EO","70","70","27320","26670"
"In post","2021","Intelligence Analysis","Unknown","G6/G7","120","120","57980","53360"
"In post","2021","Intelligence Analysis","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","SEO/HEO","100","100","37620","37000"
"In post","2021","Intelligence Analysis","White","AA/AO","90","80","22510","21430"
"In post","2021","Intelligence Analysis","White","EO","1220","1160","27640","27370"
"In post","2021","Intelligence Analysis","White","G6/G7","240","230","58950","58230"
"In post","2021","Intelligence Analysis","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","White","SEO/HEO","970","950","36820","36140"
"In post","2021","Intelligence Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Internal Audit","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","EO","30","30","[c]","[c]"
"In post","2021","Internal Audit","White","G6/G7","150","150","59000","58220"
"In post","2021","Internal Audit","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","SEO/HEO","360","340","40330","40000"
"In post","2021","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Asian","SEO/HEO","60","60","35440","35490"
"In post","2021","International Trade","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","G6/G7","170","160","54980","52770"
"In post","2021","International Trade","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","SEO/HEO","210","210","35430","34770"
"In post","2021","International Trade","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","White","EO","40","30","[c]","[c]"
"In post","2021","International Trade","White","G6/G7","340","340","56030","53590"
"In post","2021","International Trade","White","SCS","70","60","85940","75570"
"In post","2021","International Trade","White","SEO/HEO","320","310","35530","35060"
"In post","2021","Knowledge and Information Management","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","EO","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","SEO/HEO","50","50","35520","35200"
"In post","2021","Knowledge and Information Management","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","EO","50","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","SEO/HEO","80","70","37230","37310"
"In post","2021","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","EO","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","SEO/HEO","80","80","36250","35530"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","White","AA/AO","260","250","21900","21130"
"In post","2021","Knowledge and Information Management","White","EO","370","350","26770","26670"
"In post","2021","Knowledge and Information Management","White","G6/G7","300","290","57780","55930"
