"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Transport","280","240","30980","26350"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Work and Pensions","3560","3050","27090","27570"
"Leaver CS","2022","Female","Heterosexual / straight","Department of Health and Social Care","1360","1130","40800","37190"
"Leaver CS","2022","Female","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Foreign, Commonwealth and Development Office","60","50","44830","35930"
"Leaver CS","2022","Female","Heterosexual / straight","HM Land Registry","130","100","33000","27130"
"Leaver CS","2022","Female","Heterosexual / straight","HM Revenue and Customs","140","110","29280","25750"
"Leaver CS","2022","Female","Heterosexual / straight","HM Treasury","80","80","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Home Office","730","600","30900","25630"
"Leaver CS","2022","Female","Heterosexual / straight","Ministry of Defence","1260","1150","30300","26670"
"Leaver CS","2022","Female","Heterosexual / straight","Ministry of Justice","3060","2730","26790","21210"
"Leaver CS","2022","Female","Heterosexual / straight","National Crime Agency","90","80","37390","34140"
"Leaver CS","2022","Female","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","110","100","50070","51360"
"Leaver CS","2022","Female","Heterosexual / straight","Office of Gas and Electricity Markets","60","60","39090","34480"
"Leaver CS","2022","Female","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Scottish Government","240","210","37980","32170"
"Leaver CS","2022","Female","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","UK Statistics Authority","160","130","27280","23050"
"Leaver CS","2022","Female","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Welsh Government","110","90","39360","36080"
"Leaver CS","2022","Female","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Department for Work and Pensions","230","210","26620","27570"
"Leaver CS","2022","Female","LGBO","Department of Health and Social Care","80","60","35240","28590"
"Leaver CS","2022","Female","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Ministry of Defence","50","50","28740","26350"
"Leaver CS","2022","Female","LGBO","Ministry of Justice","350","330","26770","21170"
"Leaver CS","2022","Female","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Department for Transport","100","70","25850","21840"
"Leaver CS","2022","Female","Undeclared","Department for Work and Pensions","410","320","27310","27570"
"Leaver CS","2022","Female","Undeclared","Department of Health and Social Care","450","190","41350","36330"
"Leaver CS","2022","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Home Office","130","100","30810","27370"
"Leaver CS","2022","Female","Undeclared","Ministry of Defence","200","180","30690","26720"
"Leaver CS","2022","Female","Undeclared","Ministry of Justice","320","270","26150","21070"
"Leaver CS","2022","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Attorney General's Departments","80","60","48710","54790"
"Leaver CS","2022","Female","Unknown","Cabinet Office","160","150","50450","40600"
"Leaver CS","2022","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy","100","80","29690","25450"
"Leaver CS","2022","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Department for Education","70","60","33990","28500"
"Leaver CS","2022","Female","Unknown","Department for Environment, Food and Rural Affairs","140","130","26450","24370"
"Leaver CS","2022","Female","Unknown","Department for International Trade","50","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Department for Transport","140","130","27220","21840"
"Leaver CS","2022","Female","Unknown","Department for Work and Pensions","1260","1030","25960","26120"
"Leaver CS","2022","Female","Unknown","Department of Health and Social Care","320","290","47450","40650"
"Leaver CS","2022","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Foreign, Commonwealth and Development Office","110","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","HM Land Registry","80","70","29340","27130"
"Leaver CS","2022","Female","Unknown","HM Revenue and Customs","2600","2090","25870","22080"
"Leaver CS","2022","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Home Office","140","140","28480","25630"
"Leaver CS","2022","Female","Unknown","Ministry of Defence","290","270","30730","26670"
"Leaver CS","2022","Female","Unknown","Ministry of Justice","1510","1370","24220","20970"
"Leaver CS","2022","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Scottish Government","360","310","32120","27230"
"Leaver CS","2022","Female","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","UK Statistics Authority","80","60","27050","23050"
"Leaver CS","2022","Female","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Attorney General's Departments","160","150","46050","50250"
"Leaver CS","2022","Male","Heterosexual / straight","Cabinet Office","190","190","49570","42750"
"Leaver CS","2022","Male","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Competition and Markets Authority","30","30","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","240","230","43840","40050"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Education","140","130","42960","37100"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Environment, Food and Rural Affairs","240","230","32040","26320"
"Leaver CS","2022","Male","Heterosexual / straight","Department for International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Levelling Up, Housing and Communities","90","90","45880","41020"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Transport","380","350","35750","29730"
"Leaver CS","2022","Male","Heterosexual / straight","Department for Work and Pensions","2220","2090","27830","27570"
"Leaver CS","2022","Male","Heterosexual / straight","Department of Health and Social Care","510","420","43090","36330"
"Leaver CS","2022","Male","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Food Standards Agency","40","40","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Foreign, Commonwealth and Development Office","80","80","48020","41480"
"Leaver CS","2022","Male","Heterosexual / straight","HM Land Registry","100","90","34850","33840"
"Leaver CS","2022","Male","Heterosexual / straight","HM Revenue and Customs","100","80","34580","28920"
"Leaver CS","2022","Male","Heterosexual / straight","HM Treasury","90","90","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Home Office","710","610","33060","27370"
"Leaver CS","2022","Male","Heterosexual / straight","Ministry of Defence","2100","2020","33710","31530"
"Leaver CS","2022","Male","Heterosexual / straight","Ministry of Justice","2770","2620","30130","22740"
"Leaver CS","2022","Male","Heterosexual / straight","National Crime Agency","160","150","44480","40680"
"Leaver CS","2022","Male","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver CS","2022","Male","Heterosexual / straight","Office of Gas and Electricity Markets","70","70","44320","37320"
"Leaver CS","2022","Male","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
