"Status","Year","Profession_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Home Office (incl. agencies)","Female","110","100","25620","25310"
"In post","2021","Counter Fraud","Home Office (incl. agencies)","Male","70","60","29190","25580"
"In post","2021","Counter Fraud","Insolvency Service","Female","110","100","38790","39170"
"In post","2021","Counter Fraud","Insolvency Service","Male","150","150","39530","38510"
"In post","2021","Counter Fraud","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Serious Fraud Office","Female","110","110","42550","35480"
"In post","2021","Counter Fraud","Serious Fraud Office","Male","170","170","47030","41140"
"In post","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Companies House","Female","80","70","36690","36440"
"In post","2021","Digital, Data and Technology","Companies House","Male","180","180","39770","38000"
"In post","2021","Digital, Data and Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Competition and Markets Authority","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Crown Commercial Service","Female","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Crown Commercial Service","Male","80","70","40390","35470"
"In post","2021","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Crown Prosecution Service","Female","60","60","39230","38180"
"In post","2021","Digital, Data and Technology","Crown Prosecution Service","Male","60","60","40430","38180"
"In post","2021","Digital, Data and Technology","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Defence Equipment and Support","Female","100","90","36080","33200"
"In post","2021","Digital, Data and Technology","Defence Equipment and Support","Male","270","270","42830","42950"
"In post","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Male","100","100","46270","46080"
"In post","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","80","70","46500","40220"
"In post","2021","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Female","260","240","41960","39090"
"In post","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Male","320","320","39680","36780"
"In post","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","280","260","42320","39810"
"In post","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","390","390","45000","47550"
"In post","2021","Digital, Data and Technology","Department for International Trade","Female","60","60","44730","43000"
"In post","2021","Digital, Data and Technology","Department for International Trade","Male","60","60","49660","44980"
"In post","2021","Digital, Data and Technology","Department for Transport (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Transport (excl. agencies)","Male","90","90","42460","40480"
"In post","2021","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","Female","90","90","42970","36820"
"In post","2021","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","Male","80","80","44430","37630"
"In post","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Female","200","190","34730","32100"
"In post","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Male","530","520","41770","40860"
"In post","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Female","60","60","35330","32180"
"In post","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Male","130","130","36580","32180"
"In post","2021","Digital, Data and Technology","Education and Skills Funding Agency","Female","140","130","37240","36500"
"In post","2021","Digital, Data and Technology","Education and Skills Funding Agency","Male","160","160","38480","36780"
"In post","2021","Digital, Data and Technology","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","FCDO Services","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","FCDO Services","Male","90","90","44910","40670"
"In post","2021","Digital, Data and Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Female","60","60","40370","39630"
"In post","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Male","140","130","41160","39190"
"In post","2021","Digital, Data and Technology","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Health and Safety Executive","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Female","50","50","36070","31210"
"In post","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Male","80","80","35160","30920"
"In post","2021","Digital, Data and Technology","HM Land Registry","Female","240","210","37460","38450"
"In post","2021","Digital, Data and Technology","HM Land Registry","Male","440","420","38350","38450"
"In post","2021","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Female","700","660","40000","38630"
"In post","2021","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Male","1230","1190","39490","38630"
"In post","2021","Digital, Data and Technology","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Home Office (incl. agencies)","Female","380","370","48730","44970"
"In post","2021","Digital, Data and Technology","Home Office (incl. agencies)","Male","840","840","50670","46070"
"In post","2021","Digital, Data and Technology","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Insolvency Service","Male","40","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Male","70","70","39890","34940"
"In post","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Met Office","Female","90","80","35140","33860"
"In post","2021","Digital, Data and Technology","Met Office","Male","260","260","38020","34620"
"In post","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Female","280","260","30370","26930"
"In post","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Male","420","420","33760","33000"
"In post","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","30","30","[c]","[c]"
