"Status","Year","Profession_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Female","HM Treasury","50","50","46250","44020"
"In post","2021","Finance","Female","Home Office","140","130","44050","41570"
"In post","2021","Finance","Female","Ministry of Defence","1300","1230","36680","33300"
"In post","2021","Finance","Female","Ministry of Housing, Communities and Local Government","80","80","49610","49040"
"In post","2021","Finance","Female","Ministry of Justice","430","410","39090","34530"
"In post","2021","Finance","Female","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Scottish Government","100","100","34650","30930"
"In post","2021","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","United Kingdom Statistics Authority","40","30","[c]","[c]"
"In post","2021","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Welsh Government","200","180","40490","37410"
"In post","2021","Finance","Male","Attorney General's Departments","60","60","39470","31560"
"In post","2021","Finance","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Department for Business, Energy and Industrial Strategy","160","160","47900","44790"
"In post","2021","Finance","Male","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Finance","Male","Department for Education","370","370","43510","40140"
"In post","2021","Finance","Male","Department for Environment, Food and Rural Affairs","200","200","46150","42730"
"In post","2021","Finance","Male","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Finance","Male","Department for Transport","240","240","44220","42480"
"In post","2021","Finance","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Department of Health and Social Care","220","220","43230","38560"
"In post","2021","Finance","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Foreign, Commonwealth and Development Office","120","120","42590","38910"
"In post","2021","Finance","Male","HM Land Registry","30","30","[c]","[c]"
"In post","2021","Finance","Male","HM Revenue and Customs","610","570","38110","35000"
"In post","2021","Finance","Male","HM Treasury","60","50","49810","52840"
"In post","2021","Finance","Male","Home Office","140","140","47290","42170"
"In post","2021","Finance","Male","Ministry of Defence","920","910","40850","37000"
"In post","2021","Finance","Male","Ministry of Housing, Communities and Local Government","60","50","51580","51010"
"In post","2021","Finance","Male","Ministry of Justice","360","360","45880","42800"
"In post","2021","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Finance","Male","Scottish Government","30","30","[c]","[c]"
"In post","2021","Finance","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Welsh Government","140","140","43570","37410"
"In post","2021","Finance","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Attorney General's Departments","160","150","40910","35000"
"In post","2021","Human Resources","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Department for Business, Energy and Industrial Strategy","300","280","39880","37420"
"In post","2021","Human Resources","Female","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Department for Education","120","120","35030","30110"
"In post","2021","Human Resources","Female","Department for Environment, Food and Rural Affairs","200","190","42870","38600"
"In post","2021","Human Resources","Female","Department for International Trade","90","80","43970","38540"
"In post","2021","Human Resources","Female","Department for Transport","290","270","37440","33350"
"In post","2021","Human Resources","Female","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Human Resources","Female","Department of Health and Social Care","220","210","42610","36820"
"In post","2021","Human Resources","Female","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Foreign, Commonwealth and Development Office","190","180","43120","37590"
"In post","2021","Human Resources","Female","HM Land Registry","70","60","38040","33840"
"In post","2021","Human Resources","Female","HM Revenue and Customs","490","460","41580","38630"
"In post","2021","Human Resources","Female","HM Treasury","70","70","43810","39590"
"In post","2021","Human Resources","Female","Home Office","350","330","43190","37450"
"In post","2021","Human Resources","Female","Ministry of Defence","1430","1310","31120","26670"
"In post","2021","Human Resources","Female","Ministry of Housing, Communities and Local Government","70","60","39500","33210"
"In post","2021","Human Resources","Female","Ministry of Justice","630","610","41370","36840"
"In post","2021","Human Resources","Female","National Crime Agency","110","100","40250","40060"
"In post","2021","Human Resources","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Scottish Government","150","140","34400","32890"
"In post","2021","Human Resources","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","United Kingdom Statistics Authority","130","110","36940","31090"
"In post","2021","Human Resources","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Welsh Government","150","140","35500","34490"
"In post","2021","Human Resources","Male","Attorney General's Departments","60","60","38340","31880"
"In post","2021","Human Resources","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Business, Energy and Industrial Strategy","120","110","44080","41230"
"In post","2021","Human Resources","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Education","30","30","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Environment, Food and Rural Affairs","70","70","42350","38420"
"In post","2021","Human Resources","Male","Department for International Trade","40","40","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Transport","110","110","36730","33130"
"In post","2021","Human Resources","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Department of Health and Social Care","70","70","43870","38790"
"In post","2021","Human Resources","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Foreign, Commonwealth and Development Office","70","70","50290","48580"
"In post","2021","Human Resources","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","HM Revenue and Customs","260","250","39650","35000"
"In post","2021","Human Resources","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Home Office","220","210","42510","37450"
"In post","2021","Human Resources","Male","Ministry of Defence","570","560","33610","29200"
"In post","2021","Human Resources","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Ministry of Justice","300","290","42470","39400"
"In post","2021","Human Resources","Male","National Crime Agency","70","70","40030","38730"
"In post","2021","Human Resources","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
