"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","800","580","26700","26120"
"In post","2021","65+","Declared non-disabled","Analysis","40","30","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Commercial","50","50","40980","33630"
"In post","2021","65+","Declared non-disabled","Communications","60","50","32140","28130"
"In post","2021","65+","Declared non-disabled","Counter Fraud","100","70","33950","32520"
"In post","2021","65+","Declared non-disabled","Debt","80","60","26260","25630"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","130","100","42800","36320"
"In post","2021","65+","Declared non-disabled","Finance","130","100","30800","27970"
"In post","2021","65+","Declared non-disabled","Grants Management","40","30","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Human Resources","90","70","34180","28240"
"In post","2021","65+","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Legal","160","130","48060","52220"
"In post","2021","65+","Declared non-disabled","No function","2720","2000","30440","26120"
"In post","2021","65+","Declared non-disabled","Project Delivery","360","300","39590","36460"
"In post","2021","65+","Declared non-disabled","Property","260","220","32600","30520"
"In post","2021","65+","Declared non-disabled","Security","140","120","25330","21010"
"In post","2021","65+","Declared non-disabled","Unknown","3380","2570","28060","26120"
"In post","2021","65+","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","No function","440","310","28820","26140"
"In post","2021","65+","Undeclared","Project Delivery","50","40","35850","32490"
"In post","2021","65+","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","65+","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","210","180","27530","25630"
"In post","2021","65+","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Counter Fraud","40","30","[c]","[c]"
"In post","2021","65+","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Legal","100","70","33800","23250"
"In post","2021","65+","Unknown","No function","670","500","32270","25630"
"In post","2021","65+","Unknown","Project Delivery","60","50","42310","35970"
"In post","2021","65+","Unknown","Property","60","50","23550","18740"
"In post","2021","65+","Unknown","Security","40","30","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","260","230","35540","29200"
"In post","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","No function","390","370","22060","21260"
"In post","2022","16-19","Declared non-disabled","Project Delivery","50","50","19500","19460"
"In post","2022","16-19","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","260","250","21900","21250"
"In post","2022","16-19","Unknown","Project Delivery","50","50","17640","17140"
"In post","2022","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","120","120","21520","21680"
"In post","2022","20-29","Declared disabled","Analysis","230","230","34520","33210"
"In post","2022","20-29","Declared disabled","Commercial","70","70","30960","29090"
"In post","2022","20-29","Declared disabled","Communications","110","100","30630","27500"
"In post","2022","20-29","Declared disabled","Counter Fraud","150","150","28950","27570"
"In post","2022","20-29","Declared disabled","Debt","80","70","22410","21260"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","210","210","31990","30530"
"In post","2022","20-29","Declared disabled","Finance","90","80","33010","30420"
"In post","2022","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","190","190","31790","29690"
"In post","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","100","100","31250","26970"
"In post","2022","20-29","Declared disabled","No function","3540","3470","28720","27570"
"In post","2022","20-29","Declared disabled","Project Delivery","310","300","31020","29000"
"In post","2022","20-29","Declared disabled","Property","60","50","29440","26030"
"In post","2022","20-29","Declared disabled","Security","90","90","29870","28700"
"In post","2022","20-29","Declared disabled","Unknown","550","540","30450","27370"
"In post","2022","20-29","Declared non-disabled","Analysis","1890","1880","36090","33880"
"In post","2022","20-29","Declared non-disabled","Commercial","580","580","32940","32000"
"In post","2022","20-29","Declared non-disabled","Communications","1140","1130","31060","26820"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","1240","1230","29110","27570"
"In post","2022","20-29","Declared non-disabled","Debt","710","680","22230","21250"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","1860","1850","33640","32010"
"In post","2022","20-29","Declared non-disabled","Finance","1020","1010","32650","30420"
"In post","2022","20-29","Declared non-disabled","Grants Management","360","350","22420","21300"
"In post","2022","20-29","Declared non-disabled","Human Resources","1030","1020","31250","28880"
"In post","2022","20-29","Declared non-disabled","Internal Audit","40","40","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Legal","1050","1040","32900","27570"
"In post","2022","20-29","Declared non-disabled","No function","29530","29080","28990","27570"
"In post","2022","20-29","Declared non-disabled","Project Delivery","2650","2630","31240","30420"
"In post","2022","20-29","Declared non-disabled","Property","590","580","29630","27810"
