"Status","Year","Ethnicity","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","HM Revenue and Customs (excl. agencies)","530","480","30560","28130"
"In post","2021","Asian","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Home Office (incl. agencies)","50","50","33200","28650"
"In post","2021","Asian","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Medicines and Healthcare Products Regulatory Agency","170","160","41880","33100"
"In post","2021","Asian","Unknown","Ministry of Defence (excl. agencies)","110","110","35540","30370"
"In post","2021","Asian","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","National Crime Agency","160","150","33830","33420"
"In post","2021","Asian","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Public Health England","130","130","54900","40940"
"In post","2021","Asian","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","United Kingdom Statistics Authority","70","60","28540","26050"
"In post","2021","Asian","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Black","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","Black","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Department for Work and Pensions (excl. agencies)","580","530","29300","30330"
"In post","2021","Black","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Black","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","HM Courts and Tribunals Service","100","100","25470","23090"
"In post","2021","Black","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","HM Prison and Probation Service","290","280","32500","30950"
"In post","2021","Black","Declared disabled","HM Revenue and Customs (excl. agencies)","140","130","32200","31810"
"In post","2021","Black","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Home Office (incl. agencies)","190","180","32140","29080"
"In post","2021","Black","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Ministry of Defence (excl. agencies)","50","50","33200","31240"
"In post","2021","Black","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Black","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
