"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","North West (England)","White","1180","1100","33860","31810"
"In post","2021","Counter Fraud","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Unknown","70","60","30010","25560"
"In post","2021","Counter Fraud","Northern Ireland","White","320","300","31530","31810"
"In post","2021","Counter Fraud","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Undeclared","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Unknown","140","130","29740","28130"
"In post","2021","Counter Fraud","Scotland","White","660","600","30740","28130"
"In post","2021","Counter Fraud","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Unknown","90","80","30540","28130"
"In post","2021","Counter Fraud","South East (England)","White","300","280","31220","28130"
"In post","2021","Counter Fraud","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Unknown","70","60","32520","28130"
"In post","2021","Counter Fraud","South West (England)","White","280","260","35400","31810"
"In post","2021","Counter Fraud","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Unknown","60","50","30350","30630"
"In post","2021","Counter Fraud","Wales","White","310","280","31890","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Asian","110","100","29360","25560"
"In post","2021","Counter Fraud","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Undeclared","60","50","34620","28130"
"In post","2021","Counter Fraud","West Midlands (England)","Unknown","120","110","30870","28130"
"In post","2021","Counter Fraud","West Midlands (England)","White","400","370","33420","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Asian","90","80","28840","25560"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Undeclared","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Unknown","130","130","30230","25560"
"In post","2021","Counter Fraud","Yorkshire and The Humber","White","600","550","33300","31810"
"In post","2021","Debt","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Unknown","120","110","20430","20140"
"In post","2021","Debt","East Midlands (England)","White","100","90","22670","20140"
"In post","2021","Debt","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","White","100","80","24740","21440"
"In post","2021","Debt","London","Asian","140","120","27330","25630"
"In post","2021","Debt","London","Black","100","90","27610","25630"
"In post","2021","Debt","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Undeclared","30","30","[c]","[c]"
"In post","2021","Debt","London","Unknown","130","120","26310","24120"
"In post","2021","Debt","London","White","150","130","31220","25630"
"In post","2021","Debt","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Unknown","280","260","20680","20140"
"In post","2021","Debt","North East (England)","White","280","250","22580","20140"
"In post","2021","Debt","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Unknown","70","70","21660","20140"
"In post","2021","Debt","North West (England)","White","250","230","24240","21440"
"In post","2021","Debt","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Unknown","490","460","20890","20140"
"In post","2021","Debt","Scotland","White","880","780","22500","20140"
"In post","2021","Debt","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","White","70","60","28240","28130"
"In post","2021","Debt","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Unknown","110","100","21700","20140"
"In post","2021","Debt","Wales","White","200","190","24040","21410"
"In post","2021","Debt","West Midlands (England)","Asian","80","70","21550","20140"
"In post","2021","Debt","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Unknown","170","160","20710","20140"
"In post","2021","Debt","West Midlands (England)","White","160","140","25160","21440"
"In post","2021","Debt","Yorkshire and The Humber","Asian","60","50","21440","20140"
"In post","2021","Debt","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Unknown","140","140","20840","20140"
"In post","2021","Debt","Yorkshire and The Humber","White","190","160","26310","25560"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Unknown","60","50","36810","32010"
"In post","2021","Digital, Data & Technology","East Midlands (England)","White","200","200","37520","35030"
"In post","2021","Digital, Data & Technology","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Mixed","[c]","[c]","[c]","[c]"
