"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Policy","Asian","290","280","28770","28670"
"In post","2021","EO","Policy","Black","240","230","29040","28990"
"In post","2021","EO","Policy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Policy","Mixed","90","90","27760","27730"
"In post","2021","EO","Policy","Other ethnicity","40","40","[c]","[c]"
"In post","2021","EO","Policy","Undeclared","100","90","29060","28850"
"In post","2021","EO","Policy","Unknown","420","420","27710","27680"
"In post","2021","EO","Policy","White","1500","1450","28230","28500"
"In post","2021","EO","Project Delivery","Asian","130","130","27320","27170"
"In post","2021","EO","Project Delivery","Black","80","80","27860","28070"
"In post","2021","EO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Mixed","30","30","[c]","[c]"
"In post","2021","EO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Undeclared","70","70","27380","26670"
"In post","2021","EO","Project Delivery","Unknown","170","170","26600","26150"
"In post","2021","EO","Project Delivery","White","1410","1350","26340","26670"
"In post","2021","EO","Property","Asian","90","90","28150","28330"
"In post","2021","EO","Property","Black","40","40","[c]","[c]"
"In post","2021","EO","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Undeclared","70","70","27470","26670"
"In post","2021","EO","Property","Unknown","280","260","26790","26000"
"In post","2021","EO","Property","White","990","920","26880","26670"
"In post","2021","EO","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Psychology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Psychology","Unknown","60","60","28350","27380"
"In post","2021","EO","Psychology","White","330","320","26610","26330"
"In post","2021","EO","Science and Engineering","Asian","90","90","26300","27200"
"In post","2021","EO","Science and Engineering","Black","40","40","[c]","[c]"
"In post","2021","EO","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Science and Engineering","Mixed","40","40","[c]","[c]"
"In post","2021","EO","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Science and Engineering","Undeclared","100","100","27140","27440"
"In post","2021","EO","Science and Engineering","Unknown","200","200","24080","25760"
"In post","2021","EO","Science and Engineering","White","1510","1470","25940","26370"
"In post","2021","EO","Security","Asian","50","50","[c]","[c]"
"In post","2021","EO","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Undeclared","60","60","36570","43840"
"In post","2021","EO","Security","Unknown","100","100","29770","26670"
"In post","2021","EO","Security","White","850","830","33190","29080"
"In post","2021","EO","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Research","White","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Statistics","Unknown","40","40","[c]","[c]"
"In post","2021","EO","Statistics","White","160","150","27570","27850"
"In post","2021","EO","Tax","Asian","340","320","27540","25560"
"In post","2021","EO","Tax","Black","130","120","28160","27570"
"In post","2021","EO","Tax","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tax","Mixed","30","30","[c]","[c]"
"In post","2021","EO","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tax","Undeclared","150","130","27670","28130"
"In post","2021","EO","Tax","Unknown","1260","1210","26090","25560"
"In post","2021","EO","Tax","White","2120","1930","26480","25560"
"In post","2021","EO","Unknown","Asian","4710","4360","28940","27570"
"In post","2021","EO","Unknown","Black","2800","2670","29800","31060"
"In post","2021","EO","Unknown","Chinese","80","80","28610","27570"
"In post","2021","EO","Unknown","Mixed","1030","970","28610","27570"
"In post","2021","EO","Unknown","Other ethnicity","300","280","29170","29240"
"In post","2021","EO","Unknown","Undeclared","2270","2040","28310","27570"
"In post","2021","EO","Unknown","Unknown","4240","4020","27900","27570"
"In post","2021","EO","Unknown","White","37790","34030","27820","27570"
"In post","2021","EO","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinarian","White","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Undeclared","40","40","[c]","[c]"
"In post","2021","G6/G7","Commercial","Unknown","100","100","54870","53360"
"In post","2021","G6/G7","Commercial","White","810","780","59430","56840"
"In post","2021","G6/G7","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Unknown","190","190","57660","54860"
"In post","2021","G6/G7","Communications","White","660","630","58070","56900"
"In post","2021","G6/G7","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Corporate Finance","White","50","50","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","White","80","80","61340","58940"
"In post","2021","G6/G7","Digital, Data and Technology","Asian","230","230","60460","59960"
"In post","2021","G6/G7","Digital, Data and Technology","Black","90","90","57670","57460"
"In post","2021","G6/G7","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data and Technology","Mixed","60","60","57390","56690"
"In post","2021","G6/G7","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data and Technology","Undeclared","180","170","58870","57460"
"In post","2021","G6/G7","Digital, Data and Technology","Unknown","550","540","58400","57170"
"In post","2021","G6/G7","Digital, Data and Technology","White","2330","2290","58120","56610"
"In post","2021","G6/G7","Economics","Asian","80","80","59410","58850"
"In post","2021","G6/G7","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Mixed","40","40","[c]","[c]"
"In post","2021","G6/G7","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Economics","Undeclared","40","40","[c]","[c]"
"In post","2021","G6/G7","Economics","Unknown","160","150","57720","55620"
"In post","2021","G6/G7","Economics","White","600","580","60120","58960"
"In post","2021","G6/G7","Finance","Asian","150","150","59650","58920"
"In post","2021","G6/G7","Finance","Black","70","70","57950","57220"
"In post","2021","G6/G7","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Mixed","40","40","[c]","[c]"
"In post","2021","G6/G7","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Undeclared","100","100","59920","58730"
"In post","2021","G6/G7","Finance","Unknown","210","200","57310","55020"
"In post","2021","G6/G7","Finance","White","1550","1510","59300","58130"
"In post","2021","G6/G7","Human Resources","Asian","60","60","59780","58950"
"In post","2021","G6/G7","Human Resources","Black","50","50","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Mixed","50","40","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Undeclared","40","40","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Unknown","120","120","57820","55250"
"In post","2021","G6/G7","Human Resources","White","1340","1290","58350","57440"
"In post","2021","G6/G7","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","White","480","470","75350","75500"
"In post","2021","G6/G7","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Unknown","120","120","57980","53360"
"In post","2021","G6/G7","Intelligence Analysis","White","240","230","58950","58230"
"In post","2021","G6/G7","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","White","150","150","59000","58220"
"In post","2021","G6/G7","International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","Unknown","170","160","54980","52770"
"In post","2021","G6/G7","International Trade","White","340","340","56030","53590"
"In post","2021","G6/G7","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Undeclared","30","30","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","White","300","290","57780","55930"
"In post","2021","G6/G7","Legal","Asian","470","430","57490","54800"
"In post","2021","G6/G7","Legal","Black","220","210","59350","60110"
"In post","2021","G6/G7","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Mixed","170","160","58230","57100"
"In post","2021","G6/G7","Legal","Other ethnicity","90","80","60470","60180"
"In post","2021","G6/G7","Legal","Undeclared","160","150","60510","59160"
"In post","2021","G6/G7","Legal","Unknown","720","670","60470","59160"
"In post","2021","G6/G7","Legal","White","4070","3750","59460","58040"
"In post","2021","G6/G7","Medicine","Asian","60","50","71560","71600"
"In post","2021","G6/G7","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","Unknown","100","80","75210","79040"
"In post","2021","G6/G7","Medicine","White","450","390","74720","75330"
"In post","2021","G6/G7","Operational Delivery","Asian","260","260","57620","55930"
"In post","2021","G6/G7","Operational Delivery","Black","140","130","56910","54160"
"In post","2021","G6/G7","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Mixed","100","100","61650","57900"
"In post","2021","G6/G7","Operational Delivery","Other ethnicity","30","30","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","Undeclared","340","330","59180","57510"
"In post","2021","G6/G7","Operational Delivery","Unknown","540","520","57590","55420"
"In post","2021","G6/G7","Operational Delivery","White","5120","4970","58930","56680"
"In post","2021","G6/G7","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
