"Status","Year","Sexual_orientation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Inner London - West","Legal","2930","2750","51500","51250"
"In post","2021","Heterosexual / straight","Inner London - West","No function","17510","17080","46250","40510"
"In post","2021","Heterosexual / straight","Inner London - West","Project Delivery","2480","2420","52990","53000"
"In post","2021","Heterosexual / straight","Inner London - West","Property","370","370","48670","45330"
"In post","2021","Heterosexual / straight","Inner London - West","Security","620","620","41350","37640"
"In post","2021","Heterosexual / straight","Inner London - West","Unknown","6540","6330","46290","41950"
"In post","2021","Heterosexual / straight","Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Counter Fraud","120","110","29480","28130"
"In post","2021","Heterosexual / straight","Kent","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Human Resources","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Legal","100","90","38460","36720"
"In post","2021","Heterosexual / straight","Kent","No function","2410","2290","30730","30400"
"In post","2021","Heterosexual / straight","Kent","Project Delivery","60","60","35240","31940"
"In post","2021","Heterosexual / straight","Kent","Property","70","60","32600","32290"
"In post","2021","Heterosexual / straight","Kent","Security","50","50","32210","33300"
"In post","2021","Heterosexual / straight","Kent","Unknown","3080","2850","27880","27370"
"In post","2021","Heterosexual / straight","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Commercial","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Finance","70","70","38630","34310"
"In post","2021","Heterosexual / straight","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Human Resources","180","160","28060","26670"
"In post","2021","Heterosexual / straight","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Legal","200","190","36660","31810"
"In post","2021","Heterosexual / straight","Lancashire","No function","3110","2830","28030","25560"
"In post","2021","Heterosexual / straight","Lancashire","Project Delivery","350","330","38150","35480"
"In post","2021","Heterosexual / straight","Lancashire","Property","80","70","33990","33250"
"In post","2021","Heterosexual / straight","Lancashire","Security","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Unknown","4980","4530","27670","27570"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Commercial","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","60","60","34520","31970"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Legal","140","120","41110","43320"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","No function","2310","2120","27020","24440"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Project Delivery","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Property","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Unknown","1460","1320","26430","27570"
"In post","2021","Heterosexual / straight","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","No function","750","710","28420","26750"
"In post","2021","Heterosexual / straight","Lincolnshire","Project Delivery","260","250","34750","33300"
"In post","2021","Heterosexual / straight","Lincolnshire","Property","60","50","28110","26670"
"In post","2021","Heterosexual / straight","Lincolnshire","Security","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Unknown","880","820","25860","24890"
"In post","2021","Heterosexual / straight","Merseyside","Analysis","90","80","41190","38630"
"In post","2021","Heterosexual / straight","Merseyside","Commercial","200","190","39620","34800"
"In post","2021","Heterosexual / straight","Merseyside","Communications","60","60","38170","35030"
"In post","2021","Heterosexual / straight","Merseyside","Counter Fraud","370","340","33770","31810"
"In post","2021","Heterosexual / straight","Merseyside","Debt","170","160","23700","21440"
"In post","2021","Heterosexual / straight","Merseyside","Digital, Data & Technology","200","190","38120","33630"
"In post","2021","Heterosexual / straight","Merseyside","Finance","160","160","36100","31810"
"In post","2021","Heterosexual / straight","Merseyside","Human Resources","230","220","34290","31660"
"In post","2021","Heterosexual / straight","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Merseyside","Legal","290","280","38250","33840"
"In post","2021","Heterosexual / straight","Merseyside","No function","3620","3320","30300","26300"
"In post","2021","Heterosexual / straight","Merseyside","Project Delivery","430","410","39580","38630"
"In post","2021","Heterosexual / straight","Merseyside","Property","100","90","33280","30000"
"In post","2021","Heterosexual / straight","Merseyside","Security","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Merseyside","Unknown","7370","6680","26220","24890"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","No function","370","350","44130","33650"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Security","60","60","40940","44070"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Unknown","580","540","33710","29190"
"In post","2021","Heterosexual / straight","North Yorkshire","Analysis","50","50","36820","31550"
"In post","2021","Heterosexual / straight","North Yorkshire","Commercial","60","50","39450","37690"
"In post","2021","Heterosexual / straight","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Digital, Data & Technology","110","110","39100","37910"
"In post","2021","Heterosexual / straight","North Yorkshire","Finance","110","110","38420","36970"
"In post","2021","Heterosexual / straight","North Yorkshire","Grants Management","60","60","30710","26520"
"In post","2021","Heterosexual / straight","North Yorkshire","Human Resources","70","70","39550","36210"
"In post","2021","Heterosexual / straight","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Legal","150","140","47920","55610"
"In post","2021","Heterosexual / straight","North Yorkshire","No function","1080","1010","37220","31660"
"In post","2021","Heterosexual / straight","North Yorkshire","Project Delivery","120","120","35400","33300"
"In post","2021","Heterosexual / straight","North Yorkshire","Property","140","140","34070","33300"
"In post","2021","Heterosexual / straight","North Yorkshire","Security","410","390","30380","27910"
"In post","2021","Heterosexual / straight","North Yorkshire","Unknown","920","870","27250","25660"
"In post","2021","Heterosexual / straight","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Counter Fraud","260","250","32180","31810"
"In post","2021","Heterosexual / straight","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","No function","1040","960","31120","28130"
"In post","2021","Heterosexual / straight","Northern Ireland","Project Delivery","60","50","37880","34050"
"In post","2021","Heterosexual / straight","Northern Ireland","Property","90","90","28780","27680"
"In post","2021","Heterosexual / straight","Northern Ireland","Security","320","320","21260","20310"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","760","700","25390","22330"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
