"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","60-64","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Operational Delivery","250","200","28610","25630"
"In post","2021","LGBO","60-64","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Other","40","40","[c]","[c]"
"In post","2021","LGBO","60-64","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Policy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Unknown","220","180","29030","27570"
"In post","2021","LGBO","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Operational Delivery","70","50","26100","23830"
"In post","2021","LGBO","65+","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Other","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Policy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","65+","Unknown","60","50","26040","25850"
"In post","2021","LGBO","65+","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Commercial","50","40","[c]","[c]"
"In post","2021","Undeclared","20-29","Communications","40","40","[c]","[c]"
"In post","2021","Undeclared","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Digital, Data and Technology","120","120","34010","31080"
"In post","2021","Undeclared","20-29","Economics","80","80","37320","34200"
"In post","2021","Undeclared","20-29","Finance","60","60","33380","30800"
"In post","2021","Undeclared","20-29","Human Resources","40","40","[c]","[c]"
"In post","2021","Undeclared","20-29","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Undeclared","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Legal","60","60","33580","29970"
"In post","2021","Undeclared","20-29","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Operational Delivery","1430","1390","25860","24880"
"In post","2021","Undeclared","20-29","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Other","130","130","27520","25390"
"In post","2021","Undeclared","20-29","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Policy","550","540","38970","35050"
"In post","2021","Undeclared","20-29","Project Delivery","90","90","33960","31950"
"In post","2021","Undeclared","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Science and Engineering","180","180","29240","28650"
"In post","2021","Undeclared","20-29","Security","50","50","[c]","[c]"
"In post","2021","Undeclared","20-29","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Statistics","40","40","[c]","[c]"
"In post","2021","Undeclared","20-29","Tax","120","110","32330","29570"
"In post","2021","Undeclared","20-29","Unknown","740","730","29230","27570"
"In post","2021","Undeclared","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Commercial","90","80","37070","38260"
"In post","2021","Undeclared","30-39","Communications","80","80","43730","41170"
"In post","2021","Undeclared","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Digital, Data and Technology","250","250","41430","38630"
"In post","2021","Undeclared","30-39","Economics","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Finance","140","140","42450","40580"
"In post","2021","Undeclared","30-39","Human Resources","100","90","36550","32100"
"In post","2021","Undeclared","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Intelligence Analysis","80","80","34870","33300"
"In post","2021","Undeclared","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Legal","180","180","45400","48660"
"In post","2021","Undeclared","30-39","Medicine","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Operational Delivery","2860","2670","28370","26000"
"In post","2021","Undeclared","30-39","Operational Research","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Other","220","210","33500","28680"
"In post","2021","Undeclared","30-39","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Policy","670","650","48330","51730"
"In post","2021","Undeclared","30-39","Project Delivery","240","240","44460","40580"
"In post","2021","Undeclared","30-39","Property","80","70","36030","33300"
"In post","2021","Undeclared","30-39","Psychology","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Science and Engineering","250","250","38470","37850"
"In post","2021","Undeclared","30-39","Security","130","130","36710","39070"
"In post","2021","Undeclared","30-39","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Statistics","50","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Tax","210","210","34410","31810"
"In post","2021","Undeclared","30-39","Unknown","1250","1180","32520","27570"
"In post","2021","Undeclared","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Commercial","120","120","40900","39040"
"In post","2021","Undeclared","40-49","Communications","70","70","40510","40610"
"In post","2021","Undeclared","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Digital, Data and Technology","360","360","42320","39250"
"In post","2021","Undeclared","40-49","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Finance","240","230","43150","38790"
"In post","2021","Undeclared","40-49","Human Resources","170","160","37490","33850"
"In post","2021","Undeclared","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Intelligence Analysis","120","110","34680","31040"
"In post","2021","Undeclared","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Knowledge and Information Management","90","80","40990","37470"
"In post","2021","Undeclared","40-49","Legal","300","280","49670","48220"
"In post","2021","Undeclared","40-49","Medicine","60","50","60410","65570"
"In post","2021","Undeclared","40-49","Operational Delivery","4210","3890","29780","26850"
"In post","2021","Undeclared","40-49","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Other","420","400","33830","28630"
"In post","2021","Undeclared","40-49","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Policy","580","560","51250","52580"
"In post","2021","Undeclared","40-49","Project Delivery","400","390","44530","40580"
"In post","2021","Undeclared","40-49","Property","160","150","37460","33300"
"In post","2021","Undeclared","40-49","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Science and Engineering","330","320","43680","41050"
"In post","2021","Undeclared","40-49","Security","230","230","34970","38910"
"In post","2021","Undeclared","40-49","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Tax","290","280","38980","32370"
"In post","2021","Undeclared","40-49","Unknown","1940","1780","30540","27570"
"In post","2021","Undeclared","40-49","Veterinarian","30","30","[c]","[c]"
"In post","2021","Undeclared","50-59","Commercial","180","170","42650","40580"
"In post","2021","Undeclared","50-59","Communications","90","90","37590","34610"
"In post","2021","Undeclared","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","50-59","Digital, Data and Technology","470","450","41780","38930"
"In post","2021","Undeclared","50-59","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","50-59","Finance","340","320","40350","36650"
"In post","2021","Undeclared","50-59","Human Resources","230","210","38110","33300"
"In post","2021","Undeclared","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","50-59","Intelligence Analysis","150","150","34150","31870"
"In post","2021","Undeclared","50-59","Internal Audit","50","50","[c]","[c]"
