"Status","Year","Function_of_post","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","White","Unknown","11090","10260","34520","31810"
"In post","2021","Project Delivery","Asian","Declared disabled","90","80","41140","38630"
"In post","2021","Project Delivery","Asian","Declared non-disabled","890","870","41440","38340"
"In post","2021","Project Delivery","Asian","Undeclared","40","40","[c]","[c]"
"In post","2021","Project Delivery","Asian","Unknown","110","110","44010","38630"
"In post","2021","Project Delivery","Black","Declared disabled","60","60","36640","33260"
"In post","2021","Project Delivery","Black","Declared non-disabled","510","510","39010","36530"
"In post","2021","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Unknown","60","60","43450","40900"
"In post","2021","Project Delivery","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Declared disabled","60","50","38890","36800"
"In post","2021","Project Delivery","Mixed","Declared non-disabled","340","340","42030","38570"
"In post","2021","Project Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Unknown","40","40","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Declared non-disabled","100","100","43550","39830"
"In post","2021","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Declared disabled","140","130","40690","39980"
"In post","2021","Project Delivery","Undeclared","Declared non-disabled","500","480","41820","39980"
"In post","2021","Project Delivery","Undeclared","Undeclared","680","660","42210","40300"
"In post","2021","Project Delivery","Undeclared","Unknown","200","200","42710","40050"
"In post","2021","Project Delivery","Unknown","Declared disabled","70","60","38390","33840"
"In post","2021","Project Delivery","Unknown","Declared non-disabled","470","460","40570","37860"
"In post","2021","Project Delivery","Unknown","Undeclared","110","110","42360","38640"
"In post","2021","Project Delivery","Unknown","Unknown","2160","2100","42000","38630"
"In post","2021","Project Delivery","White","Declared disabled","2200","2110","39170","36260"
"In post","2021","Project Delivery","White","Declared non-disabled","16850","16280","41530","38630"
"In post","2021","Project Delivery","White","Undeclared","910","870","38160","34300"
"In post","2021","Project Delivery","White","Unknown","1650","1570","41480","38630"
"In post","2021","Property","Asian","Declared disabled","30","30","[c]","[c]"
"In post","2021","Property","Asian","Declared non-disabled","240","230","33830","30680"
"In post","2021","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Declared non-disabled","110","100","36190","33300"
"In post","2021","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Declared non-disabled","90","90","33200","32480"
"In post","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Declared disabled","40","40","[c]","[c]"
"In post","2021","Property","Undeclared","Declared non-disabled","150","150","36640","33300"
"In post","2021","Property","Undeclared","Undeclared","220","210","37990","33630"
"In post","2021","Property","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2021","Property","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2021","Property","Unknown","Declared non-disabled","290","260","33850","29710"
"In post","2021","Property","Unknown","Undeclared","100","90","34180","30770"
"In post","2021","Property","Unknown","Unknown","1070","1020","29700","25860"
"In post","2021","Property","White","Declared disabled","590","550","34220","32130"
"In post","2021","Property","White","Declared non-disabled","5410","5170","35500","33250"
"In post","2021","Property","White","Undeclared","270","260","35010","33300"
"In post","2021","Property","White","Unknown","470","450","30650","28870"
"In post","2021","Security","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Declared non-disabled","160","160","31810","30230"
"In post","2021","Security","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Unknown","40","30","[c]","[c]"
"In post","2021","Security","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Declared non-disabled","80","80","31840","28000"
"In post","2021","Security","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Declared non-disabled","60","60","36830","34080"
"In post","2021","Security","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Security","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Declared disabled","40","40","[c]","[c]"
"In post","2021","Security","Undeclared","Declared non-disabled","140","140","33380","33300"
"In post","2021","Security","Undeclared","Undeclared","230","220","35330","35670"
"In post","2021","Security","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Declared non-disabled","120","120","32290","28890"
"In post","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","1120","1090","30290","26750"
"In post","2021","Security","White","Declared disabled","540","520","31690","28650"
"In post","2021","Security","White","Declared non-disabled","4730","4620","31330","26750"
"In post","2021","Security","White","Undeclared","430","420","34200","33520"
"In post","2021","Security","White","Unknown","860","840","31190","30890"
"In post","2021","Unknown","Asian","Declared disabled","1400","1260","29150","27570"
"In post","2021","Unknown","Asian","Declared non-disabled","10460","9570","29480","27570"
"In post","2021","Unknown","Asian","Undeclared","520","470","29110","27570"
"In post","2021","Unknown","Asian","Unknown","350","340","37420","32140"
"In post","2021","Unknown","Black","Declared disabled","810","750","30180","29370"
"In post","2021","Unknown","Black","Declared non-disabled","4990","4740","30470","29290"
"In post","2021","Unknown","Black","Undeclared","220","210","28970","29290"
"In post","2021","Unknown","Black","Unknown","140","140","34150","31060"
"In post","2021","Unknown","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Declared non-disabled","310","290","32310","28160"
"In post","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Declared disabled","480","440","29510","27570"
"In post","2021","Unknown","Mixed","Declared non-disabled","2080","1960","31160","27570"
"In post","2021","Unknown","Mixed","Undeclared","130","120","30020","27570"
"In post","2021","Unknown","Mixed","Unknown","100","100","37660","34560"
"In post","2021","Unknown","Other ethnicity","Declared disabled","130","130","30140","27570"
"In post","2021","Unknown","Other ethnicity","Declared non-disabled","630","590","31320","28670"
"In post","2021","Unknown","Other ethnicity","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","50","50","47020","42180"
"In post","2021","Unknown","Undeclared","Declared disabled","970","860","28210","27570"
"In post","2021","Unknown","Undeclared","Declared non-disabled","4590","4090","29690","27570"
"In post","2021","Unknown","Undeclared","Undeclared","2210","2090","32750","28650"
"In post","2021","Unknown","Undeclared","Unknown","200","190","39090","33300"
"In post","2021","Unknown","Unknown","Declared disabled","280","250","29950","27570"
"In post","2021","Unknown","Unknown","Declared non-disabled","3310","2950","27930","27570"
"In post","2021","Unknown","Unknown","Undeclared","130","120","29850","27570"
"In post","2021","Unknown","Unknown","Unknown","10040","9740","34180","29190"
"In post","2021","Unknown","White","Declared disabled","17410","15530","28540","27570"
"In post","2021","Unknown","White","Declared non-disabled","95680","87520","30780","27570"
"In post","2021","Unknown","White","Undeclared","4370","4070","28870","27570"
"In post","2021","Unknown","White","Unknown","4600","4380","37270","32670"
"In post","2022","Analysis","Asian","Declared disabled","40","40","[c]","[c]"
"In post","2022","Analysis","Asian","Declared non-disabled","470","460","42940","39150"
"In post","2022","Analysis","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Asian","Unknown","90","90","42350","38340"
"In post","2022","Analysis","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Black","Declared non-disabled","160","160","39080","37380"
"In post","2022","Analysis","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Black","Unknown","40","40","[c]","[c]"
"In post","2022","Analysis","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mixed","Declared non-disabled","150","140","43560","40750"
"In post","2022","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mixed","Unknown","40","40","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Declared non-disabled","130","130","45610","47010"
"In post","2022","Analysis","Undeclared","Undeclared","70","60","45450","40520"
"In post","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Declared non-disabled","160","150","39600","38070"
"In post","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","780","760","41930","37930"
"In post","2022","Analysis","White","Declared disabled","600","560","41340","38000"
"In post","2022","Analysis","White","Declared non-disabled","4580","4390","44770","39830"
"In post","2022","Analysis","White","Undeclared","160","150","44450","40350"
"In post","2022","Analysis","White","Unknown","800","770","41630","38340"
"In post","2022","Commercial","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Asian","Declared non-disabled","220","210","43230","39020"
"In post","2022","Commercial","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Asian","Unknown","40","40","[c]","[c]"
"In post","2022","Commercial","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Black","Declared non-disabled","120","120","40120","36450"
"In post","2022","Commercial","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mixed","Declared non-disabled","70","60","39230","36050"
"In post","2022","Commercial","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Declared non-disabled","80","80","44070","39280"
"In post","2022","Commercial","Undeclared","Undeclared","70","70","42610","41210"
"In post","2022","Commercial","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Declared non-disabled","110","100","58530","42040"
