"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","Unknown","100","80","36250","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Project Delivery","140","120","40440","40790"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","20-29","No function","130","130","27540","29920"
"In post","2021","Bedford","20-29","Unknown","30","30","[c]","[c]"
"In post","2021","Bedford","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","30-39","No function","110","100","28970","28860"
"In post","2021","Bedford","30-39","Unknown","50","40","[c]","[c]"
"In post","2021","Bedford","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","40-49","No function","100","90","32630","31920"
"In post","2021","Bedford","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","40-49","Unknown","80","70","28120","27570"
"In post","2021","Bedford","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","50-59","No function","120","110","35590","30930"
"In post","2021","Bedford","50-59","Unknown","110","100","29240","27570"
"In post","2021","Bedford","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","60-64","No function","30","30","[c]","[c]"
"In post","2021","Bedford","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","No function","290","280","22930","20140"
"In post","2021","Belfast","20-29","Unknown","60","60","22840","21430"
"In post","2021","Belfast","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Counter Fraud","90","90","31060","25560"
"In post","2021","Belfast","30-39","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","No function","470","450","28350","25560"
"In post","2021","Belfast","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","30-39","Unknown","130","110","23540","21430"
"In post","2021","Belfast","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Counter Fraud","120","110","29400","25560"
"In post","2021","Belfast","40-49","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","No function","410","380","29460","25560"
"In post","2021","Belfast","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","40-49","Unknown","140","130","25840","24890"
"In post","2021","Belfast","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Counter Fraud","140","130","33450","31810"
"In post","2021","Belfast","50-59","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","No function","420","390","32160","28130"
"In post","2021","Belfast","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","50-59","Unknown","120","110","28120","25310"
"In post","2021","Belfast","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","No function","90","70","28190","28080"
"In post","2021","Belfast","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","60-64","Unknown","30","30","[c]","[c]"
"In post","2021","Belfast","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","No function","90","90","29420","27660"
"In post","2021","Berkshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Security","170","160","28150","26610"
"In post","2021","Berkshire","20-29","Unknown","80","80","28240","29290"
"In post","2021","Berkshire","30-39","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Legal","40","40","[c]","[c]"
"In post","2021","Berkshire","30-39","No function","120","110","33330","32290"
"In post","2021","Berkshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","30-39","Security","190","190","35060","35200"
"In post","2021","Berkshire","30-39","Unknown","150","150","32170","29290"
"In post","2021","Berkshire","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Berkshire","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Grants Management","50","50","25850","21050"
"In post","2021","Berkshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Legal","40","40","[c]","[c]"
"In post","2021","Berkshire","40-49","No function","150","140","34070","32120"
"In post","2021","Berkshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","40-49","Security","120","120","38360","41070"
"In post","2021","Berkshire","40-49","Unknown","170","160","30480","29290"
"In post","2021","Berkshire","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Berkshire","50-59","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Berkshire","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Grants Management","50","50","32040","27850"
"In post","2021","Berkshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Legal","40","40","[c]","[c]"
"In post","2021","Berkshire","50-59","No function","260","250","35060","32520"
"In post","2021","Berkshire","50-59","Project Delivery","30","30","[c]","[c]"
"In post","2021","Berkshire","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","50-59","Security","130","130","40080","41070"
"In post","2021","Berkshire","50-59","Unknown","230","220","29990","29290"
"In post","2021","Berkshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","No function","60","50","32250","28500"
"In post","2021","Berkshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","60-64","Unknown","80","70","29050","29290"
"In post","2021","Berkshire","65+","Commercial","[c]","[c]","[c]","[c]"
