"Status","Year","Disability","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","HM Prison and Probation Service","65+","150","120","28350","27280"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","20-29","340","320","28560","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","30-39","790","740","31900","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","40-49","1280","1190","31210","27230"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","50-59","2170","1960","31720","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","60-64","700","530","28890","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","65+","220","150","28570","25630"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","20-29","80","80","38490","32320"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","30-39","60","60","51720","52840"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","20-29","230","220","28670","24890"
"In post","2021","Declared disabled","Home Office (incl. agencies)","30-39","580","550","31230","25630"
"In post","2021","Declared disabled","Home Office (incl. agencies)","40-49","800","740","32680","28650"
"In post","2021","Declared disabled","Home Office (incl. agencies)","50-59","1070","990","31950","28670"
"In post","2021","Declared disabled","Home Office (incl. agencies)","60-64","280","230","29690","26410"
"In post","2021","Declared disabled","Home Office (incl. agencies)","65+","110","80","25740","25580"
"In post","2021","Declared disabled","Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","40-49","60","50","35030","31830"
"In post","2021","Declared disabled","Insolvency Service","50-59","70","70","32590","30470"
"In post","2021","Declared disabled","Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","30-39","40","40","[c]","[c]"
"In post","2021","Declared disabled","Met Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","20-29","220","220","30180","28670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","30-39","490","480","33630","33180"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","40-49","690","670","33160","32670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","50-59","1430","1390","31530","26930"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","60-64","460","420","30080","26670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","65+","170","150","28710","23250"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","70","70","35480","33210"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","70","70","43820","40820"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","50","50","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","70","70","45340","39100"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","20-29","70","70","31240","30850"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","30-39","120","120","40090","36220"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","40-49","150","150","41850","36980"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","50-59","160","160","43210","38260"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","30-39","50","40","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","40-49","60","50","37540","36410"
"In post","2021","Declared disabled","National Crime Agency","50-59","60","60","42230","40060"
"In post","2021","Declared disabled","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","50-59","60","50","50480","51360"
