"Status","Year","Sex","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Unknown","120","110","36560","32540"
"New entrant CS","2021","Female","Analysis","White","360","350","33600","31810"
"New entrant CS","2021","Female","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Unknown","170","160","58650","61710"
"New entrant CS","2021","Female","Commercial","White","170","170","33600","33000"
"New entrant CS","2021","Female","Communications","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Female","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Unknown","320","310","30110","25560"
"New entrant CS","2021","Female","Communications","White","270","260","31540","26870"
"New entrant CS","2021","Female","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","White","40","40","[c]","[c]"
"New entrant CS","2021","Female","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Unknown","340","330","20400","20140"
"New entrant CS","2021","Female","Debt","White","120","120","20350","20140"
"New entrant CS","2021","Female","Digital, Data & Technology","Asian","50","50","38090","34360"
"New entrant CS","2021","Female","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Unknown","250","240","38840","34550"
"New entrant CS","2021","Female","Digital, Data & Technology","White","340","330","38550","35460"
"New entrant CS","2021","Female","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Unknown","120","120","33950","32790"
"New entrant CS","2021","Female","Finance","White","220","210","33640","29540"
"New entrant CS","2021","Female","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Asian","60","50","32580","31110"
"New entrant CS","2021","Female","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Unknown","130","120","32310","27270"
"New entrant CS","2021","Female","Human Resources","White","380","360","31990","28000"
"New entrant CS","2021","Female","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Asian","90","90","36230","37230"
"New entrant CS","2021","Female","Legal","Black","40","40","[c]","[c]"
"New entrant CS","2021","Female","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Unknown","240","240","31490","25950"
"New entrant CS","2021","Female","Legal","White","490","470","35740","33550"
"New entrant CS","2021","Female","No function","Asian","570","530","28460","25850"
"New entrant CS","2021","Female","No function","Black","480","460","29350","26810"
"New entrant CS","2021","Female","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","No function","Mixed","300","290","29430","26810"
"New entrant CS","2021","Female","No function","Other ethnicity","70","60","30190","26680"
"New entrant CS","2021","Female","No function","Undeclared","200","180","29420","27500"
"New entrant CS","2021","Female","No function","Unknown","4240","4080","25870","22680"
"New entrant CS","2021","Female","No function","White","6300","6000","28330","24300"
"New entrant CS","2021","Female","Project Delivery","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Black","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Unknown","150","150","35500","32930"
"New entrant CS","2021","Female","Project Delivery","White","530","510","35170","33000"
"New entrant CS","2021","Female","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Unknown","80","80","25220","20880"
"New entrant CS","2021","Female","Property","White","190","190","28500","25070"
"New entrant CS","2021","Female","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Unknown","80","80","27360","23540"
"New entrant CS","2021","Female","Security","White","130","130","25200","23230"
"New entrant CS","2021","Female","Unknown","Asian","1150","1110","28350","27570"
"New entrant CS","2021","Female","Unknown","Black","1050","1040","29080","31060"
"New entrant CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Mixed","490","480","27630","27570"
"New entrant CS","2021","Female","Unknown","Other ethnicity","120","110","27690","27570"
"New entrant CS","2021","Female","Unknown","Undeclared","170","160","29000","27570"
"New entrant CS","2021","Female","Unknown","Unknown","2600","2500","30380","27570"
"New entrant CS","2021","Female","Unknown","White","7590","7350","26830","27570"
"New entrant CS","2021","Male","Analysis","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Unknown","170","170","35030","31810"
"New entrant CS","2021","Male","Analysis","White","350","350","34200","32540"
"New entrant CS","2021","Male","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","180","180","67550","68130"
"New entrant CS","2021","Male","Commercial","White","150","150","37710","34670"
"New entrant CS","2021","Male","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Unknown","350","350","29640","25560"
"New entrant CS","2021","Male","Communications","White","250","250","30940","25560"
"New entrant CS","2021","Male","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","White","60","60","32900","30350"
"New entrant CS","2021","Male","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Unknown","320","310","20450","20140"
"New entrant CS","2021","Male","Debt","White","120","120","20830","20140"
"New entrant CS","2021","Male","Digital, Data & Technology","Asian","110","110","41280","36500"
"New entrant CS","2021","Male","Digital, Data & Technology","Black","40","40","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Unknown","410","410","40210","36530"
"New entrant CS","2021","Male","Digital, Data & Technology","White","520","520","40620","37300"
"New entrant CS","2021","Male","Finance","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Male","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Unknown","110","110","32530","31810"
"New entrant CS","2021","Male","Finance","White","170","160","39080","33000"
"New entrant CS","2021","Male","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","50","50","31870","31870"
"New entrant CS","2021","Male","Human Resources","White","170","160","32880","27810"
"New entrant CS","2021","Male","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Male","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Unknown","120","120","32390","26550"
"New entrant CS","2021","Male","Legal","White","280","280","38860","38000"
"New entrant CS","2021","Male","No function","Asian","480","470","29350","26370"
"New entrant CS","2021","Male","No function","Black","250","240","29820","26880"
"New entrant CS","2021","Male","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Mixed","180","180","29150","27360"
"New entrant CS","2021","Male","No function","Other ethnicity","40","30","[c]","[c]"
"New entrant CS","2021","Male","No function","Undeclared","200","190","32250","27660"
"New entrant CS","2021","Male","No function","Unknown","3420","3340","27020","22850"
"New entrant CS","2021","Male","No function","White","4410","4320","30120","25850"
"New entrant CS","2021","Male","Project Delivery","Asian","60","60","39990","36540"
"New entrant CS","2021","Male","Project Delivery","Black","30","30","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","240","240","31630","29000"
"New entrant CS","2021","Male","Project Delivery","White","670","670","38140","35000"
"New entrant CS","2021","Male","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Unknown","120","120","29790","24500"
"New entrant CS","2021","Male","Property","White","300","290","32900","30000"
"New entrant CS","2021","Male","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Unknown","240","230","27970","25540"
"New entrant CS","2021","Male","Security","White","340","340","27070","23540"
"New entrant CS","2021","Male","Unknown","Asian","1080","1070","28980","27570"
"New entrant CS","2021","Male","Unknown","Black","480","480","28910","29290"
"New entrant CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Mixed","270","270","28250","27570"
"New entrant CS","2021","Male","Unknown","Other ethnicity","80","80","30590","28650"
"New entrant CS","2021","Male","Unknown","Undeclared","200","200","27430","27570"
"New entrant CS","2021","Male","Unknown","Unknown","2120","2090","31040","27570"
"New entrant CS","2021","Male","Unknown","White","5590","5550","27030","27570"
"New entrant CS","2021","Unknown","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Asian","70","70","32170","30710"
"New entrant CS","2022","Female","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Unknown","120","100","34480","30950"
"New entrant CS","2022","Female","Analysis","White","480","460","32770","30710"
"New entrant CS","2022","Female","Commercial","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Unknown","200","170","52170","53360"
"New entrant CS","2022","Female","Commercial","White","270","260","33140","31000"
"New entrant CS","2022","Female","Communications","Asian","80","80","27150","26590"
"New entrant CS","2022","Female","Communications","Black","40","30","[c]","[c]"
"New entrant CS","2022","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Unknown","270","240","30610","26820"
"New entrant CS","2022","Female","Communications","White","400","390","33020","27960"
"New entrant CS","2022","Female","Counter Fraud","Asian","90","90","27110","25110"
"New entrant CS","2022","Female","Counter Fraud","Black","30","30","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Unknown","170","160","27100","26590"
"New entrant CS","2022","Female","Counter Fraud","White","510","490","26390","26590"
"New entrant CS","2022","Female","Debt","Asian","80","80","21390","21250"
"New entrant CS","2022","Female","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Unknown","160","150","21450","21250"
"New entrant CS","2022","Female","Debt","White","320","310","21720","21250"
"New entrant CS","2022","Female","Digital, Data & Technology","Asian","120","120","37190","34260"
"New entrant CS","2022","Female","Digital, Data & Technology","Black","60","60","38190","33640"
"New entrant CS","2022","Female","Digital, Data & Technology","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Unknown","260","240","36720","33370"
"New entrant CS","2022","Female","Digital, Data & Technology","White","610","590","35950","33080"
"New entrant CS","2022","Female","Finance","Asian","60","60","31880","29270"
"New entrant CS","2022","Female","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Unknown","180","140","35560","32790"
"New entrant CS","2022","Female","Finance","White","350","330","33240","29360"
"New entrant CS","2022","Female","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Unknown","190","180","21510","21300"
"New entrant CS","2022","Female","Grants Management","White","90","90","21540","21300"
"New entrant CS","2022","Female","Human Resources","Asian","70","70","32330","28000"
"New entrant CS","2022","Female","Human Resources","Black","50","40","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Unknown","170","150","31840","27670"
"New entrant CS","2022","Female","Human Resources","White","600","570","32220","28000"
"New entrant CS","2022","Female","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Asian","130","130","36430","31560"
"New entrant CS","2022","Female","Legal","Black","60","60","33160","26950"
"New entrant CS","2022","Female","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Unknown","70","60","38870","37230"
"New entrant CS","2022","Female","Legal","White","560","540","35340","28280"
"New entrant CS","2022","Female","No function","Asian","1690","1610","28300","27570"
"New entrant CS","2022","Female","No function","Black","1240","1190","28960","27680"
"New entrant CS","2022","Female","No function","Mixed","690","670","28660","27570"
"New entrant CS","2022","Female","No function","Other ethnicity","170","170","28280","27270"
"New entrant CS","2022","Female","No function","Undeclared","300","280","29820","27570"
"New entrant CS","2022","Female","No function","Unknown","7240","6800","26940","24800"
"New entrant CS","2022","Female","No function","White","13830","13210","27970","25000"
"New entrant CS","2022","Female","Project Delivery","Asian","60","60","35950","32000"
