"Status","Year","Responsibility_level","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicine","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicine","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicine","Ministry of Defence (excl. agencies)","320","300","22000","22640"
"In post","2021","AA/AO","Medicine","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Advisory, Conciliation and Arbitration Service","50","40","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Animal and Plant Health Agency","570","520","21410","21050"
"In post","2021","AA/AO","Operational Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Companies House","380","330","21740","22490"
"In post","2021","AA/AO","Operational Delivery","Criminal Injuries Compensation Authority","110","100","20260","20650"
"In post","2021","AA/AO","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Crown Office and Procurator Fiscal Service","690","610","21920","22220"
"In post","2021","AA/AO","Operational Delivery","Crown Prosecution Service","1430","1310","22250","21950"
"In post","2021","AA/AO","Operational Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Driver and Vehicle Licensing Agency","3820","3210","20540","21590"
"In post","2021","AA/AO","Operational Delivery","Driver and Vehicle Standards Agency","1040","970","24760","26580"
"In post","2021","AA/AO","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","200","200","24500","24750"
"In post","2021","AA/AO","Operational Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Health and Safety Executive","260","220","22080","22160"
"In post","2021","AA/AO","Operational Delivery","HM Courts and Tribunals Service","10430","9170","19980","19930"
"In post","2021","AA/AO","Operational Delivery","HM Land Registry","1760","1670","22480","22350"
"In post","2021","AA/AO","Operational Delivery","HM Prison and Probation Service","28040","26520","26370","25570"
"In post","2021","AA/AO","Operational Delivery","HM Revenue and Customs (excl. agencies)","14410","12110","20890","20140"
"In post","2021","AA/AO","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Home Office (incl. agencies)","7640","6740","21960","21430"
"In post","2021","AA/AO","Operational Delivery","Insolvency Service","620","590","21180","20880"
"In post","2021","AA/AO","Operational Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Legal Aid Agency","440","400","19680","19930"
"In post","2021","AA/AO","Operational Delivery","Maritime and Coastguard Agency","260","240","24610","26590"
"In post","2021","AA/AO","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Ministry of Defence (excl. agencies)","260","240","21030","21130"
"In post","2021","AA/AO","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Ministry of Justice (excl. agencies)","170","160","20780","20100"
"In post","2021","AA/AO","Operational Delivery","National Crime Agency","250","230","23950","24220"
"In post","2021","AA/AO","Operational Delivery","Office for Standards in Education, Children's Services and Skills","110","100","21160","21160"
"In post","2021","AA/AO","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Office of the Public Guardian","840","770","19750","19930"
"In post","2021","AA/AO","Operational Delivery","Planning Inspectorate","160","150","21540","21270"
"In post","2021","AA/AO","Operational Delivery","Public Health England","500","420","20850","19630"
"In post","2021","AA/AO","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Registers of Scotland","340","320","24000","24130"
"In post","2021","AA/AO","Operational Delivery","Rural Payments Agency","980","880","21000","21050"
"In post","2021","AA/AO","Operational Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Scottish Courts and Tribunals Service","900","780","21680","22820"
"In post","2021","AA/AO","Operational Delivery","Scottish Prison Service","1030","990","23780","25870"
"In post","2021","AA/AO","Operational Delivery","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","The National Archives","60","50","20770","20650"
"In post","2021","AA/AO","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","UK Hydrographic Office","60","60","20350","20170"
"In post","2021","AA/AO","Operational Delivery","UK Intellectual Property Office","180","170","20780","21140"
"In post","2021","AA/AO","Operational Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","United Kingdom Statistics Authority","1410","980","19640","19520"
"In post","2021","AA/AO","Operational Delivery","Valuation Office Agency","750","670","21050","21100"
"In post","2021","AA/AO","Operational Delivery","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Welsh Government (excl. agencies)","510","450","23370","23830"
"In post","2021","AA/AO","Operational Delivery","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Department for Transport (excl. agencies)","120","100","29250","32740"
"In post","2021","AA/AO","Other","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Government Legal Department","40","40","[c]","[c]"
"In post","2021","AA/AO","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Home Office (incl. agencies)","330","310","22270","21430"
"In post","2021","AA/AO","Other","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Ministry of Defence (excl. agencies)","6720","6410","20870","20920"
"In post","2021","AA/AO","Other","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Office for Standards in Education, Children's Services and Skills","90","80","21270","21160"
"In post","2021","AA/AO","Other","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","AA/AO","Other","Scottish Prison Service","360","340","23820","24450"
"In post","2021","AA/AO","Other","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other","Welsh Government (excl. agencies)","50","50","23410","23830"
"In post","2021","AA/AO","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","30","[c]","[c]"
"In post","2021","AA/AO","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2021","AA/AO","Policy","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Driver and Vehicle Licensing Agency","40","30","[c]","[c]"
"In post","2021","AA/AO","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","130","120","27340","28000"
"In post","2021","AA/AO","Policy","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","HM Prison and Probation Service","150","140","22450","23060"
"In post","2021","AA/AO","Policy","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Ministry of Defence (excl. agencies)","110","110","21700","21130"
"In post","2021","AA/AO","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Policy","Welsh Government (excl. agencies)","150","150","23320","23830"
