"Status","Year","Responsibility_level","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Health and Safety Executive","White","210","180","21890","22160"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Asian","940","820","20780","20100"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Black","620","580","21710","22680"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Mixed","180","160","20290","20010"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Other ethnicity","60","50","20770","20650"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Undeclared","420","380","20200","20100"
"In post","2021","AA/AO","HM Courts and Tribunals Service","Unknown","1460","1370","19930","19930"
"In post","2021","AA/AO","HM Courts and Tribunals Service","White","6780","5830","19690","19930"
"In post","2021","AA/AO","HM Land Registry","Asian","80","70","22900","22350"
"In post","2021","AA/AO","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Unknown","640","620","22440","22350"
"In post","2021","AA/AO","HM Land Registry","White","1050","990","22420","22350"
"In post","2021","AA/AO","HM Prison and Probation Service","Asian","580","560","26760","25450"
"In post","2021","AA/AO","HM Prison and Probation Service","Black","990","970","28810","28050"
"In post","2021","AA/AO","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Prison and Probation Service","Mixed","460","450","27220","26300"
"In post","2021","AA/AO","HM Prison and Probation Service","Other ethnicity","120","110","28320","27680"
"In post","2021","AA/AO","HM Prison and Probation Service","Undeclared","500","480","27540","27190"
"In post","2021","AA/AO","HM Prison and Probation Service","Unknown","4510","4380","25690","24920"
"In post","2021","AA/AO","HM Prison and Probation Service","White","21220","19900","26290","25450"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Asian","1360","1190","21090","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Black","370","340","21970","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Chinese","40","30","[c]","[c]"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Mixed","180","160","20770","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Other ethnicity","60","50","21510","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Undeclared","610","520","21300","21440"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Unknown","6910","6180","20500","20140"
"In post","2021","AA/AO","HM Revenue and Customs (excl. agencies)","White","11230","9490","20770","20140"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury (excl. agencies)","White","40","30","[c]","[c]"
"In post","2021","AA/AO","Home Office (incl. agencies)","Asian","1220","1070","23400","22210"
"In post","2021","AA/AO","Home Office (incl. agencies)","Black","440","380","24110","25630"
"In post","2021","AA/AO","Home Office (incl. agencies)","Chinese","40","30","[c]","[c]"
"In post","2021","AA/AO","Home Office (incl. agencies)","Mixed","160","140","22670","21430"
"In post","2021","AA/AO","Home Office (incl. agencies)","Other ethnicity","40","40","[c]","[c]"
"In post","2021","AA/AO","Home Office (incl. agencies)","Undeclared","290","260","22630","21430"
"In post","2021","AA/AO","Home Office (incl. agencies)","Unknown","500","480","21800","21430"
"In post","2021","AA/AO","Home Office (incl. agencies)","White","5650","4990","21480","21430"
"In post","2021","AA/AO","Insolvency Service","Asian","70","60","21860","20880"
"In post","2021","AA/AO","Insolvency Service","Black","30","30","[c]","[c]"
"In post","2021","AA/AO","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Insolvency Service","Unknown","300","290","21020","20880"
"In post","2021","AA/AO","Insolvency Service","White","230","210","21110","20880"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal Aid Agency","Unknown","90","80","19460","19770"
"In post","2021","AA/AO","Legal Aid Agency","White","280","260","19740","19930"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Maritime and Coastguard Agency","Unknown","60","60","24450","26590"
"In post","2021","AA/AO","Maritime and Coastguard Agency","White","190","180","24340","26590"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Met Office","White","70","70","23410","21630"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Asian","340","320","22840","21130"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Black","190","180","22530","22080"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Mixed","120","120","23440","21580"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Other ethnicity","70","60","22610","20920"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Undeclared","700","670","24110","21130"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","Unknown","1410","1360","24330","20920"
"In post","2021","AA/AO","Ministry of Defence (excl. agencies)","White","12770","12250","22650","20920"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","White","40","30","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Asian","30","30","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","Unknown","50","50","21210","22680"
"In post","2021","AA/AO","Ministry of Justice (excl. agencies)","White","140","130","21050","20280"
"In post","2021","AA/AO","National Crime Agency","Asian","40","40","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","White","220","200","23640","22760"
"In post","2021","AA/AO","National Infrastructure Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Infrastructure Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Infrastructure Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Infrastructure Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Infrastructure Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Infrastructure Commission","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","White","120","110","22590","22230"
"In post","2021","AA/AO","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Savings and Investments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","White","190","170","21260","21160"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
