"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Cabinet Office (excl. agencies)","150","150","46320","40250"
"In post","2021","Heterosexual / straight","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Crown Prosecution Service","140","130","42270","40000"
"In post","2021","Heterosexual / straight","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Defence Equipment and Support","130","120","34280","30000"
"In post","2021","Heterosexual / straight","Mixed","Defence Science and Technology Laboratory","50","50","36800","33630"
"In post","2021","Heterosexual / straight","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","150","150","47680","45150"
"In post","2021","Heterosexual / straight","Mixed","Department for Digital, Culture, Media and Sport","60","60","44140","40570"
"In post","2021","Heterosexual / straight","Mixed","Department for Education (excl. agencies)","130","120","42360","40230"
"In post","2021","Heterosexual / straight","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","100","100","41410","36970"
"In post","2021","Heterosexual / straight","Mixed","Department for International Trade","70","70","46800","43600"
"In post","2021","Heterosexual / straight","Mixed","Department for Transport (excl. agencies)","80","80","42630","36340"
"In post","2021","Heterosexual / straight","Mixed","Department for Work and Pensions (excl. agencies)","1170","1090","27970","27570"
"In post","2021","Heterosexual / straight","Mixed","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","200","200","46580","40180"
"In post","2021","Heterosexual / straight","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Government Legal Department","70","70","53290","51540"
"In post","2021","Heterosexual / straight","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","HM Courts and Tribunals Service","230","210","23880","21990"
"In post","2021","Heterosexual / straight","Mixed","HM Land Registry","50","50","29240","27130"
"In post","2021","Heterosexual / straight","Mixed","HM Prison and Probation Service","870","830","31360","30150"
"In post","2021","Heterosexual / straight","Mixed","HM Revenue and Customs (excl. agencies)","510","490","34090","31810"
"In post","2021","Heterosexual / straight","Mixed","HM Treasury (excl. agencies)","70","70","45440","41890"
"In post","2021","Heterosexual / straight","Mixed","Home Office (incl. agencies)","610","570","33480","29030"
"In post","2021","Heterosexual / straight","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Medicines and Healthcare Products Regulatory Agency","80","80","39040","32960"
"In post","2021","Heterosexual / straight","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Ministry of Defence (excl. agencies)","340","330","34350","33000"
"In post","2021","Heterosexual / straight","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","70","60","43470","39720"
"In post","2021","Heterosexual / straight","Mixed","Ministry of Justice (excl. agencies)","130","120","40440","36800"
"In post","2021","Heterosexual / straight","Mixed","National Crime Agency","90","90","39850","38540"
"In post","2021","Heterosexual / straight","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office of the Public Guardian","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Public Health England","110","100","38960","33950"
"In post","2021","Heterosexual / straight","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scottish Government (excl. agencies)","50","50","46400","46600"
"In post","2021","Heterosexual / straight","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
