"Status","Year","Sexual_orientation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Department for Education","20-29","130","130","35220","32940"
"In post","2021","LGBO","Department for Education","30-39","130","130","44930","45190"
"In post","2021","LGBO","Department for Education","40-49","110","100","46070","43660"
"In post","2021","LGBO","Department for Education","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","Department for Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","20-29","170","170","31370","29390"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","30-39","150","140","39590","36970"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","40-49","100","90","42720","36590"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","50-59","70","70","35960","31770"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","20-29","90","90","38840","38160"
"In post","2021","LGBO","Department for International Trade","30-39","50","50","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","20-29","150","150","31750","30270"
"In post","2021","LGBO","Department for Transport","30-39","170","170","35250","30730"
"In post","2021","LGBO","Department for Transport","40-49","130","130","41130","35430"
"In post","2021","LGBO","Department for Transport","50-59","100","100","35080","29850"
"In post","2021","LGBO","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Work and Pensions","20-29","990","970","26160","27570"
"In post","2021","LGBO","Department for Work and Pensions","30-39","830","810","28580","27570"
"In post","2021","LGBO","Department for Work and Pensions","40-49","810","770","29440","27570"
"In post","2021","LGBO","Department for Work and Pensions","50-59","830","780","29150","27570"
"In post","2021","LGBO","Department for Work and Pensions","60-64","210","170","28410","27570"
"In post","2021","LGBO","Department for Work and Pensions","65+","60","50","25530","25850"
"In post","2021","LGBO","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care","20-29","190","180","32220","28970"
"In post","2021","LGBO","Department of Health and Social Care","30-39","110","110","44240","40650"
"In post","2021","LGBO","Department of Health and Social Care","40-49","100","100","53150","52610"
"In post","2021","LGBO","Department of Health and Social Care","50-59","60","60","56550","49860"
"In post","2021","LGBO","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","ESTYN","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","20-29","100","100","35680","34220"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","30-39","160","150","47440","50460"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","40-49","100","100","54160","57010"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","50-59","50","50","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","20-29","50","50","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Revenue and Customs","20-29","540","540","27490","25560"
"In post","2021","LGBO","HM Revenue and Customs","30-39","600","590","32950","31810"
"In post","2021","LGBO","HM Revenue and Customs","40-49","470","450","35060","31810"
"In post","2021","LGBO","HM Revenue and Customs","50-59","480","460","34820","31810"
"In post","2021","LGBO","HM Revenue and Customs","60-64","90","70","29650","25630"
"In post","2021","LGBO","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","20-29","90","80","40350","33820"
"In post","2021","LGBO","HM Treasury","30-39","50","50","54550","56750"
"In post","2021","LGBO","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Home Office","20-29","270","260","29510","24890"
"In post","2021","LGBO","Home Office","30-39","370","360","31940","25660"
"In post","2021","LGBO","Home Office","40-49","280","270","35850","30500"
"In post","2021","LGBO","Home Office","50-59","210","200","35370","30460"
"In post","2021","LGBO","Home Office","60-64","30","20","[c]","[c]"
"In post","2021","LGBO","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","20-29","410","410","28640","27540"
"In post","2021","LGBO","Ministry of Defence","30-39","380","380","33900","33290"
"In post","2021","LGBO","Ministry of Defence","40-49","260","250","35780","33330"
"In post","2021","LGBO","Ministry of Defence","50-59","270","270","35130","33300"
"In post","2021","LGBO","Ministry of Defence","60-64","50","50","28890","23850"
"In post","2021","LGBO","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","20-29","90","90","37770","33210"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","30-39","60","60","48300","48200"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","40-49","50","40","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Justice","20-29","960","960","26180","24920"
"In post","2021","LGBO","Ministry of Justice","30-39","1070","1050","29780","27150"
"In post","2021","LGBO","Ministry of Justice","40-49","730","710","33190","31180"
"In post","2021","LGBO","Ministry of Justice","50-59","640","610","32970","31650"
"In post","2021","LGBO","Ministry of Justice","60-64","120","100","31090","28200"
"In post","2021","LGBO","Ministry of Justice","65+","40","30","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","20-29","60","60","32350","32260"
"In post","2021","LGBO","National Crime Agency","30-39","70","70","36470","36410"
"In post","2021","LGBO","National Crime Agency","40-49","30","30","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","30-39","30","30","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
