"Status","Year","Disability","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Unknown","360","340","20560","20140"
"New entrant CS","2021","Unknown","16-19","White","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Asian","200","200","27790","27140"
"New entrant CS","2021","Unknown","20-29","Black","90","90","28900","27270"
"New entrant CS","2021","Unknown","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Mixed","100","100","29940","28590"
"New entrant CS","2021","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Undeclared","90","90","23100","19130"
"New entrant CS","2021","Unknown","20-29","Unknown","7530","7430","26090","24880"
"New entrant CS","2021","Unknown","20-29","White","1480","1470","28090","26920"
"New entrant CS","2021","Unknown","30-39","Asian","120","120","35290","31910"
"New entrant CS","2021","Unknown","30-39","Black","60","60","36170","33790"
"New entrant CS","2021","Unknown","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Unknown","3690","3560","31140","27570"
"New entrant CS","2021","Unknown","30-39","White","900","870","34930","32770"
"New entrant CS","2021","Unknown","40-49","Asian","100","100","38200","34830"
"New entrant CS","2021","Unknown","40-49","Black","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Unknown","2390","2300","34530","27570"
"New entrant CS","2021","Unknown","40-49","White","570","550","38140","36030"
"New entrant CS","2021","Unknown","50-59","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Unknown","1890","1830","33710","26580"
"New entrant CS","2021","Unknown","50-59","White","480","460","36140","34140"
"New entrant CS","2021","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Unknown","310","280","31640","26860"
"New entrant CS","2021","Unknown","60-64","White","50","50","37600","32040"
"New entrant CS","2021","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","Unknown","80","70","33140","22760"
"New entrant CS","2021","Unknown","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","White","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","Asian","130","120","27370","27240"
"New entrant CS","2022","Declared disabled","20-29","Black","70","70","28560","27760"
"New entrant CS","2022","Declared disabled","20-29","Mixed","110","110","26670","25880"
"New entrant CS","2022","Declared disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","White","1440","1410","26070","24750"
"New entrant CS","2022","Declared disabled","30-39","Asian","70","60","29520","27570"
"New entrant CS","2022","Declared disabled","30-39","Black","70","70","30160","28240"
"New entrant CS","2022","Declared disabled","30-39","Mixed","70","60","30890","27570"
"New entrant CS","2022","Declared disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","30-39","White","860","830","29290","27230"
"New entrant CS","2022","Declared disabled","40-49","Asian","70","70","32140","27570"
"New entrant CS","2022","Declared disabled","40-49","Black","60","50","31820","31060"
"New entrant CS","2022","Declared disabled","40-49","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","40-49","White","740","710","31720","27570"
"New entrant CS","2022","Declared disabled","50-59","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","50-59","Black","70","70","32310","29630"
"New entrant CS","2022","Declared disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","50-59","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","50-59","White","740","710","30300","27570"
"New entrant CS","2022","Declared disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","White","200","180","29180","27570"
"New entrant CS","2022","Declared disabled","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","White","70","50","31510","28200"
"New entrant CS","2022","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Asian","70","70","23030","21260"
"New entrant CS","2022","Declared non-disabled","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","White","390","380","21920","21260"
"New entrant CS","2022","Declared non-disabled","20-29","Asian","1930","1890","26950","26590"
"New entrant CS","2022","Declared non-disabled","20-29","Black","730","720","27890","27500"
"New entrant CS","2022","Declared non-disabled","20-29","Mixed","600","580","27370","26590"
"New entrant CS","2022","Declared non-disabled","20-29","Other ethnicity","150","140","27700","26950"
"New entrant CS","2022","Declared non-disabled","20-29","Undeclared","130","130","27790","26590"
"New entrant CS","2022","Declared non-disabled","20-29","Unknown","420","410","24600","22000"
"New entrant CS","2022","Declared non-disabled","20-29","White","10940","10830","26540","24920"
"New entrant CS","2022","Declared non-disabled","30-39","Asian","1130","1080","31190","27570"
"New entrant CS","2022","Declared non-disabled","30-39","Black","590","580","30520","28690"
"New entrant CS","2022","Declared non-disabled","30-39","Mixed","290","280","31500","27580"
"New entrant CS","2022","Declared non-disabled","30-39","Other ethnicity","80","80","33100","31060"
"New entrant CS","2022","Declared non-disabled","30-39","Undeclared","130","120","30540","27570"
"New entrant CS","2022","Declared non-disabled","30-39","Unknown","210","200","28220","22550"
"New entrant CS","2022","Declared non-disabled","30-39","White","6830","6630","31090","27570"
"New entrant CS","2022","Declared non-disabled","40-49","Asian","610","590","33280","28200"
"New entrant CS","2022","Declared non-disabled","40-49","Black","410","400","31390","29290"
"New entrant CS","2022","Declared non-disabled","40-49","Mixed","130","120","31770","27570"
"New entrant CS","2022","Declared non-disabled","40-49","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","40-49","Undeclared","90","80","34140","28200"
"New entrant CS","2022","Declared non-disabled","40-49","Unknown","150","150","30280","24920"
"New entrant CS","2022","Declared non-disabled","40-49","White","4840","4650","33420","27570"
"New entrant CS","2022","Declared non-disabled","50-59","Asian","220","210","33280","28200"
"New entrant CS","2022","Declared non-disabled","50-59","Black","290","280","30830","28200"
"New entrant CS","2022","Declared non-disabled","50-59","Mixed","80","70","33040","30520"
"New entrant CS","2022","Declared non-disabled","50-59","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","50-59","Undeclared","70","60","31340","27570"
"New entrant CS","2022","Declared non-disabled","50-59","Unknown","120","110","27730","21300"
"New entrant CS","2022","Declared non-disabled","50-59","White","3950","3790","32370","27570"
"New entrant CS","2022","Declared non-disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","60-64","Black","70","70","33200","32130"
"New entrant CS","2022","Declared non-disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","60-64","White","810","740","29880","26220"
"New entrant CS","2022","Declared non-disabled","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","White","220","180","32410","28200"
"New entrant CS","2022","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Asian","80","80","26460","25370"
"New entrant CS","2022","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Undeclared","90","90","29980","28070"
"New entrant CS","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","White","430","430","27280","26590"
"New entrant CS","2022","Undeclared","30-39","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Undeclared","90","80","34650","31140"
"New entrant CS","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","White","290","280","30190","27570"
"New entrant CS","2022","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Undeclared","70","60","37010","32560"
"New entrant CS","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","White","200","190","32230","27570"
"New entrant CS","2022","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Undeclared","60","50","31150","28610"
"New entrant CS","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","White","190","180","28390","26590"
"New entrant CS","2022","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","White","50","40","27660","27800"
"New entrant CS","2022","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Unknown","400","380","21320","21250"
"New entrant CS","2022","Unknown","16-19","White","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Asian","290","280","27860","26590"
"New entrant CS","2022","Unknown","20-29","Black","90","90","30340","28500"
"New entrant CS","2022","Unknown","20-29","Mixed","100","100","29760","28650"
"New entrant CS","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Unknown","8650","8430","26290","24880"
"New entrant CS","2022","Unknown","20-29","White","1370","1350","28150","26350"
"New entrant CS","2022","Unknown","30-39","Asian","180","170","33150","30750"
"New entrant CS","2022","Unknown","30-39","Black","70","70","33480","30750"
"New entrant CS","2022","Unknown","30-39","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Unknown","4910","4650","30360","26590"
"New entrant CS","2022","Unknown","30-39","White","960","910","33570","30640"
"New entrant CS","2022","Unknown","40-49","Asian","110","110","35040","30940"
"New entrant CS","2022","Unknown","40-49","Black","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Unknown","3080","2860","33320","27570"
"New entrant CS","2022","Unknown","40-49","White","630","600","37390","33000"
"New entrant CS","2022","Unknown","50-59","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Unknown","2610","2370","32220","27570"
"New entrant CS","2022","Unknown","50-59","White","590","550","34670","32770"
"New entrant CS","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Unknown","630","530","30210","28200"
"New entrant CS","2022","Unknown","60-64","White","80","70","36890","30310"
"New entrant CS","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Unknown","200","140","30940","28200"
"New entrant CS","2022","Unknown","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
