"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","40-49","2300","2140","37830","35900"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","50-59","2020","1930","38090","33790"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","60-64","480","430","33920","28550"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","65+","140","120","33430","28120"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","20-29","430","420","37430","32120"
"In post","2021","Declared non-disabled","Department for International Trade","30-39","360","360","50560","51970"
"In post","2021","Declared non-disabled","Department for International Trade","40-49","270","260","54650","51970"
"In post","2021","Declared non-disabled","Department for International Trade","50-59","300","290","47780","39810"
"In post","2021","Declared non-disabled","Department for International Trade","60-64","50","50","48320","43080"
"In post","2021","Declared non-disabled","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport","20-29","1350","1320","30560","27840"
"In post","2021","Declared non-disabled","Department for Transport","30-39","2570","2380","33060","26780"
"In post","2021","Declared non-disabled","Department for Transport","40-49","2770","2620","36090","30780"
"In post","2021","Declared non-disabled","Department for Transport","50-59","2930","2770","34850","29080"
"In post","2021","Declared non-disabled","Department for Transport","60-64","1060","860","30490","26780"
"In post","2021","Declared non-disabled","Department for Transport","65+","340","250","29950","26780"
"In post","2021","Declared non-disabled","Department for Work and Pensions","16-19","170","170","22610","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions","20-29","7810","7670","26600","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","30-39","11400","10430","27860","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","40-49","17060","15360","28810","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","50-59","25040","22680","28860","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","60-64","7060","5440","27390","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","65+","1980","1420","26620","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","20-29","1230","1180","29830","28470"
"In post","2021","Declared non-disabled","Department of Health and Social Care","30-39","1520","1420","42110","39780"
"In post","2021","Declared non-disabled","Department of Health and Social Care","40-49","1450","1330","49000","47130"
"In post","2021","Declared non-disabled","Department of Health and Social Care","50-59","1240","1160","51080","45380"
"In post","2021","Declared non-disabled","Department of Health and Social Care","60-64","310","250","53170","44500"
"In post","2021","Declared non-disabled","Department of Health and Social Care","65+","120","80","51280","39380"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","50-59","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","20-29","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","30-39","110","110","38840","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","40-49","220","220","39680","37630"
"In post","2021","Declared non-disabled","Food Standards Agency","50-59","310","310","36060","30280"
"In post","2021","Declared non-disabled","Food Standards Agency","60-64","80","80","31690","28520"
"In post","2021","Declared non-disabled","Food Standards Agency","65+","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","20-29","990","990","34210","33860"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","30-39","1530","1510","46130","44230"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","40-49","1570","1530","52830","54470"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","50-59","1430","1400","52070","48410"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","60-64","280","260","50680","46100"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","65+","80","70","48190","47680"
"In post","2021","Declared non-disabled","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","20-29","350","340","26520","27130"
"In post","2021","Declared non-disabled","HM Land Registry","30-39","310","290","32700","27130"
"In post","2021","Declared non-disabled","HM Land Registry","40-49","770","700","35370","33840"
"In post","2021","Declared non-disabled","HM Land Registry","50-59","1800","1620","33310","33840"
"In post","2021","Declared non-disabled","HM Land Registry","60-64","360","250","33480","33840"
"In post","2021","Declared non-disabled","HM Land Registry","65+","90","60","34780","32790"
"In post","2021","Declared non-disabled","HM Revenue and Customs","16-19","80","70","20800","20140"
"In post","2021","Declared non-disabled","HM Revenue and Customs","20-29","5040","4940","28150","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs","30-39","8090","7690","32480","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","40-49","8480","7930","34180","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","50-59","11810","10920","34750","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","60-64","3100","2340","31550","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","65+","810","570","31220","28130"
"In post","2021","Declared non-disabled","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","20-29","690","690","38820","32960"
"In post","2021","Declared non-disabled","HM Treasury","30-39","520","510","55970","57500"
"In post","2021","Declared non-disabled","HM Treasury","40-49","280","260","56960","52840"
"In post","2021","Declared non-disabled","HM Treasury","50-59","250","250","51670","48780"
"In post","2021","Declared non-disabled","HM Treasury","60-64","60","50","48660","44560"
"In post","2021","Declared non-disabled","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office","16-19","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office","20-29","4110","3990","28060","24890"
"In post","2021","Declared non-disabled","Home Office","30-39","7210","6780","31930","26910"
"In post","2021","Declared non-disabled","Home Office","40-49","7390","6910","33960","28850"
"In post","2021","Declared non-disabled","Home Office","50-59","7400","6860","33040","28650"
"In post","2021","Declared non-disabled","Home Office","60-64","1760","1410","30290","26780"
"In post","2021","Declared non-disabled","Home Office","65+","590","440","28540","25630"
"In post","2021","Declared non-disabled","Ministry of Defence","16-19","120","120","19240","19040"
"In post","2021","Declared non-disabled","Ministry of Defence","20-29","5100","5060","28560","27540"
"In post","2021","Declared non-disabled","Ministry of Defence","30-39","6980","6720","34870","33300"
"In post","2021","Declared non-disabled","Ministry of Defence","40-49","7960","7680","36750","33300"
"In post","2021","Declared non-disabled","Ministry of Defence","50-59","12820","12560","34920","33000"
"In post","2021","Declared non-disabled","Ministry of Defence","60-64","3880","3600","32500","29140"
"In post","2021","Declared non-disabled","Ministry of Defence","65+","1290","1140","31300","26910"
"In post","2021","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","20-29","500","500","36800","33210"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","30-39","650","620","46240","48200"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","40-49","630","600","49590","48200"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","50-59","550","530","48300","47660"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","60-64","130","110","48660","46120"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","65+","60","40","55860","62480"
"In post","2021","Declared non-disabled","Ministry of Justice","16-19","80","80","22060","22110"
"In post","2021","Declared non-disabled","Ministry of Justice","20-29","9020","8910","26060","25300"
"In post","2021","Declared non-disabled","Ministry of Justice","30-39","13080","12330","29360","27050"
"In post","2021","Declared non-disabled","Ministry of Justice","40-49","12070","11310","32260","30210"
"In post","2021","Declared non-disabled","Ministry of Justice","50-59","13900","13110","31780","28400"
"In post","2021","Declared non-disabled","Ministry of Justice","60-64","3750","3130","28570","24660"
"In post","2021","Declared non-disabled","Ministry of Justice","65+","1280","970","26170","22450"
"In post","2021","Declared non-disabled","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","20-29","110","110","34100","32770"
"In post","2021","Declared non-disabled","National Crime Agency","30-39","350","340","41190","40170"
"In post","2021","Declared non-disabled","National Crime Agency","40-49","560","530","43450","41000"
"In post","2021","Declared non-disabled","National Crime Agency","50-59","590","580","46120","43710"
"In post","2021","Declared non-disabled","National Crime Agency","60-64","130","120","43450","41000"
"In post","2021","Declared non-disabled","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","30-39","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
