"Status","Year","Responsibility_level","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Policy","Female","420","390","23600","23720"
"In post","2022","AA/AO","Policy","Male","240","230","23970","24370"
"In post","2022","AA/AO","Project Delivery","Female","330","260","22110","21260"
"In post","2022","AA/AO","Project Delivery","Male","140","130","22060","21260"
"In post","2022","AA/AO","Property","Female","450","390","20770","21250"
"In post","2022","AA/AO","Property","Male","540","520","19730","19010"
"In post","2022","AA/AO","Psychology","Female","80","70","21700","21550"
"In post","2022","AA/AO","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Science and Engineering","Female","320","310","22060","21580"
"In post","2022","AA/AO","Science and Engineering","Male","780","770","21700","22200"
"In post","2022","AA/AO","Security","Female","860","820","25220","21830"
"In post","2022","AA/AO","Security","Male","4730","4640","27330","23540"
"In post","2022","AA/AO","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Statistics","Female","40","40","[c]","[c]"
"In post","2022","AA/AO","Statistics","Male","30","30","[c]","[c]"
"In post","2022","AA/AO","Tax","Female","1820","1660","21370","21250"
"In post","2022","AA/AO","Tax","Male","1580","1520","21340","21250"
"In post","2022","AA/AO","Unknown","Female","2490","2280","22820","22140"
"In post","2022","AA/AO","Unknown","Male","2350","2280","23400","22140"
"In post","2022","AA/AO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Female","560","520","26440","26350"
"In post","2022","EO","Commercial","Male","340","340","26520","26520"
"In post","2022","EO","Communications","Female","350","330","27670","27270"
"In post","2022","EO","Communications","Male","250","250","27830","27350"
"In post","2022","EO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Counter Fraud","Female","2190","1920","28110","27570"
"In post","2022","EO","Counter Fraud","Male","1430","1320","28220","27570"
"In post","2022","EO","Digital, Data and Technology","Female","1200","1120","27490","27130"
"In post","2022","EO","Digital, Data and Technology","Male","2270","2210","27880","27570"
"In post","2022","EO","Economics","Female","80","80","26990","27270"
"In post","2022","EO","Economics","Male","70","70","27030","27340"
"In post","2022","EO","Finance","Female","1520","1420","26950","26670"
"In post","2022","EO","Finance","Male","850","840","26920","26670"
"In post","2022","EO","Geography","Female","60","60","27500","26740"
"In post","2022","EO","Geography","Male","90","90","27560","26740"
"In post","2022","EO","Human Resources","Female","1250","1150","27260","26880"
"In post","2022","EO","Human Resources","Male","480","470","27720","27380"
"In post","2022","EO","Intelligence Analysis","Female","820","750","27480","27370"
"In post","2022","EO","Intelligence Analysis","Male","770","740","27940","27370"
"In post","2022","EO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","International Trade","Female","60","60","27100","26510"
"In post","2022","EO","International Trade","Male","50","50","27730","26820"
"In post","2022","EO","Knowledge and Information Management","Female","350","320","27760","27570"
"In post","2022","EO","Knowledge and Information Management","Male","230","230","27670","27570"
"In post","2022","EO","Legal","Female","980","920","28330","27130"
"In post","2022","EO","Legal","Male","880","860","28360","26820"
"In post","2022","EO","Medicine","Female","220","190","32150","31530"
"In post","2022","EO","Medicine","Male","90","90","31110","31530"
"In post","2022","EO","Operational Delivery","Female","50070","44560","27860","27570"
"In post","2022","EO","Operational Delivery","Male","35170","33710","28540","27570"
"In post","2022","EO","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Other","Female","4840","4460","27350","27570"
"In post","2022","EO","Other","Male","3910","3830","27070","27570"
"In post","2022","EO","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Policy","Female","1700","1630","28080","27850"
"In post","2022","EO","Policy","Male","1060","1040","28160","27960"
"In post","2022","EO","Project Delivery","Female","880","810","27060","26820"
"In post","2022","EO","Project Delivery","Male","530","520","26700","26670"
"In post","2022","EO","Property","Female","760","690","27330","26880"
"In post","2022","EO","Property","Male","780","760","27250","26880"
"In post","2022","EO","Psychology","Female","350","340","27140","26850"
"In post","2022","EO","Psychology","Male","70","60","26840","26850"
"In post","2022","EO","Science and Engineering","Female","660","630","26150","26370"
"In post","2022","EO","Science and Engineering","Male","1320","1290","26140","26370"
"In post","2022","EO","Security","Female","350","330","29490","27570"
"In post","2022","EO","Security","Male","700","690","35800","33520"
"In post","2022","EO","Social Research","Female","40","40","[c]","[c]"
"In post","2022","EO","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Statistics","Female","100","90","28150","28310"
"In post","2022","EO","Statistics","Male","150","150","27980","27850"
"In post","2022","EO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Tax","Female","2400","2200","27450","26820"
"In post","2022","EO","Tax","Male","2410","2340","27340","26820"
"In post","2022","EO","Unknown","Female","3040","2900","27930","27230"
"In post","2022","EO","Unknown","Male","2400","2370","28340","27500"
"In post","2022","EO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Commercial","Female","590","570","56840","54110"
"In post","2022","G6/G7","Commercial","Male","640","630","59030","56240"
"In post","2022","G6/G7","Communications","Female","660","630","58280","56710"
"In post","2022","G6/G7","Communications","Male","430","420","59100","57460"
"In post","2022","G6/G7","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Counter Fraud","Female","60","50","58240","54760"
"In post","2022","G6/G7","Counter Fraud","Male","110","110","60670","59290"
"In post","2022","G6/G7","Digital, Data and Technology","Female","1920","1860","57000","55210"
"In post","2022","G6/G7","Digital, Data and Technology","Male","3680","3650","59390","57500"
"In post","2022","G6/G7","Economics","Female","330","310","59660","57620"
"In post","2022","G6/G7","Economics","Male","580","570","60130","57950"
"In post","2022","G6/G7","Finance","Female","1350","1300","58130","56570"
"In post","2022","G6/G7","Finance","Male","1380","1370","59680","58010"
"In post","2022","G6/G7","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Human Resources","Female","1460","1400","57770","55940"
"In post","2022","G6/G7","Human Resources","Male","640","630","58700","57460"
"In post","2022","G6/G7","Inspector of Education and Training","Female","330","320","74790","75500"
"In post","2022","G6/G7","Inspector of Education and Training","Male","210","210","76300","75500"
"In post","2022","G6/G7","Intelligence Analysis","Female","90","80","58840","58230"
"In post","2022","G6/G7","Intelligence Analysis","Male","150","140","60150","58470"
"In post","2022","G6/G7","Internal Audit","Female","100","90","58410","55230"
"In post","2022","G6/G7","Internal Audit","Male","110","110","58760","59020"
"In post","2022","G6/G7","International Trade","Female","300","300","55900","52190"
"In post","2022","G6/G7","International Trade","Male","370","370","56440","54420"
"In post","2022","G6/G7","Knowledge and Information Management","Female","160","150","56770","54540"
"In post","2022","G6/G7","Knowledge and Information Management","Male","160","160","58660","57400"
"In post","2022","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Legal","Female","3910","3530","58850","57370"
"In post","2022","G6/G7","Legal","Male","2350","2270","60390","59730"
"In post","2022","G6/G7","Medicine","Female","470","400","72280","74960"
"In post","2022","G6/G7","Medicine","Male","280","250","76270","78190"
"In post","2022","G6/G7","Operational Delivery","Female","4170","4030","57530","55130"
"In post","2022","G6/G7","Operational Delivery","Male","3870","3810","59950","57460"
"In post","2022","G6/G7","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Operational Research","Female","170","150","56030","56350"
"In post","2022","G6/G7","Operational Research","Male","330","320","55440","55210"
"In post","2022","G6/G7","Other","Female","940","890","59040","57320"
"In post","2022","G6/G7","Other","Male","1140","1120","60990","57460"
"In post","2022","G6/G7","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Planning","Female","30","30","[c]","[c]"
"In post","2022","G6/G7","Planning","Male","40","40","[c]","[c]"
"In post","2022","G6/G7","Planning Inspectors","Female","130","110","56130","58810"
"In post","2022","G6/G7","Planning Inspectors","Male","230","210","57400","58810"
"In post","2022","G6/G7","Policy","Female","6770","6460","57800","55620"
"In post","2022","G6/G7","Policy","Male","6340","6250","58600","57430"
"In post","2022","G6/G7","Project Delivery","Female","2120","2050","57090","55210"
"In post","2022","G6/G7","Project Delivery","Male","2620","2570","58080","55260"
"In post","2022","G6/G7","Property","Female","510","500","57120","55210"
"In post","2022","G6/G7","Property","Male","1000","980","59080","58090"
"In post","2022","G6/G7","Psychology","Female","90","90","65240","65520"
"In post","2022","G6/G7","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Science and Engineering","Female","980","910","55860","53620"
"In post","2022","G6/G7","Science and Engineering","Male","2160","2080","56040","55660"
"In post","2022","G6/G7","Security","Female","160","160","58320","56860"
"In post","2022","G6/G7","Security","Male","350","350","59570","58430"
"In post","2022","G6/G7","Social Research","Female","240","230","57390","57290"
"In post","2022","G6/G7","Social Research","Male","120","120","57970","57190"
"In post","2022","G6/G7","Statistics","Female","380","350","57590","56500"
"In post","2022","G6/G7","Statistics","Male","390","390","58790","59220"
"In post","2022","G6/G7","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Tax","Female","1170","1110","58980","55210"
"In post","2022","G6/G7","Tax","Male","1840","1770","59750","55210"
"In post","2022","G6/G7","Unknown","Female","4250","4080","61140","61190"
"In post","2022","G6/G7","Unknown","Male","3850","3810","62330","62120"
"In post","2022","G6/G7","Veterinarian","Female","70","60","54600","54280"
"In post","2022","G6/G7","Veterinarian","Male","70","70","55710","54510"
"In post","2022","SCS","Commercial","Female","50","40","[c]","[c]"
"In post","2022","SCS","Commercial","Male","60","60","87180","81040"
"In post","2022","SCS","Communications","Female","60","60","87050","81850"
"In post","2022","SCS","Communications","Male","50","50","90930","85000"
"In post","2022","SCS","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Digital, Data and Technology","Female","90","90","88130","81550"
"In post","2022","SCS","Digital, Data and Technology","Male","200","190","93760","90000"
"In post","2022","SCS","Economics","Female","40","30","[c]","[c]"
"In post","2022","SCS","Economics","Male","50","50","96340","82890"
"In post","2022","SCS","Finance","Female","140","140","86470","80650"
"In post","2022","SCS","Finance","Male","200","190","89640","82160"
"In post","2022","SCS","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Human Resources","Female","150","150","86650","79720"
"In post","2022","SCS","Human Resources","Male","80","70","86460","79500"
"In post","2022","SCS","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","International Trade","Female","50","50","82110","75300"
"In post","2022","SCS","International Trade","Male","70","70","82950","74600"
"In post","2022","SCS","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Legal","Female","220","210","86570","82500"
"In post","2022","SCS","Legal","Male","180","170","89610","83460"
"In post","2022","SCS","Medicine","Female","200","170","103330","100750"
"In post","2022","SCS","Medicine","Male","140","130","110070","107720"
"In post","2022","SCS","Operational Delivery","Female","410","400","89070","80950"
"In post","2022","SCS","Operational Delivery","Male","460","450","93650","85780"
"In post","2022","SCS","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Other","Female","160","150","90920","83780"
"In post","2022","SCS","Other","Male","170","170","101720","92000"
