"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Unknown","Department for Work and Pensions (excl. agencies)","1850","1720","28120","27570"
"In post","2021","Female","Unknown","Department of Health and Social Care (excl. agencies)","1510","1470","44320","40650"
"In post","2021","Female","Unknown","Disclosure Scotland","80","70","28790","24110"
"In post","2021","Female","Unknown","Driver and Vehicle Licensing Agency","390","340","22470","21590"
"In post","2021","Female","Unknown","Driver and Vehicle Standards Agency","270","260","27790","26470"
"In post","2021","Female","Unknown","Education and Skills Funding Agency","90","90","37240","36500"
"In post","2021","Female","Unknown","Education Scotland","130","120","53690","56120"
"In post","2021","Female","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Food Standards Scotland","50","50","[c]","[c]"
"In post","2021","Female","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","790","770","48320","48500"
"In post","2021","Female","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Government Legal Department","250","230","56330","58440"
"In post","2021","Female","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","HM Courts and Tribunals Service","1040","1000","22420","20510"
"In post","2021","Female","Unknown","HM Land Registry","1130","1070","26560","22350"
"In post","2021","Female","Unknown","HM Prison and Probation Service","2390","2280","25800","24120"
"In post","2021","Female","Unknown","HM Revenue and Customs (excl. agencies)","9890","8690","27000","24120"
"In post","2021","Female","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Home Office (incl. agencies)","930","900","31720","27370"
"In post","2021","Female","Unknown","Insolvency Service","250","250","27160","20880"
"In post","2021","Female","Unknown","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Maritime and Coastguard Agency","100","90","29150","26590"
"In post","2021","Female","Unknown","Medicines and Healthcare Products Regulatory Agency","400","380","43520","40450"
"In post","2021","Female","Unknown","Ministry of Defence (excl. agencies)","2210","2070","32800","27420"
"In post","2021","Female","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","100","100","47000","41010"
"In post","2021","Female","Unknown","Ministry of Justice (excl. agencies)","420","410","40850","36800"
"In post","2021","Female","Unknown","National Crime Agency","1600","1550","35840","34140"
"In post","2021","Female","Unknown","National Records of Scotland","90","80","33440","28170"
"In post","2021","Female","Unknown","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Female","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Office for Standards in Education, Children's Services and Skills","120","110","43910","51360"
"In post","2021","Female","Unknown","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"In post","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Office of the Public Guardian","90","80","20370","19930"
"In post","2021","Female","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Planning Inspectorate","80","70","38680","34860"
"In post","2021","Female","Unknown","Public Health England","1050","940","47660","40560"
"In post","2021","Female","Unknown","Registers of Scotland","220","190","32180","30080"
"In post","2021","Female","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Royal Fleet Auxiliary","160","160","33120","32700"
"In post","2021","Female","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Scottish Courts and Tribunals Service","1130","1000","27480","22820"
"In post","2021","Female","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Scottish Government (excl. agencies)","1390","1300","41360","36140"
"In post","2021","Female","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Scottish Prison Service","1360","1280","29680","28410"
"In post","2021","Female","Unknown","Scottish Public Pensions Agency","70","60","27130","24110"
"In post","2021","Female","Unknown","Serious Fraud Office","60","60","49440","42570"
"In post","2021","Female","Unknown","Social Security Scotland","190","180","32440","28170"
"In post","2021","Female","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Student Awards Agency for Scotland","80","80","26590","22230"
"In post","2021","Female","Unknown","Submarine Delivery Agency","60","60","39730","38430"
"In post","2021","Female","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","The National Archives","80","80","35950","31410"
"In post","2021","Female","Unknown","Transport Scotland","70","70","42650","42620"
"In post","2021","Female","Unknown","UK Hydrographic Office","50","40","31880","29290"
"In post","2021","Female","Unknown","UK Intellectual Property Office","160","150","29540","23320"
"In post","2021","Female","Unknown","UK Space Agency","50","50","[c]","[c]"
"In post","2021","Female","Unknown","United Kingdom Statistics Authority","1200","1070","29610","29540"
"In post","2021","Female","Unknown","Valuation Office Agency","360","330","27270","24500"
"In post","2021","Female","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2021","Female","Unknown","Welsh Government (excl. agencies)","150","140","36480","34490"
"In post","2021","Female","Unknown","Welsh Revenue Authority","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Advisory, Conciliation and Arbitration Service","40","30","[c]","[c]"
"In post","2021","Male","Declared disabled","Animal and Plant Health Agency","130","120","30610","26520"
"In post","2021","Male","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Cabinet Office (excl. agencies)","320","310","44950","38340"
"In post","2021","Male","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Crown Office and Procurator Fiscal Service","40","30","[c]","[c]"
"In post","2021","Male","Declared disabled","Crown Prosecution Service","240","230","44290","45530"
"In post","2021","Male","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Defence Equipment and Support","660","640","36500","34450"
"In post","2021","Male","Declared disabled","Defence Science and Technology Laboratory","270","260","38620","37320"
"In post","2021","Male","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","220","220","46810","40220"
"In post","2021","Male","Declared disabled","Department for Digital, Culture, Media and Sport","50","40","[c]","[c]"
"In post","2021","Male","Declared disabled","Department for Education (excl. agencies)","200","190","41870","36960"
"In post","2021","Male","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","250","250","40900","36970"
"In post","2021","Male","Declared disabled","Department for International Trade","100","100","44850","38540"
"In post","2021","Male","Declared disabled","Department for Transport (excl. agencies)","90","90","49250","46710"
"In post","2021","Male","Declared disabled","Department for Work and Pensions (excl. agencies)","4980","4670","27180","27570"
"In post","2021","Male","Declared disabled","Department of Health and Social Care (excl. agencies)","60","50","50710","42480"
"In post","2021","Male","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Driver and Vehicle Licensing Agency","200","190","26470","21590"
"In post","2021","Male","Declared disabled","Driver and Vehicle Standards Agency","290","270","29560","26780"
"In post","2021","Male","Declared disabled","Education and Skills Funding Agency","70","70","40350","37100"
"In post","2021","Male","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","FCDO Services","50","50","[c]","[c]"
"In post","2021","Male","Declared disabled","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Male","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","330","330","45530","39110"
"In post","2021","Male","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Government Legal Department","80","80","50470","51250"
"In post","2021","Male","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Declared disabled","Health and Safety Executive","130","120","43530","43830"
"In post","2021","Male","Declared disabled","HM Courts and Tribunals Service","590","560","23730","20650"
