"Status","Year","Profession_of_post","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Project Delivery","Female","120","120","49760","50630"
"In post","2021","Property","Project Delivery","Male","180","180","49300","50630"
"In post","2021","Property","Property","Female","2570","2390","33560","31810"
"In post","2021","Property","Property","Male","3890","3790","37020","33300"
"In post","2021","Property","Unknown","Female","70","60","40800","34600"
"In post","2021","Property","Unknown","Male","90","90","43710","40740"
"In post","2021","Psychology","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","No function","Female","1220","1160","35420","31180"
"In post","2021","Psychology","No function","Male","170","160","36350","30450"
"In post","2021","Psychology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Analysis","Female","270","250","32670","29680"
"In post","2021","Science and Engineering","Analysis","Male","400","390","38070","35900"
"In post","2021","Science and Engineering","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Commercial","Male","90","90","41890","41970"
"In post","2021","Science and Engineering","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Digital, Data & Technology","Female","160","150","39320","39650"
"In post","2021","Science and Engineering","Digital, Data & Technology","Male","370","350","44190","40880"
"In post","2021","Science and Engineering","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","No function","Female","3160","2910","38220","36730"
"In post","2021","Science and Engineering","No function","Male","3800","3690","41780","39940"
"In post","2021","Science and Engineering","Project Delivery","Female","350","340","36600","33000"
"In post","2021","Science and Engineering","Project Delivery","Male","3110","3050","37290","35730"
"In post","2021","Science and Engineering","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Female","510","490","43140","40580"
"In post","2021","Science and Engineering","Unknown","Male","1820","1790","34910","29200"
"In post","2021","Security","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","No function","Female","80","70","45830","42890"
"In post","2021","Security","No function","Male","120","110","45410","44030"
"In post","2021","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Male","40","40","[c]","[c]"
"In post","2021","Security","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","Female","1480","1440","31160","27700"
"In post","2021","Security","Security","Male","6140","6050","30960","26750"
"In post","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","120","110","33630","29370"
"In post","2021","Security","Unknown","Male","230","230","29740","25630"
"In post","2021","Social Research","Analysis","Female","580","540","41330","37020"
"In post","2021","Social Research","Analysis","Male","290","280","41240","37020"
"In post","2021","Social Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","No function","Female","30","30","[c]","[c]"
"In post","2021","Social Research","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","Female","200","190","45630","47000"
"In post","2021","Social Research","Unknown","Male","50","50","[c]","[c]"
"In post","2021","Statistics","Analysis","Female","810","770","42710","38770"
"In post","2021","Statistics","Analysis","Male","950","930","43630","39850"
"In post","2021","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","100","90","41560","38360"
"In post","2021","Statistics","Unknown","Male","90","80","40540","37410"
"In post","2021","Tax","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Communications","Female","970","920","27400","25560"
"In post","2021","Tax","Communications","Male","1170","1150","27390","25560"
"In post","2021","Tax","Counter Fraud","Female","820","750","37430","32100"
"In post","2021","Tax","Counter Fraud","Male","1090","1040","40690","36160"
"In post","2021","Tax","Debt","Female","520","500","20810","20140"
"In post","2021","Tax","Debt","Male","470","470","20670","20140"
"In post","2021","Tax","Digital, Data & Technology","Female","40","30","[c]","[c]"
"In post","2021","Tax","Digital, Data & Technology","Male","40","40","[c]","[c]"
"In post","2021","Tax","Finance","Female","30","30","[c]","[c]"
"In post","2021","Tax","Finance","Male","30","30","[c]","[c]"
"In post","2021","Tax","Human Resources","Female","90","90","36330","31810"
"In post","2021","Tax","Human Resources","Male","80","80","35670","31810"
"In post","2021","Tax","Legal","Female","170","160","37570","33680"
"In post","2021","Tax","Legal","Male","180","180","40090","37390"
"In post","2021","Tax","No function","Female","5690","5210","32760","31810"
"In post","2021","Tax","No function","Male","6250","5980","35460","31810"
"In post","2021","Tax","Project Delivery","Female","80","80","40410","32520"
"In post","2021","Tax","Project Delivery","Male","50","50","[c]","[c]"
"In post","2021","Tax","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Female","40","30","[c]","[c]"
"In post","2021","Unknown","Analysis","Male","60","60","44470","41760"
"In post","2021","Unknown","Commercial","Female","670","650","65860","62010"
"In post","2021","Unknown","Commercial","Male","770","760","73540","65000"
"In post","2021","Unknown","Communications","Female","440","430","38720","33390"
"In post","2021","Unknown","Communications","Male","350","350","36880","31810"
"In post","2021","Unknown","Counter Fraud","Female","100","100","39130","34550"
"In post","2021","Unknown","Counter Fraud","Male","120","120","38380","32210"
"In post","2021","Unknown","Debt","Female","40","40","[c]","[c]"
"In post","2021","Unknown","Debt","Male","50","50","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Female","550","530","47440","47720"
"In post","2021","Unknown","Digital, Data & Technology","Male","790","780","50080","54700"
"In post","2021","Unknown","Finance","Female","160","150","41220","37530"
"In post","2021","Unknown","Finance","Male","180","170","46630","40290"
"In post","2021","Unknown","Human Resources","Female","860","820","39560","35590"
"In post","2021","Unknown","Human Resources","Male","460","450","38940","34550"
"In post","2021","Unknown","Legal","Female","110","100","55110","59160"
"In post","2021","Unknown","Legal","Male","90","90","60190","59160"
"In post","2021","Unknown","No function","Female","3780","3650","35910","30880"
"In post","2021","Unknown","No function","Male","3490","3460","36290","31810"
"In post","2021","Unknown","Project Delivery","Female","280","260","45740","35680"
"In post","2021","Unknown","Project Delivery","Male","290","290","54600","45210"
"In post","2021","Unknown","Property","Female","260","240","33580","29190"
"In post","2021","Unknown","Property","Male","590","580","32700","30160"
"In post","2021","Unknown","Security","Female","460","430","32190","33000"
"In post","2021","Unknown","Security","Male","420","410","34060","33300"
"In post","2021","Unknown","Unknown","Female","67120","58420","28650","27570"
"In post","2021","Unknown","Unknown","Male","38130","36730","30620","27570"
"In post","2021","Veterinarian","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","No function","Female","240","230","44110","38390"
"In post","2021","Veterinarian","No function","Male","190","180","46590","46450"
"In post","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Female","2210","2110","38230","36500"
"In post","2022","Commercial","Commercial","Male","1860","1830","41030","38980"
"In post","2022","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","Female","360","320","35470","32890"
"In post","2022","Commercial","Finance","Male","270","260","38950","35390"
"In post","2022","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","No function","Female","310","300","45890","43320"
"In post","2022","Commercial","No function","Male","200","200","52110","49700"
"In post","2022","Commercial","Project Delivery","Female","390","370","36980","35000"
"In post","2022","Commercial","Project Delivery","Male","360","360","41210","37470"
"In post","2022","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","90","80","37080","35070"
"In post","2022","Commercial","Unknown","Male","80","80","37980","37450"
"In post","2022","Communications","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Female","2030","1930","42340","38750"
"In post","2022","Communications","Communications","Male","1420","1400","42490","38620"
"In post","2022","Communications","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Male","[c]","[c]","[c]","[c]"
