"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Undeclared","70","70","43640","39790"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Unknown","90","90","45550","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Declared disabled","50","50","41400","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Declared non-disabled","160","160","47140","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Declared non-disabled","110","100","44720","41980"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","80","80","47000","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Declared non-disabled","120","110","35760","30410"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","240","230","43090","39600"
"In post","2021","Ministry of Justice","Heterosexual / straight","Declared disabled","7070","6570","29290","26640"
"In post","2021","Ministry of Justice","Heterosexual / straight","Declared non-disabled","43720","41090","29820","26810"
"In post","2021","Ministry of Justice","Heterosexual / straight","Undeclared","3960","3670","30770","30810"
"In post","2021","Ministry of Justice","Heterosexual / straight","Unknown","400","380","27530","25790"
"In post","2021","Ministry of Justice","LGBO","Declared disabled","790","760","29220","26810"
"In post","2021","Ministry of Justice","LGBO","Declared non-disabled","2450","2390","30240","26990"
"In post","2021","Ministry of Justice","LGBO","Undeclared","290","280","31240","30880"
"In post","2021","Ministry of Justice","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","Declared disabled","830","770","30230","27730"
"In post","2021","Ministry of Justice","Undeclared","Declared non-disabled","3580","3290","30350","27100"
"In post","2021","Ministry of Justice","Undeclared","Undeclared","2320","2180","30800","30110"
"In post","2021","Ministry of Justice","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Declared disabled","270","240","28690","28980"
"In post","2021","Ministry of Justice","Unknown","Declared non-disabled","3450","3050","30880","31650"
"In post","2021","Ministry of Justice","Unknown","Undeclared","2520","2240","30990","31650"
"In post","2021","Ministry of Justice","Unknown","Unknown","7180","6960","26710","24120"
"In post","2021","National Crime Agency","Heterosexual / straight","Declared disabled","160","150","38240","36630"
"In post","2021","National Crime Agency","Heterosexual / straight","Declared non-disabled","1510","1460","43520","40210"
"In post","2021","National Crime Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","Unknown","2420","2380","38010","36410"
"In post","2021","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Declared non-disabled","60","60","42100","40210"
"In post","2021","National Crime Agency","LGBO","Unknown","130","120","35020","34140"
"In post","2021","National Crime Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Declared non-disabled","100","100","41070","39840"
"In post","2021","National Crime Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Unknown","220","220","36720","34570"
"In post","2021","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Declared non-disabled","90","80","42600","40210"
"In post","2021","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","750","730","41460","39820"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","70","70","46150","39080"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Unknown","60","60","41070","37190"
"In post","2021","Office for Standards in Education","Heterosexual / straight","Declared disabled","110","110","45660","51360"
"In post","2021","Office for Standards in Education","Heterosexual / straight","Declared non-disabled","1250","1210","50920","51360"
"In post","2021","Office for Standards in Education","Heterosexual / straight","Unknown","70","70","43880","51360"
"In post","2021","Office for Standards in Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","LGBO","Declared non-disabled","110","110","49670","44610"
"In post","2021","Office for Standards in Education","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","Declared non-disabled","80","80","48190","46360"
"In post","2021","Office for Standards in Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Unknown","70","70","39330","35010"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Declared non-disabled","420","410","43310","37240"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","520","510","46710","41000"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Unknown","70","70","49430","43000"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared non-disabled","140","130","45520","40250"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","60","60","50240","46660"
"In post","2021","Office of Rail and Road","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Heterosexual / straight","Declared non-disabled","160","150","51450","51310"
"In post","2021","Office of Rail and Road","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","Declared non-disabled","110","100","60440","60020"
"In post","2021","Office of Rail and Road","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Heterosexual / straight","Declared disabled","60","50","43070","38010"
"In post","2021","Other Cabinet Office Agencies","Heterosexual / straight","Declared non-disabled","320","310","45310","39000"
