"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Rural Payments Agency","Unknown","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Unknown","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","White","100","90","36370","33250"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","White","60","60","37060","34660"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","White","30","30","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","White","120","120","31010","29180"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Unknown","50","50","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","White","60","60","40420","33300"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","White","430","410","34520","30220"
"In post","2021","East of England","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","White","130","130","35980","34800"
"In post","2021","East of England","Crown Prosecution Service","Asian","30","30","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Unknown","50","40","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","White","360","320","40210","33290"
"In post","2021","East of England","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","White","190","190","34640","33520"
"In post","2021","East of England","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","White","50","50","47750","49860"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
