"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","White","Unknown","11950","11350","43080","36650"
"In post","2021","North East (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","No function","120","110","27260","22030"
"In post","2021","North East (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Unknown","180","160","27130","21430"
"In post","2021","North East (England)","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","No function","40","40","[c]","[c]"
"In post","2021","North East (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Unknown","60","50","24500","21010"
"In post","2021","North East (England)","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","No function","80","80","29070","26880"
"In post","2021","North East (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Unknown","100","90","27360","24880"
"In post","2021","North East (England)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Communications","50","50","26590","25560"
"In post","2021","North East (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","No function","380","340","28500","22850"
"In post","2021","North East (England)","Undeclared","Project Delivery","50","50","39350","38630"
"In post","2021","North East (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Unknown","400","360","26930","26120"
"In post","2021","North East (England)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Communications","380","360","26920","25560"
"In post","2021","North East (England)","Unknown","Counter Fraud","80","80","28920","25560"
"In post","2021","North East (England)","Unknown","Debt","280","260","20680","20140"
"In post","2021","North East (England)","Unknown","Digital, Data & Technology","150","150","35920","31810"
"In post","2021","North East (England)","Unknown","Finance","60","60","35460","31810"
"In post","2021","North East (England)","Unknown","Grants Management","80","80","25150","21050"
"In post","2021","North East (England)","Unknown","Human Resources","70","60","24430","21440"
"In post","2021","North East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Legal","30","30","[c]","[c]"
"In post","2021","North East (England)","Unknown","No function","2140","1880","23720","21440"
"In post","2021","North East (England)","Unknown","Project Delivery","160","150","37400","37750"
"In post","2021","North East (England)","Unknown","Property","190","170","25670","21100"
"In post","2021","North East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Unknown","700","650","27910","27570"
"In post","2021","North East (England)","White","Analysis","50","50","42460","42220"
"In post","2021","North East (England)","White","Commercial","90","80","44620","41100"
"In post","2021","North East (England)","White","Communications","1060","990","28510","25560"
"In post","2021","North East (England)","White","Counter Fraud","420","400","32420","31810"
"In post","2021","North East (England)","White","Debt","280","250","22580","20140"
"In post","2021","North East (England)","White","Digital, Data & Technology","560","530","39810","38630"
"In post","2021","North East (England)","White","Finance","340","320","37300","35000"
"In post","2021","North East (England)","White","Grants Management","160","140","25680","24920"
"In post","2021","North East (England)","White","Human Resources","510","470","29190","25560"
"In post","2021","North East (England)","White","Internal Audit","40","40","[c]","[c]"
"In post","2021","North East (England)","White","Legal","430","390","38910","37420"
"In post","2021","North East (England)","White","No function","9570","8460","27300","24250"
"In post","2021","North East (England)","White","Project Delivery","880","830","40170","38630"
"In post","2021","North East (England)","White","Property","350","330","31120","26500"
"In post","2021","North East (England)","White","Security","80","80","32500","31410"
"In post","2021","North East (England)","White","Unknown","9540","8420","26810","26120"
"In post","2021","North West (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Communications","70","70","29040","26000"
"In post","2021","North West (England)","Asian","Counter Fraud","60","60","30000","27700"
"In post","2021","North West (England)","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","North West (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Human Resources","50","50","30170","26670"
"In post","2021","North West (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Legal","90","90","36670","32870"
"In post","2021","North West (England)","Asian","No function","890","810","26760","21440"
"In post","2021","North West (England)","Asian","Project Delivery","70","70","35710","32200"
