"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Analysis","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Analysis","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Department for International Trade","60","60","40690","31950"
"In post","2021","Analysis","Unknown","Department for Transport (excl. agencies)","70","70","43020","42470"
"In post","2021","Analysis","Unknown","Department of Health and Social Care (excl. agencies)","140","140","53030","53360"
"In post","2021","Analysis","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","HM Revenue and Customs (excl. agencies)","110","100","38190","36160"
"In post","2021","Analysis","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Ministry of Justice (excl. agencies)","50","50","44210","41850"
"In post","2021","Analysis","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","United Kingdom Statistics Authority","310","300","33720","30130"
"In post","2021","Analysis","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Centre for Environment, Fisheries and Aquaculture Science","440","420","33740","29750"
"In post","2021","Analysis","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Competition and Markets Authority","100","100","60050","56360"
"In post","2021","Analysis","White","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Defence Science and Technology Laboratory","370","350","40630","37360"
"In post","2021","Analysis","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","180","180","44530","36220"
"In post","2021","Analysis","White","Department for Digital, Culture, Media and Sport","80","80","53980","59730"
"In post","2021","Analysis","White","Department for Education (excl. agencies)","300","280","44620","44750"
"In post","2021","Analysis","White","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","38240","33120"
"In post","2021","Analysis","White","Department for International Trade","130","130","44420","38540"
"In post","2021","Analysis","White","Department for Transport (excl. agencies)","260","250","48260","44100"
"In post","2021","Analysis","White","Department of Health and Social Care (excl. agencies)","130","120","51180","53360"
"In post","2021","Analysis","White","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Analysis","White","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","59190","58900"
"In post","2021","Analysis","White","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Government Actuary's Department","110","100","79090","78140"
"In post","2021","Analysis","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","HM Revenue and Customs (excl. agencies)","410","390","46230","38630"
"In post","2021","Analysis","White","HM Treasury (excl. agencies)","80","80","52820","54840"
"In post","2021","Analysis","White","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Ministry of Defence (excl. agencies)","150","150","40690","38400"
"In post","2021","Analysis","White","Ministry of Housing, Communities and Local Government (excl. agencies)","140","130","47630","48200"
"In post","2021","Analysis","White","Ministry of Justice (excl. agencies)","260","250","46210","41000"
"In post","2021","Analysis","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Office for Standards in Education, Children's Services and Skills","130","120","40480","35010"
"In post","2021","Analysis","White","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Analysis","White","Office of Rail and Road","30","30","[c]","[c]"
"In post","2021","Analysis","White","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","United Kingdom Statistics Authority","1270","1210","38130","36030"
"In post","2021","Analysis","White","Valuation Office Agency","30","30","[c]","[c]"
"In post","2021","Analysis","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Commercial","Asian","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Commercial","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
