"Status","Year","Profession_of_post","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Female","60","60","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Female","100","90","43700","39200"
"Leaver Dept.","2022","Policy","Declared disabled","Male","100","80","43040","39600"
"Leaver Dept.","2022","Policy","Declared non-disabled","Female","710","680","45470","40490"
"Leaver Dept.","2022","Policy","Declared non-disabled","Male","610","590","47150","42200"
"Leaver Dept.","2022","Policy","Undeclared","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Female","430","200","42150","38940"
"Leaver Dept.","2022","Policy","Unknown","Male","360","190","44170","40050"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Female","180","170","39970","37040"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Male","180","180","41740","38230"
"Leaver Dept.","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Female","90","80","35340","34500"
"Leaver Dept.","2022","Science and Engineering","Declared disabled","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Female","910","840","37450","34170"
"Leaver Dept.","2022","Science and Engineering","Declared non-disabled","Male","450","430","37400","32650"
"Leaver Dept.","2022","Science and Engineering","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Unknown","Female","470","420","43440","40560"
"Leaver Dept.","2022","Science and Engineering","Unknown","Male","260","260","48900","46000"
"Leaver Dept.","2022","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Female","190","170","39640","34710"
"Leaver Dept.","2022","Unknown","Declared disabled","Male","140","130","38950","34550"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Female","1140","1010","44770","38650"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Male","970","880","45190","40200"
"Leaver Dept.","2022","Unknown","Undeclared","Female","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Male","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","990","820","37400","32000"
"Leaver Dept.","2022","Unknown","Unknown","Male","850","700","38870","32000"
"Leaver Dept.","2022","Veterinarian","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared non-disabled","Female","110","110","34470","33000"
"New entrant CS","2021","Commercial","Declared non-disabled","Male","110","110","36530","34710"
"New entrant CS","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Female","120","120","37750","36560"
"New entrant CS","2021","Commercial","Unknown","Male","100","100","37410","34800"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared non-disabled","Female","110","110","35770","32330"
"New entrant CS","2021","Communications","Declared non-disabled","Male","70","70","37750","32640"
"New entrant CS","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Female","160","160","34240","29170"
"New entrant CS","2021","Communications","Unknown","Male","90","90","38940","35440"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Female","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Male","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Female","260","250","39620","36340"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Male","490","490","42080","38650"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Female","330","330","38900","33960"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Male","640","640","41070","37500"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","Female","100","100","32300","31800"
"New entrant CS","2021","Economics","Declared non-disabled","Male","160","160","32960","31800"
"New entrant CS","2021","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Female","70","70","29820","31800"
"New entrant CS","2021","Economics","Unknown","Male","110","110","31750","32540"
"New entrant CS","2021","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Female","200","190","34170","30710"
"New entrant CS","2021","Finance","Declared non-disabled","Male","150","150","39170","35060"
"New entrant CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","170","160","34920","32790"
"New entrant CS","2021","Finance","Unknown","Male","140","130","34620","31810"
"New entrant CS","2021","Human Resources","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Female","260","240","32710","29540"
"New entrant CS","2021","Human Resources","Declared non-disabled","Male","100","100","35250","29440"
"New entrant CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","200","200","33080","28000"
"New entrant CS","2021","Human Resources","Unknown","Male","80","80","33740","29100"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","Female","50","50","61220","67500"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Male","70","70","39770","32790"
"New entrant CS","2021","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared non-disabled","Female","30","30","[c]","[c]"
"New entrant CS","2021","International Trade","Declared non-disabled","Male","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Declared non-disabled","Female","60","60","29040","28200"
"New entrant CS","2021","Knowledge and Information Management","Declared non-disabled","Male","60","60","34750","32190"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","Female","230","220","41640","43920"
"New entrant CS","2021","Legal","Declared non-disabled","Male","130","120","41560","43920"
"New entrant CS","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Female","320","310","42170","43920"
"New entrant CS","2021","Legal","Unknown","Male","210","210","43150","48080"
"New entrant CS","2021","Medicine","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Declared non-disabled","Female","170","140","45890","37890"
"New entrant CS","2021","Medicine","Declared non-disabled","Male","70","60","63150","73760"
"New entrant CS","2021","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Female","90","70","46540","37890"
"New entrant CS","2021","Medicine","Unknown","Male","40","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Declared disabled","Female","530","510","24730","22920"
"New entrant CS","2021","Operational Delivery","Declared disabled","Male","270","260","25340","22850"
"New entrant CS","2021","Operational Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Declared non-disabled","Female","4180","3960","25430","22920"
"New entrant CS","2021","Operational Delivery","Declared non-disabled","Male","2890","2800","26740","23140"
"New entrant CS","2021","Operational Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Undeclared","Female","280","250","29080","25990"
"New entrant CS","2021","Operational Delivery","Undeclared","Male","160","150","28930","24120"
"New entrant CS","2021","Operational Delivery","Unknown","Female","4220","4050","24420","22350"
"New entrant CS","2021","Operational Delivery","Unknown","Male","3500","3420","25830","22850"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Declared non-disabled","Female","30","30","[c]","[c]"
"New entrant CS","2021","Operational Research","Declared non-disabled","Male","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Declared disabled","Female","60","50","23340","20920"
"New entrant CS","2021","Other","Declared disabled","Male","50","50","[c]","[c]"
"New entrant CS","2021","Other","Declared non-disabled","Female","560","540","26560","22210"
"New entrant CS","2021","Other","Declared non-disabled","Male","530","530","29450","26090"
"New entrant CS","2021","Other","Undeclared","Female","40","30","[c]","[c]"
"New entrant CS","2021","Other","Undeclared","Male","40","40","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Female","290","280","29530","27400"
"New entrant CS","2021","Other","Unknown","Male","270","270","30060","26350"
"New entrant CS","2021","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Declared disabled","Female","140","140","34580","32790"
"New entrant CS","2021","Policy","Declared disabled","Male","80","80","35170","32790"
"New entrant CS","2021","Policy","Declared non-disabled","Female","760","750","35820","33570"
"New entrant CS","2021","Policy","Declared non-disabled","Male","650","650","37620","33570"
"New entrant CS","2021","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Undeclared","Female","100","100","36130","32350"
"New entrant CS","2021","Policy","Undeclared","Male","100","90","37610","34710"
"New entrant CS","2021","Policy","Unknown","Female","870","840","37280","32790"
"New entrant CS","2021","Policy","Unknown","Male","630","630","40290","33730"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","Male","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Female","350","340","35870","33300"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Male","360","360","39990","37000"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","170","170","36560","33570"
"New entrant CS","2021","Project Delivery","Unknown","Male","180","180","38360","36740"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Female","100","90","29560","26670"
"New entrant CS","2021","Property","Declared non-disabled","Male","190","190","35010","33000"
"New entrant CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","70","70","32440","28730"
"New entrant CS","2021","Property","Unknown","Male","100","100","37120","30000"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Declared non-disabled","Female","60","60","25420","24620"
"New entrant CS","2021","Psychology","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Declared disabled","Female","70","60","29140","27750"
"New entrant CS","2021","Science and Engineering","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Declared non-disabled","Female","480","430","32190","30450"
"New entrant CS","2021","Science and Engineering","Declared non-disabled","Male","470","470","31990","29270"
"New entrant CS","2021","Science and Engineering","Undeclared","Female","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","140","140","26740","22960"
"New entrant CS","2021","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Female","90","90","24780","20920"
"New entrant CS","2021","Security","Declared non-disabled","Male","300","300","26310","23540"
"New entrant CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","70","70","28890","24620"
"New entrant CS","2021","Security","Unknown","Male","240","240","29070","25540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Declared non-disabled","Female","70","70","33670","32540"
"New entrant CS","2021","Social Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Female","60","60","33610","32540"
"New entrant CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Declared non-disabled","Female","90","90","34170","31450"
"New entrant CS","2021","Statistics","Declared non-disabled","Male","90","90","34730","31810"
"New entrant CS","2021","Statistics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Female","70","70","33580","32540"
"New entrant CS","2021","Statistics","Unknown","Male","60","60","31610","29830"
"New entrant CS","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Tax","Declared disabled","Male","50","50","[c]","[c]"
