"Status","Year","Organisation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","50","50","38940","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Anglia","50","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Wales","50","50","36580","29250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","60910","53320"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Greater Manchester","140","140","47820","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Hampshire and Isle of Wight","60","60","54740","53320"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Inner London - East","180","180","48510","40600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Inner London - West","2160","2140","46160","33390"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Lancashire","40","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Merseyside","80","80","50490","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North Yorkshire","190","180","27950","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northumberland and Tyne and Wear","60","50","30180","28000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outer London - South","50","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South Yorkshire","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","450","440","34640","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Yorkshire","100","100","50070","50120"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Dorset and Somerset","80","70","32540","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","East Anglia","310","300","33150","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Dorset and Somerset","50","50","34430","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","East Anglia","120","110","39770","37280"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Declared non-disabled","Inner London - West","40","40","[c]","[c]"
"In post","2021","Charity Commission","Declared non-disabled","Merseyside","160","150","32980","29160"
"In post","2021","Charity Commission","Unknown","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Charity Commission","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Inner London - West","30","30","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Merseyside","130","120","32520","29160"
"In post","2021","Companies House","Declared disabled","East Wales","70","60","32210","25100"
"In post","2021","Companies House","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Declared non-disabled","East Wales","630","590","32410","27460"
"In post","2021","Companies House","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","East Wales","60","60","30200","25460"
"In post","2021","Companies House","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","East Wales","270","240","28130","22490"
"In post","2021","Companies House","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared disabled","Inner London - East","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared non-disabled","Eastern Scotland","50","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Declared non-disabled","Inner London - East","660","640","59810","56360"
"In post","2021","Competition and Markets Authority","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Inner London - East","80","70","72600","74650"
"In post","2021","Criminal Injuries Compensation Authority","Declared disabled","West Central Scotland","40","30","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Declared non-disabled","West Central Scotland","160","150","27760","22720"
"In post","2021","Criminal Injuries Compensation Authority","Undeclared","West Central Scotland","70","70","23640","22570"
"In post","2021","Criminal Injuries Compensation Authority","Unknown","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","East Anglia","50","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","Merseyside","110","110","40100","35290"
"In post","2021","Crown Commercial Service","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","East Anglia","110","100","33760","31670"
"In post","2021","Crown Commercial Service","Unknown","East Wales","80","70","33290","29900"
"In post","2021","Crown Commercial Service","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Inner London - East","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Merseyside","260","260","37280","34800"
"In post","2021","Crown Commercial Service","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared disabled","West Central Scotland","50","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Eastern Scotland","680","640","36540","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Highlands and Islands","70","60","34270","23910"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","North Eastern Scotland","80","80","33830","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Southern Scotland","240","220","34730","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","West Central Scotland","730","670","35180","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
