"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Department for Work and Pensions","350","330","26390","27570"
"In post","2021","North East (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","HM Revenue and Customs","330","310","28150","25560"
"In post","2021","North East (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Home Office","40","40","[c]","[c]"
"In post","2021","North East (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Ministry of Justice","150","140","29070","26300"
"In post","2021","North East (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Education","40","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Transport","100","80","25540","26470"
"In post","2021","North East (England)","Undeclared","Department for Work and Pensions","680","600","27260","27570"
"In post","2021","North East (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","HM Land Registry","80","70","30750","27130"
"In post","2021","North East (England)","Undeclared","HM Revenue and Customs","660","580","28360","25560"
"In post","2021","North East (England)","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Home Office","120","110","25770","25040"
"In post","2021","North East (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Ministry of Justice","330","300","29760","28200"
"In post","2021","North East (England)","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Attorney General's Departments","80","70","38190","28430"
"In post","2021","North East (England)","Unknown","Cabinet Office","70","70","34980","28630"
"In post","2021","North East (England)","Unknown","Department for Business, Energy and Industrial Strategy","70","60","27450","24250"
"In post","2021","North East (England)","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Department for Education","80","80","36970","36500"
"In post","2021","North East (England)","Unknown","Department for Environment, Food and Rural Affairs","150","150","28690","24920"
"In post","2021","North East (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Department for Transport","40","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","Department for Work and Pensions","2160","1850","26550","26120"
"In post","2021","North East (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","HM Land Registry","190","180","26050","22350"
"In post","2021","North East (England)","Unknown","HM Revenue and Customs","4120","3600","25240","21440"
"In post","2021","North East (England)","Unknown","Home Office","40","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Justice","760","690","28040","26810"
"In post","2021","North East (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Attorney General's Departments","710","670","38990","33310"
"In post","2021","North West (England)","Heterosexual / straight","Cabinet Office","170","160","44130","37300"
"In post","2021","North West (England)","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Charity Commission","170","160","32590","29160"
"In post","2021","North West (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","260","250","34320","34270"
"In post","2021","North West (England)","Heterosexual / straight","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Department for Education","820","800","40660","36780"
"In post","2021","North West (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","790","720","30760","26140"
"In post","2021","North West (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Department for Transport","270","260","29700","26780"
"In post","2021","North West (England)","Heterosexual / straight","Department for Work and Pensions","11780","10700","27950","27570"
"In post","2021","North West (England)","Heterosexual / straight","Department of Health and Social Care","410","380","37050","31240"
"In post","2021","North West (England)","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","HM Land Registry","480","430","30590","27130"
"In post","2021","North West (England)","Heterosexual / straight","HM Revenue and Customs","7180","6650","31860","28130"
"In post","2021","North West (England)","Heterosexual / straight","HM Treasury","50","40","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Home Office","5990","5550","26980","24890"
"In post","2021","North West (England)","Heterosexual / straight","Ministry of Defence","1490","1410","29220","26670"
"In post","2021","North West (England)","Heterosexual / straight","Ministry of Housing, Communities and Local Government","120","120","36540","34690"
"In post","2021","North West (England)","Heterosexual / straight","Ministry of Justice","6530","6060","28590","25790"
"In post","2021","North West (England)","Heterosexual / straight","National Crime Agency","1000","980","36140","35950"
"In post","2021","North West (England)","Heterosexual / straight","Office for Standards in Education","390","370","40700","32010"
"In post","2021","North West (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Other Cabinet Office Agencies","300","290","39620","35420"
"In post","2021","North West (England)","LGBO","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","North West (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Department for Education","90","90","39150","36500"
"In post","2021","North West (England)","LGBO","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2021","North West (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Department for Work and Pensions","680","650","27440","27570"
"In post","2021","North West (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","HM Revenue and Customs","430","420","30880","25860"
"In post","2021","North West (England)","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Home Office","280","270","27040","24890"
"In post","2021","North West (England)","LGBO","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","North West (England)","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Ministry of Justice","460","440","27490","25400"
"In post","2021","North West (England)","LGBO","National Crime Agency","60","60","35460","32770"
"In post","2021","North West (England)","LGBO","Office for Standards in Education","50","50","35290","25880"
