"Status","Year","Region_ITL2","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","West Yorkshire","Yorkshire and The Humber","Unknown","1110","1090","28980","25520"
"New entrant CS","2022","Bedfordshire and Hertfordshire","East of England","Declared disabled","70","70","28540","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","East of England","Declared non-disabled","410","400","29380","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","East of England","Unknown","250","230","28770","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared disabled","100","100","30280","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared non-disabled","690","670","29390","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","470","450","28780","26310"
"New entrant CS","2022","Cheshire","North West (England)","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Cheshire","North West (England)","Declared non-disabled","270","260","27580","23170"
"New entrant CS","2022","Cheshire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","North West (England)","Unknown","250","240","28290","24800"
"New entrant CS","2022","Cornwall and Isles of Scilly","South West (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","South West (England)","Declared non-disabled","150","150","25280","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","South West (England)","Unknown","60","60","26610","24850"
"New entrant CS","2022","Cumbria","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","North West (England)","Declared non-disabled","250","230","25940","21300"
"New entrant CS","2022","Cumbria","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","North West (England)","Unknown","70","70","28580","27350"
"New entrant CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Declared disabled","200","190","26670","26130"
"New entrant CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Declared non-disabled","1130","1090","26990","25000"
"New entrant CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Undeclared","70","70","27020","26820"
"New entrant CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","730","690","27500","26130"
"New entrant CS","2022","Devon","South West (England)","Declared disabled","80","80","26720","23170"
"New entrant CS","2022","Devon","South West (England)","Declared non-disabled","600","580","27480","24150"
"New entrant CS","2022","Devon","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","South West (England)","Unknown","330","310","26670","23140"
"New entrant CS","2022","Dorset and Somerset","South West (England)","Declared disabled","60","60","26800","25890"
"New entrant CS","2022","Dorset and Somerset","South West (England)","Declared non-disabled","390","370","27410","24800"
"New entrant CS","2022","Dorset and Somerset","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","South West (England)","Unknown","250","240","26300","23140"
"New entrant CS","2022","East Anglia","East of England","Declared disabled","160","150","26050","24690"
"New entrant CS","2022","East Anglia","East of England","Declared non-disabled","1090","1050","26690","24800"
"New entrant CS","2022","East Anglia","East of England","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","East Anglia","East of England","Unknown","480","450","27540","24800"
"New entrant CS","2022","East Wales","Wales","Declared disabled","190","180","27250","23880"
"New entrant CS","2022","East Wales","Wales","Declared non-disabled","1500","1460","29050","25860"
"New entrant CS","2022","East Wales","Wales","Undeclared","60","60","28290","26820"
"New entrant CS","2022","East Wales","Wales","Unknown","790","770","27180","23880"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared non-disabled","340","330","25210","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","200","190","25100","23140"
"New entrant CS","2022","Eastern Scotland","Scotland","Declared disabled","210","200","27190","26590"
"New entrant CS","2022","Eastern Scotland","Scotland","Declared non-disabled","1630","1610","29160","27230"
"New entrant CS","2022","Eastern Scotland","Scotland","Undeclared","60","60","29250","27230"
"New entrant CS","2022","Eastern Scotland","Scotland","Unknown","1390","1330","30200","27230"
"New entrant CS","2022","Essex","East of England","Declared disabled","50","50","27430","25600"
"New entrant CS","2022","Essex","East of England","Declared non-disabled","400","380","28840","24800"
"New entrant CS","2022","Essex","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","East of England","Unknown","300","280","26910","24880"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared disabled","290","280","31290","27130"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared non-disabled","2260","2190","30780","27570"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","100","90","29860","26920"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","1080","1040","30510","26580"
"New entrant CS","2022","Greater Manchester","North West (England)","Declared disabled","220","210","29040","26590"
"New entrant CS","2022","Greater Manchester","North West (England)","Declared non-disabled","1760","1710","28280","26590"
"New entrant CS","2022","Greater Manchester","North West (England)","Undeclared","90","80","29380","26590"
"New entrant CS","2022","Greater Manchester","North West (England)","Unknown","1370","1320","29540","26590"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","Declared disabled","120","120","26790","23990"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","Declared non-disabled","1000","950","29240","26130"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","Undeclared","70","60","28150","25660"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","Unknown","600","540","28270","24880"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared disabled","70","70","27810","26350"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared non-disabled","380","360","26830","24620"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","180","170","25940","23140"
"New entrant CS","2022","Highlands and Islands","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Scotland","Declared non-disabled","110","100","28050","27230"
"New entrant CS","2022","Highlands and Islands","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Scotland","Unknown","60","50","27340","27020"
"New entrant CS","2022","Inner London - East","London","Declared disabled","240","230","34540","31060"
"New entrant CS","2022","Inner London - East","London","Declared non-disabled","1690","1650","38040","32330"
"New entrant CS","2022","Inner London - East","London","Undeclared","80","80","37060","32020"
"New entrant CS","2022","Inner London - East","London","Unknown","870","840","36820","32090"
"New entrant CS","2022","Inner London - West","London","Declared disabled","520","510","36200","32790"
"New entrant CS","2022","Inner London - West","London","Declared non-disabled","3560","3510","38180","34020"
"New entrant CS","2022","Inner London - West","London","Undeclared","280","280","36680","34020"
"New entrant CS","2022","Inner London - West","London","Unknown","3400","3190","37610","32790"
"New entrant CS","2022","Kent","South East (England)","Declared disabled","90","90","27530","26130"
"New entrant CS","2022","Kent","South East (England)","Declared non-disabled","480","460","27010","25000"
"New entrant CS","2022","Kent","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","South East (England)","Unknown","510","480","26250","24880"
"New entrant CS","2022","Lancashire","North West (England)","Declared disabled","160","160","24970","21260"
"New entrant CS","2022","Lancashire","North West (England)","Declared non-disabled","950","920","26150","23140"
"New entrant CS","2022","Lancashire","North West (England)","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Lancashire","North West (England)","Unknown","450","430","25810","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared disabled","100","100","25920","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared non-disabled","590","570","24950","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","330","310","25010","23140"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","Declared non-disabled","300","290","27100","25000"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","Unknown","90","80","27260","26350"
"New entrant CS","2022","Merseyside","North West (England)","Declared disabled","240","230","26710","24880"
"New entrant CS","2022","Merseyside","North West (England)","Declared non-disabled","1430","1400","25900","23320"
"New entrant CS","2022","Merseyside","North West (England)","Undeclared","80","80","26450","23170"
"New entrant CS","2022","Merseyside","North West (England)","Unknown","1100","1060","25650","24800"
"New entrant CS","2022","North Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","Scotland","Declared non-disabled","140","140","32380","27570"
"New entrant CS","2022","North Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Eastern Scotland","Scotland","Unknown","110","110","28410","27230"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","Declared disabled","70","70","32330","29180"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","Declared non-disabled","410","390","31050","26370"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","Unknown","170","160","30380","28000"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Declared non-disabled","260","260","29160","26590"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Unknown","300","290","26610","24470"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","Declared disabled","220","210","25720","22170"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","Declared non-disabled","1830","1780","26240","21800"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","Undeclared","90","90","25850","21260"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","Unknown","850","820","26460","24880"
"New entrant CS","2022","Outer London - East and North East","London","Declared disabled","60","60","30030","30200"
"New entrant CS","2022","Outer London - East and North East","London","Declared non-disabled","390","380","30350","31060"
"New entrant CS","2022","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Outer London - East and North East","London","Unknown","220","210","29090","29020"
"New entrant CS","2022","Outer London - South","London","Declared disabled","80","80","35220","31060"
"New entrant CS","2022","Outer London - South","London","Declared non-disabled","420","410","32930","31060"
"New entrant CS","2022","Outer London - South","London","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Outer London - South","London","Unknown","630","620","34480","30600"
"New entrant CS","2022","Outer London - West and North West","London","Declared disabled","90","80","31260","31060"
"New entrant CS","2022","Outer London - West and North West","London","Declared non-disabled","670","630","31560","31020"
"New entrant CS","2022","Outer London - West and North West","London","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Outer London - West and North West","London","Unknown","470","450","29690","28650"
"New entrant CS","2022","Overseas","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","Declared disabled","100","90","26320","24170"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","Declared non-disabled","620","600","27590","24090"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","Unknown","350","330","28040","24430"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","Declared disabled","100","100","27860","25300"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","Declared non-disabled","520","500","28100","26310"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","Unknown","580","560","29430","25000"
"New entrant CS","2022","Southern Scotland","Scotland","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scotland","Declared non-disabled","440","430","24580","21260"
"New entrant CS","2022","Southern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","Scotland","Unknown","210","210","24240","22000"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","Declared disabled","100","100","28630","27570"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","Declared non-disabled","780","750","28840","26970"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","Unknown","410","370","29230","25770"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","Declared disabled","90","80","28750","27330"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","Declared non-disabled","660","650","26450","23170"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","Unknown","430","420","26910","23140"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","250","240","31810","29230"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","570","490","27780","26310"
"New entrant CS","2022","West Central Scotland","Scotland","Declared disabled","220","220","27560","25730"
"New entrant CS","2022","West Central Scotland","Scotland","Declared non-disabled","1700","1670","29300","27230"
"New entrant CS","2022","West Central Scotland","Scotland","Undeclared","50","50","28610","27230"
"New entrant CS","2022","West Central Scotland","Scotland","Unknown","1180","1140","28780","26580"
"New entrant CS","2022","West Midlands","West Midlands (England)","Declared disabled","270","250","28230","27570"
"New entrant CS","2022","West Midlands","West Midlands (England)","Declared non-disabled","1840","1790","28750","26590"
"New entrant CS","2022","West Midlands","West Midlands (England)","Undeclared","90","90","29510","27570"
"New entrant CS","2022","West Midlands","West Midlands (England)","Unknown","1310","1250","28320","25000"
"New entrant CS","2022","West Wales and The Valleys","Wales","Declared disabled","100","100","25400","22600"
"New entrant CS","2022","West Wales and The Valleys","Wales","Declared non-disabled","980","950","25970","21840"
"New entrant CS","2022","West Wales and The Valleys","Wales","Undeclared","70","70","25800","21840"
"New entrant CS","2022","West Wales and The Valleys","Wales","Unknown","540","500","24650","21840"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","Declared disabled","220","200","29880","26970"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","1660","1610","28910","26590"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","Undeclared","80","70","29620","26590"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","Unknown","1440","1300","29160","26310"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
