"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Corporate Finance","Female","40","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","Male","100","100","46270","46080"
"In post","2021","Defence Science and Technology Laboratory","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Human Resources","Female","70","60","34950","28660"
"In post","2021","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Operational Delivery","Female","230","220","34660","28660"
"In post","2021","Defence Science and Technology Laboratory","Operational Delivery","Male","150","150","45500","46080"
"In post","2021","Defence Science and Technology Laboratory","Operational Research","Female","160","150","40950","40130"
"In post","2021","Defence Science and Technology Laboratory","Operational Research","Male","330","320","43650","46080"
"In post","2021","Defence Science and Technology Laboratory","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Project Delivery","Female","260","240","38430","37320"
"In post","2021","Defence Science and Technology Laboratory","Project Delivery","Male","200","190","43770","46080"
"In post","2021","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Science and Engineering","Female","620","580","37440","37320"
"In post","2021","Defence Science and Technology Laboratory","Science and Engineering","Male","1880","1840","40770","37940"
"In post","2021","Defence Science and Technology Laboratory","Security","Female","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","70","70","49280","46680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","60","60","46510","45070"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","80","70","46500","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","110","110","46560","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","190","190","46630","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","80","80","52890","56380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","90","90","52980","53860"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","100","90","47030","45970"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","290","280","44010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","240","240","46240","40820"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","1840","1770","48090","47310"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","1900","1880","51090","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","Male","60","60","52650","47630"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Male","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","Female","60","60","36790","34280"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","Male","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Female","600","590","48110","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Male","480","470","48860","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","110","46650","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Male","100","100","51120","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
