"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","Female","Southern Scotland","180","160","21820","20140"
"In post","2021","Debt","Female","Surrey, East and West Sussex","40","30","[c]","[c]"
"In post","2021","Debt","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Female","West Central Scotland","340","270","22750","20640"
"In post","2021","Debt","Female","West Midlands","250","210","22010","20140"
"In post","2021","Debt","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Female","West Yorkshire","230","190","24080","21440"
"In post","2021","Debt","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Derbyshire and Nottinghamshire","120","110","21210","20140"
"In post","2021","Debt","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","East Wales","170","160","23100","20140"
"In post","2021","Debt","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Eastern Scotland","310","300","21590","20140"
"In post","2021","Debt","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Inner London - East","100","100","28950","25630"
"In post","2021","Debt","Male","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Merseyside","140","140","22600","20140"
"In post","2021","Debt","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Northumberland and Tyne and Wear","260","250","21800","20140"
"In post","2021","Debt","Male","Outer London - South","90","90","27940","24120"
"In post","2021","Debt","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","Southern Scotland","120","120","21680","20140"
"In post","2021","Debt","Male","Surrey, East and West Sussex","40","30","[c]","[c]"
"In post","2021","Debt","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","West Central Scotland","180","170","21650","20140"
"In post","2021","Debt","Male","West Midlands","170","160","21520","20140"
"In post","2021","Debt","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Male","West Yorkshire","190","180","22900","20140"
"In post","2021","Digital, Data & Technology","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Berkshire, Buckinghamshire and Oxfordshire","90","80","40030","38200"
"In post","2021","Digital, Data & Technology","Female","Cheshire","60","50","40530","36740"
"In post","2021","Digital, Data & Technology","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Derbyshire and Nottinghamshire","80","70","42170","39670"
"In post","2021","Digital, Data & Technology","Female","Devon","420","380","37380","38450"
"In post","2021","Digital, Data & Technology","Female","Dorset and Somerset","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","East Anglia","60","60","33220","29760"
"In post","2021","Digital, Data & Technology","Female","East Wales","360","340","38280","36070"
"In post","2021","Digital, Data & Technology","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Eastern Scotland","70","70","37810","34150"
"In post","2021","Digital, Data & Technology","Female","Essex","80","80","38710","35000"
"In post","2021","Digital, Data & Technology","Female","Gloucestershire, Wiltshire and Bath/Bristol area","280","260","36860","33390"
"In post","2021","Digital, Data & Technology","Female","Greater Manchester","130","130","41390","38630"
"In post","2021","Digital, Data & Technology","Female","Hampshire and Isle of Wight","130","130","35250","32100"
"In post","2021","Digital, Data & Technology","Female","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Inner London - East","560","550","48230","46350"
"In post","2021","Digital, Data & Technology","Female","Inner London - West","740","720","47400","44500"
"In post","2021","Digital, Data & Technology","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Merseyside","130","120","36730","33300"
"In post","2021","Digital, Data & Technology","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","North Yorkshire","60","60","36960","34680"
"In post","2021","Digital, Data & Technology","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Northumberland and Tyne and Wear","260","240","39410","35290"
"In post","2021","Digital, Data & Technology","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Outer London - West and North West","50","50","38580","36800"
"In post","2021","Digital, Data & Technology","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","Shropshire and Staffordshire","190","180","38020","35000"
"In post","2021","Digital, Data & Technology","Female","South Yorkshire","90","80","42550","38290"
"In post","2021","Digital, Data & Technology","Female","Southern Scotland","90","90","37490","33930"
"In post","2021","Digital, Data & Technology","Female","Surrey, East and West Sussex","120","110","35500","31810"
"In post","2021","Digital, Data & Technology","Female","Tees Valley and Durham","50","50","34550","34830"
"In post","2021","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Female","West Midlands","190","180","40840","37000"
"In post","2021","Digital, Data & Technology","Female","West Wales and The Valleys","240","220","34230","31380"
"In post","2021","Digital, Data & Technology","Female","West Yorkshire","190","180","36490","31810"
"In post","2021","Digital, Data & Technology","Male","Bedfordshire and Hertfordshire","60","60","37160","37640"
"In post","2021","Digital, Data & Technology","Male","Berkshire, Buckinghamshire and Oxfordshire","180","170","42560","40170"
"In post","2021","Digital, Data & Technology","Male","Cheshire","80","80","42960","45480"
"In post","2021","Digital, Data & Technology","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Derbyshire and Nottinghamshire","130","130","37920","33590"
"In post","2021","Digital, Data & Technology","Male","Devon","960","930","40280","39650"
"In post","2021","Digital, Data & Technology","Male","Dorset and Somerset","180","180","38750","35340"
"In post","2021","Digital, Data & Technology","Male","East Anglia","100","100","34470","32960"
"In post","2021","Digital, Data & Technology","Male","East Wales","690","690","40710","38000"
"In post","2021","Digital, Data & Technology","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Eastern Scotland","200","200","39240","35230"
"In post","2021","Digital, Data & Technology","Male","Essex","220","210","37060","34620"
"In post","2021","Digital, Data & Technology","Male","Gloucestershire, Wiltshire and Bath/Bristol area","440","430","40190","38630"
"In post","2021","Digital, Data & Technology","Male","Greater Manchester","240","230","39410","37860"
"In post","2021","Digital, Data & Technology","Male","Hampshire and Isle of Wight","230","220","37230","33890"
"In post","2021","Digital, Data & Technology","Male","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Inner London - East","730","720","53160","54700"
"In post","2021","Digital, Data & Technology","Male","Inner London - West","1140","1130","49650","45940"
"In post","2021","Digital, Data & Technology","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Lancashire","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Merseyside","170","160","37510","33300"
"In post","2021","Digital, Data & Technology","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","North Yorkshire","90","90","40170","37910"
"In post","2021","Digital, Data & Technology","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Northumberland and Tyne and Wear","420","410","38750","38630"
"In post","2021","Digital, Data & Technology","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Outer London - South","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Outer London - West and North West","100","100","43230","43170"
"In post","2021","Digital, Data & Technology","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Shropshire and Staffordshire","210","210","43420","38630"
"In post","2021","Digital, Data & Technology","Male","South Yorkshire","140","140","44490","42220"
"In post","2021","Digital, Data & Technology","Male","Southern Scotland","170","160","39960","36030"
"In post","2021","Digital, Data & Technology","Male","Surrey, East and West Sussex","160","150","38220","38300"
"In post","2021","Digital, Data & Technology","Male","Tees Valley and Durham","50","50","39590","37410"
"In post","2021","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","West Central Scotland","100","100","36800","33300"
"In post","2021","Digital, Data & Technology","Male","West Midlands","310","300","40740","37000"
"In post","2021","Digital, Data & Technology","Male","West Wales and The Valleys","580","580","41830","40080"
"In post","2021","Digital, Data & Technology","Male","West Yorkshire","270","260","38270","33880"
"In post","2021","Digital, Data & Technology","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Bedfordshire and Hertfordshire","60","60","42410","38620"
"In post","2021","Finance","Female","Berkshire, Buckinghamshire and Oxfordshire","170","160","37060","33000"
"In post","2021","Finance","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Derbyshire and Nottinghamshire","110","110","35150","31810"
"In post","2021","Finance","Female","Devon","40","40","[c]","[c]"
"In post","2021","Finance","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","East Anglia","90","80","32240","26930"
"In post","2021","Finance","Female","East Wales","110","100","31560","27290"
"In post","2021","Finance","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Eastern Scotland","120","120","35410","31810"
"In post","2021","Finance","Female","Essex","150","130","29730","28130"
"In post","2021","Finance","Female","Gloucestershire, Wiltshire and Bath/Bristol area","630","580","37030","33300"
"In post","2021","Finance","Female","Greater Manchester","140","130","39950","36900"
"In post","2021","Finance","Female","Hampshire and Isle of Wight","250","230","36240","33300"
"In post","2021","Finance","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Inner London - East","200","190","45240","40850"
"In post","2021","Finance","Female","Inner London - West","960","920","46880","41870"
"In post","2021","Finance","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Lancashire","50","40","[c]","[c]"
"In post","2021","Finance","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Merseyside","110","100","34290","28970"
"In post","2021","Finance","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","North Yorkshire","80","70","37730","36520"
