"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Declared non-disabled","HM Revenue and Customs","12120","11300","36950","33370"
"In post","2022","50-59","Declared non-disabled","HM Treasury","270","260","52250","49750"
"In post","2022","50-59","Declared non-disabled","Home Office","7130","6700","33500","28810"
"In post","2022","50-59","Declared non-disabled","Ministry of Defence","13010","12730","35890","33300"
"In post","2022","50-59","Declared non-disabled","Ministry of Justice","14580","13760","32580","30110"
"In post","2022","50-59","Declared non-disabled","National Crime Agency","570","560","46240","43710"
"In post","2022","50-59","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","460","450","58820","59810"
"In post","2022","50-59","Declared non-disabled","Office of Gas and Electricity Markets","130","130","55650","53510"
"In post","2022","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Office of Rail and Road","80","80","60760","61010"
"In post","2022","50-59","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Scottish Government","3020","2910","43490","37710"
"In post","2022","50-59","Declared non-disabled","The National Archives","70","70","39770","36720"
"In post","2022","50-59","Declared non-disabled","UK Export Finance","90","90","60360","52500"
"In post","2022","50-59","Declared non-disabled","UK Statistics Authority","710","630","35870","30810"
"In post","2022","50-59","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Water Services Regulation Authority","50","50","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Welsh Government","1480","1420","45750","44200"
"In post","2022","50-59","Undeclared","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","50-59","Undeclared","Cabinet Office","70","70","44780","40250"
"In post","2022","50-59","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","100","100","43840","37680"
"In post","2022","50-59","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Department for Education","100","100","44630","39790"
"In post","2022","50-59","Undeclared","Department for Environment, Food and Rural Affairs","160","150","37580","33840"
"In post","2022","50-59","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"In post","2022","50-59","Undeclared","Department for Transport","300","280","33720","28200"
"In post","2022","50-59","Undeclared","Department for Work and Pensions","1330","1240","29400","27570"
"In post","2022","50-59","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Food Standards Agency","70","70","39960","37350"
"In post","2022","50-59","Undeclared","Foreign, Commonwealth and Development Office","110","110","51300","46650"
"In post","2022","50-59","Undeclared","HM Land Registry","140","120","34410","33840"
"In post","2022","50-59","Undeclared","HM Revenue and Customs","1280","1200","36360","33370"
"In post","2022","50-59","Undeclared","HM Treasury","40","40","[c]","[c]"
"In post","2022","50-59","Undeclared","Home Office","700","660","32920","29080"
"In post","2022","50-59","Undeclared","Ministry of Defence","1680","1650","34310","33000"
"In post","2022","50-59","Undeclared","Ministry of Justice","3340","3150","32470","31650"
"In post","2022","50-59","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Scottish Government","100","100","40920","37710"
"In post","2022","50-59","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","UK Statistics Authority","50","40","[c]","[c]"
"In post","2022","50-59","Undeclared","Welsh Government","70","60","47560","47470"
"In post","2022","50-59","Unknown","Attorney General's Departments","390","360","52010","53350"
"In post","2022","50-59","Unknown","Cabinet Office","600","590","62740","58190"
"In post","2022","50-59","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Charity Commission","50","50","31710","29300"
"In post","2022","50-59","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy","390","370","36920","34500"
"In post","2022","50-59","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Department for Education","180","180","42440","37660"
"In post","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs","160","150","42730","38010"
"In post","2022","50-59","Unknown","Department for International Trade","80","80","57770","53340"
"In post","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities","90","80","46590","47660"
"In post","2022","50-59","Unknown","Department for Transport","520","510","31250","26700"
"In post","2022","50-59","Unknown","Department for Work and Pensions","530","510","30390","27570"
"In post","2022","50-59","Unknown","Department of Health and Social Care","1280","1230","54390","50410"
"In post","2022","50-59","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","290","280","55280","56590"
"In post","2022","50-59","Unknown","HM Land Registry","210","190","29220","22600"
"In post","2022","50-59","Unknown","HM Revenue and Customs","4160","3790","31790","26820"
"In post","2022","50-59","Unknown","HM Treasury","40","40","[c]","[c]"
"In post","2022","50-59","Unknown","Home Office","850","770","34810","30570"
"In post","2022","50-59","Unknown","Ministry of Defence","2560","2510","36030","33270"
"In post","2022","50-59","Unknown","Ministry of Justice","1410","1300","28910","26360"
"In post","2022","50-59","Unknown","National Crime Agency","940","930","43010","40170"
"In post","2022","50-59","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2022","50-59","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Scottish Government","2830","2690","38430","35000"
"In post","2022","50-59","Unknown","The National Archives","60","50","38400","34770"
"In post","2022","50-59","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","UK Statistics Authority","350","280","29790","23430"
"In post","2022","50-59","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Welsh Government","70","60","49130","47470"
"In post","2022","60-64","Declared disabled","Attorney General's Departments","100","90","45570","51950"
"In post","2022","60-64","Declared disabled","Cabinet Office","50","40","[c]","[c]"
"In post","2022","60-64","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy","80","70","36300","34500"
"In post","2022","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Department for Education","30","30","[c]","[c]"
"In post","2022","60-64","Declared disabled","Department for Environment, Food and Rural Affairs","100","90","33240","29180"
"In post","2022","60-64","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Department for Transport","210","160","28180","26780"
"In post","2022","60-64","Declared disabled","Department for Work and Pensions","2240","1730","26820","27570"
"In post","2022","60-64","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2022","60-64","Declared disabled","HM Land Registry","70","50","30150","27130"
"In post","2022","60-64","Declared disabled","HM Revenue and Customs","790","610","30670","26820"
"In post","2022","60-64","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Home Office","280","240","29840","27370"
"In post","2022","60-64","Declared disabled","Ministry of Defence","600","550","32470","29200"
"In post","2022","60-64","Declared disabled","Ministry of Justice","1190","990","29170","27380"
"In post","2022","60-64","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
