"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","SEO/HEO","540","530","35520","35480"
"In post","2021","LGBO","Ministry of Defence","Unknown","60","50","35390","32710"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","G6/G7","100","100","57040","53870"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","SEO/HEO","90","90","36060","34610"
"In post","2021","LGBO","Ministry of Justice","AA/AO","1770","1720","24870","23970"
"In post","2021","LGBO","Ministry of Justice","EO","460","450","28410","27380"
"In post","2021","LGBO","Ministry of Justice","G6/G7","160","160","61700","59990"
"In post","2021","LGBO","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Justice","SEO/HEO","570","560","37740","36800"
"In post","2021","LGBO","Ministry of Justice","Unknown","590","560","29210","27730"
"In post","2021","LGBO","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","EO","110","100","32360","32770"
"In post","2021","LGBO","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","National Crime Agency","SEO/HEO","60","60","43040","44720"
"In post","2021","LGBO","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","G6/G7","50","50","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","SEO/HEO","40","40","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","AA/AO","180","180","22660","22230"
"In post","2021","LGBO","Scottish Government","EO","160","160","29110","28410"
"In post","2021","LGBO","Scottish Government","G6/G7","120","120","62000","61010"
"In post","2021","LGBO","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","SEO/HEO","320","310","37660","36140"
"In post","2021","LGBO","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","United Kingdom Statistics Authority","EO","40","40","[c]","[c]"
"In post","2021","LGBO","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","United Kingdom Statistics Authority","SEO/HEO","120","120","33640","32540"
"In post","2021","LGBO","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Welsh Government","EO","40","40","[c]","[c]"
"In post","2021","LGBO","Welsh Government","G6/G7","40","40","[c]","[c]"
"In post","2021","LGBO","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Welsh Government","SEO/HEO","90","90","40350","37410"
"In post","2021","Undeclared","Attorney General's Departments","AA/AO","50","50","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","EO","60","60","28230","27710"
"In post","2021","Undeclared","Attorney General's Departments","G6/G7","210","190","59040","55610"
"In post","2021","Undeclared","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","AA/AO","40","30","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","EO","60","60","27560","27500"
"In post","2021","Undeclared","Cabinet Office","G6/G7","190","190","58830","56680"
"In post","2021","Undeclared","Cabinet Office","SCS","40","40","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","SEO/HEO","170","170","36590","35040"
"In post","2021","Undeclared","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","G6/G7","40","40","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","60","60","22150","22490"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","EO","110","100","27620","27460"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","340","330","59300","57620"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","390","380","38390","38670"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","50","50","58050","56750"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Undeclared","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","EO","60","50","27450","26000"
"In post","2021","Undeclared","Department for Education","G6/G7","210","210","56610","53760"
"In post","2021","Undeclared","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","SEO/HEO","250","240","36030","36660"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","110","100","21520","21050"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","EO","160","150","26420","25670"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","190","180","54620","53870"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","380","360","35500","35900"
"In post","2021","Undeclared","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","G6/G7","60","60","54900","51970"
"In post","2021","Undeclared","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","SEO/HEO","70","70","36440","37440"
"In post","2021","Undeclared","Department for Transport","AA/AO","1280","1030","20920","21590"
"In post","2021","Undeclared","Department for Transport","EO","840","750","28000","26780"
"In post","2021","Undeclared","Department for Transport","G6/G7","220","210","61520","57960"
"In post","2021","Undeclared","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport","SEO/HEO","570","550","37820","36880"
"In post","2021","Undeclared","Department for Work and Pensions","AA/AO","2610","2230","21180","21010"
"In post","2021","Undeclared","Department for Work and Pensions","EO","3790","3390","28060","27570"
