"Status","Year","Region_ITL3","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","Unknown","20-29","80","80","29230","30150"
"In post","2021","Bexley and Greenwich","Unknown","30-39","80","80","30760","31060"
"In post","2021","Bexley and Greenwich","Unknown","40-49","80","80","30570","31060"
"In post","2021","Bexley and Greenwich","Unknown","50-59","130","120","32550","31480"
"In post","2021","Bexley and Greenwich","Unknown","60-64","40","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","20-29","1040","1020","25960","24890"
"In post","2021","Birmingham","Heterosexual / straight","30-39","1840","1740","29860","27570"
"In post","2021","Birmingham","Heterosexual / straight","40-49","1770","1660","34540","30190"
"In post","2021","Birmingham","Heterosexual / straight","50-59","2040","1920","34080","28200"
"In post","2021","Birmingham","Heterosexual / straight","60-64","540","450","31040","27570"
"In post","2021","Birmingham","Heterosexual / straight","65+","110","90","30520","27530"
"In post","2021","Birmingham","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","20-29","90","90","26480","24500"
"In post","2021","Birmingham","LGBO","30-39","100","100","32690","31040"
"In post","2021","Birmingham","LGBO","40-49","80","70","34450","27570"
"In post","2021","Birmingham","LGBO","50-59","70","70","33030","30130"
"In post","2021","Birmingham","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","20-29","100","90","25880","24240"
"In post","2021","Birmingham","Undeclared","30-39","170","160","31180","27570"
"In post","2021","Birmingham","Undeclared","40-49","220","200","31580","27570"
"In post","2021","Birmingham","Undeclared","50-59","330","310","33130","27570"
"In post","2021","Birmingham","Undeclared","60-64","90","70","32070","27570"
"In post","2021","Birmingham","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","20-29","580","560","24260","21010"
"In post","2021","Birmingham","Unknown","30-39","640","600","29480","26530"
"In post","2021","Birmingham","Unknown","40-49","630","570","32280","27570"
"In post","2021","Birmingham","Unknown","50-59","810","750","31860","27570"
"In post","2021","Birmingham","Unknown","60-64","220","180","30520","27220"
"In post","2021","Birmingham","Unknown","65+","70","60","30710","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","20-29","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","30-39","70","60","26580","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","40-49","100","90","27200","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","50-59","100","90","28000","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","30-39","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","40-49","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Heterosexual / straight","20-29","390","380","24260","21010"
"In post","2021","Blackpool","Heterosexual / straight","30-39","470","440","27690","27570"
"In post","2021","Blackpool","Heterosexual / straight","40-49","830","760","30240","27570"
"In post","2021","Blackpool","Heterosexual / straight","50-59","1220","1120","31170","27570"
"In post","2021","Blackpool","Heterosexual / straight","60-64","270","210","28040","27570"
"In post","2021","Blackpool","Heterosexual / straight","65+","100","70","26120","22260"
"In post","2021","Blackpool","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","20-29","50","50","[c]","[c]"
"In post","2021","Blackpool","LGBO","30-39","30","30","[c]","[c]"
"In post","2021","Blackpool","LGBO","40-49","40","40","[c]","[c]"
"In post","2021","Blackpool","LGBO","50-59","50","50","[c]","[c]"
"In post","2021","Blackpool","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","30-39","30","30","[c]","[c]"
"In post","2021","Blackpool","Undeclared","40-49","110","100","29770","27570"
"In post","2021","Blackpool","Undeclared","50-59","180","160","30170","27570"
"In post","2021","Blackpool","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","20-29","130","130","25270","27570"
"In post","2021","Blackpool","Unknown","30-39","160","150","27510","27570"
"In post","2021","Blackpool","Unknown","40-49","390","350","29470","27570"
"In post","2021","Blackpool","Unknown","50-59","470","430","30900","27570"
"In post","2021","Blackpool","Unknown","60-64","120","100","27520","26120"
"In post","2021","Blackpool","Unknown","65+","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","20-29","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","30-39","70","70","25880","27420"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","40-49","110","100","27170","27570"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","50-59","190","170","27740","27370"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","60-64","70","60","26140","26270"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","65+","30","20","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","50-59","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","50-59","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Heterosexual / straight","20-29","250","240","24380","22920"
"In post","2021","Bradford","Heterosexual / straight","30-39","350","320","27070","25560"
"In post","2021","Bradford","Heterosexual / straight","40-49","400","360","29210","27570"
"In post","2021","Bradford","Heterosexual / straight","50-59","590","530","30400","27570"
"In post","2021","Bradford","Heterosexual / straight","60-64","170","130","27530","25560"
"In post","2021","Bradford","Heterosexual / straight","65+","40","30","[c]","[c]"
"In post","2021","Bradford","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","30-39","40","30","[c]","[c]"
"In post","2021","Bradford","Undeclared","40-49","50","50","25990","21440"
"In post","2021","Bradford","Undeclared","50-59","100","90","26500","25560"
"In post","2021","Bradford","Undeclared","60-64","30","20","[c]","[c]"
"In post","2021","Bradford","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","20-29","200","190","22760","20140"
"In post","2021","Bradford","Unknown","30-39","200","180","25870","25560"
"In post","2021","Bradford","Unknown","40-49","210","170","25720","21440"
"In post","2021","Bradford","Unknown","50-59","270","230","27160","21440"
"In post","2021","Bradford","Unknown","60-64","80","60","23810","21440"
"In post","2021","Bradford","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","20-29","80","80","24320","24440"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","30-39","90","80","28540","26810"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","40-49","80","70","30900","27570"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","50-59","100","90","31630","28520"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","60-64","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Heterosexual / straight","20-29","80","80","29570","31060"
"In post","2021","Brent","Heterosexual / straight","30-39","60","60","29670","31060"
"In post","2021","Brent","Heterosexual / straight","40-49","70","60","32860","31060"
"In post","2021","Brent","Heterosexual / straight","50-59","120","110","33170","30690"
"In post","2021","Brent","Heterosexual / straight","60-64","30","20","[c]","[c]"
"In post","2021","Brent","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Brent","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","50-59","30","30","[c]","[c]"
"In post","2021","Brent","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","50-59","60","50","34810","31060"
"In post","2021","Brent","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","20-29","60","60","24450","21010"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","30-39","90","90","26660","27570"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","40-49","120","110","29210","27570"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","50-59","170","160","28020","27570"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","60-64","60","50","26830","22690"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
