"Status","Year","Parent_department","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Finance","90","80","38780","34040"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Human Resources","100","90","35500","33350"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","No function","3990","3740","28590","26780"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Project Delivery","90","80","38290","39470"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Property","70","60","32390","31380"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Digital, Data & Technology","110","110","38310","34040"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Human Resources","40","30","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","No function","990","960","37110","33150"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","No function","180","170","36110","34290"
"In post","2021","Department for Transport","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Unknown","90950","81420","27650","27570"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Analysis","40","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Commercial","50","40","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Communications","30","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Digital, Data & Technology","60","60","39240","33460"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Human Resources","90","80","39880","35910"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","No function","2200","2070","43600","41480"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Project Delivery","50","40","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Health and Safety Executive","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Analysis","290","280","52060","53360"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Commercial","200","200","48750","40650"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Communications","190","180","43490","38360"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","170","170","43630","36820"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Finance","430","420","40100","36820"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Human Resources","130","130","39780","32790"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","No function","2020","1970","48000","42030"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Unknown","60","60","52120","53360"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Communications","50","50","40790","34270"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","70","70","46880","41040"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Unknown","1140","1100","48710","41520"
"In post","2021","Department of Health and Social Care","Public Health England","Commercial","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Public Health England","Communications","80","70","47540","42630"
"In post","2021","Department of Health and Social Care","Public Health England","Digital, Data & Technology","110","110","45230","42180"
"In post","2021","Department of Health and Social Care","Public Health England","Finance","150","150","43330","38750"
"In post","2021","Department of Health and Social Care","Public Health England","Human Resources","130","130","45460","40070"
"In post","2021","Department of Health and Social Care","Public Health England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Public Health England","No function","6380","5800","43820","37970"
"In post","2021","Department of Health and Social Care","Public Health England","Property","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","No function","90","80","62680","74730"
"In post","2021","ESTYN","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Security","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","Analysis","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","Communications","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Food Standards Agency","Counter Fraud","60","60","38850","37630"
"In post","2021","Food Standards Agency","Food Standards Agency","Digital, Data & Technology","60","60","44630","40350"
