"Status","Year","Profession_of_post","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Commercial","50","50","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","No function","210","190","37640","35020"
"In post","2021","Knowledge and Information Management","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Counter Fraud","1940","1860","31410","29570"
"In post","2021","Legal","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Legal","5660","5260","53840","52330"
"In post","2021","Legal","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Unknown","120","110","56660","60830"
"In post","2021","Legal","LGBO","Counter Fraud","100","100","31020","29570"
"In post","2021","Legal","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Legal","340","330","55860","54700"
"In post","2021","Legal","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Counter Fraud","340","320","33360","31810"
"In post","2021","Legal","Undeclared","Legal","660","610","53300","51450"
"In post","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Counter Fraud","950","910","30660","29570"
"In post","2021","Legal","Unknown","Legal","1980","1820","56030","55610"
"In post","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","No function","280","240","96480","96920"
"In post","2021","Medicine","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Heterosexual / straight","Unknown","1410","1280","45850","37890"
"In post","2021","Medicine","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Medicine","Undeclared","No function","60","40","102160","104580"
"In post","2021","Medicine","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Unknown","160","140","52300","44500"
"In post","2021","Medicine","Unknown","No function","110","100","110490","111980"
"In post","2021","Medicine","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","390","340","45900","37890"
"In post","2021","Operational Delivery","Heterosexual / straight","Analysis","350","330","32070","30130"
"In post","2021","Operational Delivery","Heterosexual / straight","Commercial","300","290","43830","39000"
"In post","2021","Operational Delivery","Heterosexual / straight","Communications","950","890","30540","28130"
"In post","2021","Operational Delivery","Heterosexual / straight","Counter Fraud","1830","1690","31130","29570"
"In post","2021","Operational Delivery","Heterosexual / straight","Debt","1850","1630","24380","21440"
"In post","2021","Operational Delivery","Heterosexual / straight","Digital, Data & Technology","300","290","36200","31810"
"In post","2021","Operational Delivery","Heterosexual / straight","Finance","460","430","30750","28130"
"In post","2021","Operational Delivery","Heterosexual / straight","Grants Management","790","710","26530","25190"
"In post","2021","Operational Delivery","Heterosexual / straight","Human Resources","630","580","30490","26370"
"In post","2021","Operational Delivery","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Heterosexual / straight","Legal","2550","2370","28030","25820"
"In post","2021","Operational Delivery","Heterosexual / straight","No function","81800","75630","29130","26520"
"In post","2021","Operational Delivery","Heterosexual / straight","Project Delivery","1100","1030","35500","31810"
"In post","2021","Operational Delivery","Heterosexual / straight","Property","850","790","30460","25500"
"In post","2021","Operational Delivery","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Heterosexual / straight","Unknown","22250","20390","28470","25630"
"In post","2021","Operational Delivery","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Communications","50","50","29260","31810"
"In post","2021","Operational Delivery","LGBO","Counter Fraud","70","70","28610","25560"
"In post","2021","Operational Delivery","LGBO","Debt","110","100","24110","21440"
"In post","2021","Operational Delivery","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Grants Management","60","50","25940","24920"
"In post","2021","Operational Delivery","LGBO","Human Resources","40","40","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Legal","170","160","28850","26410"
"In post","2021","Operational Delivery","LGBO","No function","4900","4750","28960","26410"
"In post","2021","Operational Delivery","LGBO","Project Delivery","60","50","35270","31810"
"In post","2021","Operational Delivery","LGBO","Property","50","50","30820","25860"
"In post","2021","Operational Delivery","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Unknown","830","790","28700","25310"
"In post","2021","Operational Delivery","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Communications","90","90","29680","25560"
"In post","2021","Operational Delivery","Undeclared","Counter Fraud","260","240","30230","28130"
"In post","2021","Operational Delivery","Undeclared","Debt","300","250","24170","21440"
"In post","2021","Operational Delivery","Undeclared","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Finance","70","60","29890","25560"
"In post","2021","Operational Delivery","Undeclared","Grants Management","60","50","25820","25190"
"In post","2021","Operational Delivery","Undeclared","Human Resources","70","60","29890","25560"
"In post","2021","Operational Delivery","Undeclared","Legal","1640","1470","26520","22820"
"In post","2021","Operational Delivery","Undeclared","No function","11370","10240","28830","26780"
"In post","2021","Operational Delivery","Undeclared","Project Delivery","150","140","34490","28750"
"In post","2021","Operational Delivery","Undeclared","Property","100","90","31610","24730"
"In post","2021","Operational Delivery","Undeclared","Unknown","3300","2980","29760","27370"
"In post","2021","Operational Delivery","Unknown","Analysis","180","170","32270","29540"
"In post","2021","Operational Delivery","Unknown","Commercial","60","60","42720","36800"
"In post","2021","Operational Delivery","Unknown","Communications","430","410","28630","25560"
"In post","2021","Operational Delivery","Unknown","Counter Fraud","720","660","27780","25560"
"In post","2021","Operational Delivery","Unknown","Debt","1320","1170","23270","21440"
"In post","2021","Operational Delivery","Unknown","Digital, Data & Technology","120","110","32330","31810"
"In post","2021","Operational Delivery","Unknown","Finance","310","280","25460","21440"
"In post","2021","Operational Delivery","Unknown","Grants Management","980","910","24530","21050"
"In post","2021","Operational Delivery","Unknown","Human Resources","210","190","26660","24120"
"In post","2021","Operational Delivery","Unknown","Legal","820","740","26350","25560"
"In post","2021","Operational Delivery","Unknown","No function","28720","26100","27340","24920"
"In post","2021","Operational Delivery","Unknown","Project Delivery","600","570","36320","35290"
"In post","2021","Operational Delivery","Unknown","Property","450","420","24980","21100"
"In post","2021","Operational Delivery","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","1260","1210","26680","24880"
"In post","2021","Operational Research","Heterosexual / straight","Analysis","460","440","44430","42520"
"In post","2021","Operational Research","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","No function","240","230","44830","46080"
"In post","2021","Operational Research","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Unknown","120","120","45920","42130"
"In post","2021","Operational Research","LGBO","Analysis","50","40","[c]","[c]"
"In post","2021","Operational Research","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Analysis","70","70","46190","42660"
"In post","2021","Operational Research","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Analysis","90","90","42640","40480"
"In post","2021","Operational Research","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","No function","40","40","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Heterosexual / straight","Analysis","160","150","67140","60780"
"In post","2021","Other","Heterosexual / straight","Commercial","50","50","42550","40840"
"In post","2021","Other","Heterosexual / straight","Communications","190","190","25360","21700"
"In post","2021","Other","Heterosexual / straight","Counter Fraud","190","170","40360","36160"
"In post","2021","Other","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Heterosexual / straight","Finance","130","120","44990","35910"
"In post","2021","Other","Heterosexual / straight","Human Resources","30","30","[c]","[c]"
"In post","2021","Other","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Heterosexual / straight","Legal","240","230","30790","27350"
"In post","2021","Other","Heterosexual / straight","No function","1240","1180","39560","32480"
"In post","2021","Other","Heterosexual / straight","Project Delivery","2620","2510","34060","29700"
"In post","2021","Other","Heterosexual / straight","Property","140","130","35000","32770"
"In post","2021","Other","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Heterosexual / straight","Unknown","10250","9820","27620","22210"
"In post","2021","Other","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","No function","120","110","36040","32010"
