"Status","Year","Parent_department","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Policy","270","260","81840","74250"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Commercial","120","110","37170","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Communications","140","130","39320","38910"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Counter Fraud","240","230","38750","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Digital, Data and Technology","580","560","39350","39120"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Economics","160","150","37220","35640"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Finance","140","130","38930","39460"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Human Resources","180","170","37330","37810"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Legal","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Operational Delivery","1380","1310","35980","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Policy","1650","1620","37970","38550"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Project Delivery","230","220","37550","39340"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Science and Engineering","760","720","39130","39730"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Other","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Policy","80","80","27200","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Project Delivery","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Economics","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Finance","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Policy","500","490","57250","53000"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Project Delivery","100","100","57650","54100"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Policy","80","70","85240","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Economics","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Other","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Policy","420","420","35640","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Project Delivery","60","60","35850","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","Commercial","30","30","[c]","[c]"
"In post","2021","Department for Education","EO","Communications","80","80","27580","26000"
"In post","2021","Department for Education","EO","Digital, Data and Technology","130","120","26500","26000"
"In post","2021","Department for Education","EO","Finance","90","90","26030","26000"
"In post","2021","Department for Education","EO","Human Resources","40","40","[c]","[c]"
"In post","2021","Department for Education","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","Operational Delivery","190","190","26210","26000"
"In post","2021","Department for Education","EO","Policy","300","290","27200","26000"
"In post","2021","Department for Education","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","Property","70","70","26600","26000"
"In post","2021","Department for Education","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","G6/G7","Commercial","100","100","54870","51800"
"In post","2021","Department for Education","G6/G7","Communications","80","80","56630","54400"
"In post","2021","Department for Education","G6/G7","Digital, Data and Technology","250","240","55040","52830"
"In post","2021","Department for Education","G6/G7","Finance","280","270","55530","53420"
