"Status","Year","Organisation","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Companies House","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","20-29","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","30-39","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","30-39","60","60","67620","71370"
"In post","2021","Competition and Markets Authority","Legal","40-49","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","20-29","60","60","35910","33610"
"In post","2021","Competition and Markets Authority","Project Delivery","30-39","120","120","58370","55930"
"In post","2021","Competition and Markets Authority","Project Delivery","40-49","100","100","71760","74480"
"In post","2021","Competition and Markets Authority","Project Delivery","50-59","90","80","69100","60850"
"In post","2021","Competition and Markets Authority","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","30-39","80","70","24860","22570"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","40-49","80","70","25960","22640"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","50-59","90","80","27040","23110"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","20-29","70","70","28230","27770"
"In post","2021","Crown Commercial Service","Commercial","30-39","110","110","32990","34800"
"In post","2021","Crown Commercial Service","Commercial","40-49","90","80","36690","35290"
"In post","2021","Crown Commercial Service","Commercial","50-59","90","90","36250","34800"
"In post","2021","Crown Commercial Service","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","30-39","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","40-49","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","20-29","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","30-39","50","50","38300","34800"
"In post","2021","Crown Commercial Service","Operational Delivery","40-49","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","50-59","50","50","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
