"Status","Year","Disability","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Heterosexual / straight","Department for Transport","350","330","29410","26590"
"In post","2021","Undeclared","Heterosexual / straight","Department for Work and Pensions","2260","2090","27760","27570"
"In post","2021","Undeclared","Heterosexual / straight","Department of Health and Social Care","200","170","45360","40070"
"In post","2021","Undeclared","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Food Standards Agency","340","330","38470","37350"
"In post","2021","Undeclared","Heterosexual / straight","Foreign, Commonwealth and Development Office","120","120","47490","41600"
"In post","2021","Undeclared","Heterosexual / straight","HM Land Registry","50","50","29700","27130"
"In post","2021","Undeclared","Heterosexual / straight","HM Revenue and Customs","910","850","31420","28130"
"In post","2021","Undeclared","Heterosexual / straight","HM Treasury","190","190","45260","39260"
"In post","2021","Undeclared","Heterosexual / straight","Home Office","570","530","31080","28650"
"In post","2021","Undeclared","Heterosexual / straight","Ministry of Defence","1690","1640","32490","29200"
"In post","2021","Undeclared","Heterosexual / straight","Ministry of Housing, Communities and Local Government","70","70","43640","39790"
"In post","2021","Undeclared","Heterosexual / straight","Ministry of Justice","3960","3670","30770","30810"
"In post","2021","Undeclared","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Scottish Government","190","180","38120","33650"
"In post","2021","Undeclared","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","United Kingdom Statistics Authority","80","60","26750","23050"
"In post","2021","Undeclared","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Welsh Government","50","50","[c]","[c]"
"In post","2021","Undeclared","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for Transport","40","40","[c]","[c]"
"In post","2021","Undeclared","LGBO","Department for Work and Pensions","190","180","28060","27570"
"In post","2021","Undeclared","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","HM Revenue and Customs","120","110","30350","25600"
"In post","2021","Undeclared","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Home Office","40","40","[c]","[c]"
"In post","2021","Undeclared","LGBO","Ministry of Defence","110","110","32570","30130"
"In post","2021","Undeclared","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Ministry of Justice","290","280","31240","30880"
"In post","2021","Undeclared","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Cabinet Office","120","110","45200","40600"
"In post","2021","Undeclared","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","210","210","46500","44750"
"In post","2021","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Education","110","100","45250","42580"
"In post","2021","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","200","190","37280","33800"
"In post","2021","Undeclared","Undeclared","Department for International Trade","40","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Department for Transport","450","410","29640","26780"
"In post","2021","Undeclared","Undeclared","Department for Work and Pensions","950","900","29700","27570"
"In post","2021","Undeclared","Undeclared","Department of Health and Social Care","280","250","46730","40070"
"In post","2021","Undeclared","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Food Standards Agency","70","70","39750","37910"
"In post","2021","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","210","200","49310","44170"
"In post","2021","Undeclared","Undeclared","HM Land Registry","170","150","33230","33840"
"In post","2021","Undeclared","Undeclared","HM Revenue and Customs","1880","1720","34850","31810"
"In post","2021","Undeclared","Undeclared","HM Treasury","160","160","43740","39260"
"In post","2021","Undeclared","Undeclared","Home Office","1190","1110","33390","29370"
"In post","2021","Undeclared","Undeclared","Ministry of Defence","2140","2080","35410","33300"
"In post","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government","80","80","47000","48200"
"In post","2021","Undeclared","Undeclared","Ministry of Justice","2320","2180","30800","30110"
"In post","2021","Undeclared","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Scottish Government","90","90","42520","37200"
"In post","2021","Undeclared","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Welsh Government","120","120","44630","47000"
"In post","2021","Undeclared","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Transport","710","690","42650","36160"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions","800","720","27250","27570"
"In post","2021","Undeclared","Unknown","Department of Health and Social Care","60","60","53230","46780"
"In post","2021","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Revenue and Customs","370","330","32560","28130"
"In post","2021","Undeclared","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Ministry of Defence","260","250","38670","37800"
"In post","2021","Undeclared","Unknown","Ministry of Justice","2520","2240","30990","31650"
"In post","2021","Undeclared","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Attorney General's Departments","920","890","36810","38000"
"In post","2021","Unknown","Heterosexual / straight","Cabinet Office","60","60","48480","49700"
"In post","2021","Unknown","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Charity Commission","40","30","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","850","810","38120","34500"
"In post","2021","Unknown","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
