"Status","Year","Function_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Liverpool","30","30","[c]","[c]"
"In post","2021","Commercial","EO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Staffordshire CC","40","40","[c]","[c]"
"In post","2021","Commercial","EO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Swansea","40","30","[c]","[c]"
"In post","2021","Commercial","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","Westminster","100","100","28990","29000"
"In post","2021","Commercial","EO","Wiltshire","50","50","26680","26670"
"In post","2021","Commercial","EO","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","EO","York","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","120","110","59470","55110"
"In post","2021","Commercial","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Croydon","30","30","[c]","[c]"
"In post","2021","Commercial","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Devon CC","90","90","51750","48080"
"In post","2021","Commercial","G6/G7","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Greater Manchester South West","50","50","[c]","[c]"
"In post","2021","Commercial","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Leeds","70","70","58710","55700"
"In post","2021","Commercial","G6/G7","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Liverpool","80","80","56790","51190"
"In post","2021","Commercial","G6/G7","Manchester","50","50","[c]","[c]"
"In post","2021","Commercial","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Monmouthshire and Newport","30","30","[c]","[c]"
"In post","2021","Commercial","G6/G7","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Norwich and East Norfolk","40","40","[c]","[c]"
"In post","2021","Commercial","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Sheffield","40","40","[c]","[c]"
"In post","2021","Commercial","G6/G7","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","South Lanarkshire","30","30","[c]","[c]"
"In post","2021","Commercial","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Tower Hamlets","70","70","61240","58410"
"In post","2021","Commercial","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Westminster","520","510","65860","61670"
"In post","2021","Commercial","G6/G7","Wiltshire","50","50","60570","54540"
"In post","2021","Commercial","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","G6/G7","York","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Leeds","30","30","[c]","[c]"
"In post","2021","Commercial","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","Westminster","340","330","98260","80210"
"In post","2021","Commercial","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SCS","York","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","290","280","37590","39080"
"In post","2021","Commercial","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Birmingham","30","30","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Bristol, City of","50","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Buckinghamshire CC","40","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Cambridgeshire CC","70","70","39340","40000"
"In post","2021","Commercial","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Central Hampshire","100","100","37420","37320"
"In post","2021","Commercial","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Croydon","50","50","44460","46070"
"In post","2021","Commercial","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Devon CC","90","90","36640","37420"
"In post","2021","Commercial","SEO/HEO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
