"Status","Year","Sexual_orientation","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Department for Education","Declared non-disabled","330","310","45360","43250"
"In post","2021","Undeclared","Department for Education","Undeclared","110","100","45250","42580"
"In post","2021","Undeclared","Department for Education","Unknown","50","50","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Declared disabled","110","100","34540","31760"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Declared non-disabled","520","500","36540","33510"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Undeclared","200","190","37280","33800"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Declared non-disabled","70","70","43770","38540"
"In post","2021","Undeclared","Department for International Trade","Undeclared","40","40","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport","Declared disabled","380","310","25860","21590"
"In post","2021","Undeclared","Department for Transport","Declared non-disabled","1960","1700","29420","26780"
"In post","2021","Undeclared","Department for Transport","Undeclared","450","410","29640","26780"
"In post","2021","Undeclared","Department for Transport","Unknown","130","130","43260","40080"
"In post","2021","Undeclared","Department for Work and Pensions","Declared disabled","1650","1430","26860","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Declared non-disabled","4980","4420","28090","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Undeclared","950","900","29700","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","40","30","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","Declared disabled","50","40","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","Declared non-disabled","490","440","44550","38200"
"In post","2021","Undeclared","Department of Health and Social Care","Undeclared","280","250","46730","40070"
"In post","2021","Undeclared","Department of Health and Social Care","Unknown","180","170","50220","42960"
"In post","2021","Undeclared","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Undeclared","70","70","39750","37910"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Declared disabled","60","60","44770","38910"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Declared non-disabled","380","380","47850","41200"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Undeclared","210","200","49310","44170"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Declared disabled","70","60","31130","27130"
"In post","2021","Undeclared","HM Land Registry","Declared non-disabled","440","380","33480","27130"
"In post","2021","Undeclared","HM Land Registry","Undeclared","170","150","33230","33840"
"In post","2021","Undeclared","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Declared disabled","500","450","31530","28130"
"In post","2021","Undeclared","HM Revenue and Customs","Declared non-disabled","2200","1990","33130","30000"
"In post","2021","Undeclared","HM Revenue and Customs","Undeclared","1880","1720","34850","31810"
"In post","2021","Undeclared","HM Revenue and Customs","Unknown","350","310","30290","25630"
"In post","2021","Undeclared","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Declared non-disabled","130","130","45770","43300"
"In post","2021","Undeclared","HM Treasury","Undeclared","160","160","43740","39260"
"In post","2021","Undeclared","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Declared disabled","420","380","31840","28650"
"In post","2021","Undeclared","Home Office","Declared non-disabled","2600","2380","32610","28350"
"In post","2021","Undeclared","Home Office","Undeclared","1190","1110","33390","29370"
"In post","2021","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Declared disabled","690","660","34600","33300"
"In post","2021","Undeclared","Ministry of Defence","Declared non-disabled","3030","2900","35090","33300"
"In post","2021","Undeclared","Ministry of Defence","Undeclared","2140","2080","35410","33300"
"In post","2021","Undeclared","Ministry of Defence","Unknown","730","700","35470","33300"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Declared non-disabled","110","100","44720","41980"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Undeclared","80","80","47000","48200"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","50","50","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Declared disabled","830","770","30230","27730"
"In post","2021","Undeclared","Ministry of Justice","Declared non-disabled","3580","3290","30350","27100"
"In post","2021","Undeclared","Ministry of Justice","Undeclared","2320","2180","30800","30110"
"In post","2021","Undeclared","Ministry of Justice","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Declared non-disabled","100","100","41070","39840"
"In post","2021","Undeclared","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Unknown","220","220","36720","34570"
"In post","2021","Undeclared","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Declared non-disabled","80","80","48190","46360"
"In post","2021","Undeclared","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Declared disabled","100","100","36820","33600"
"In post","2021","Undeclared","Scottish Government","Declared non-disabled","380","360","39290","35110"
"In post","2021","Undeclared","Scottish Government","Undeclared","90","90","42520","37200"
"In post","2021","Undeclared","Scottish Government","Unknown","1810","1640","28800","26550"
"In post","2021","Undeclared","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Declared non-disabled","80","70","33720","30700"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Unknown","60","50","29890","29540"
"In post","2021","Undeclared","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Declared disabled","40","40","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Declared non-disabled","480","450","42470","37410"
"In post","2021","Undeclared","Welsh Government","Undeclared","120","120","44630","47000"
"In post","2021","Undeclared","Welsh Government","Unknown","40","40","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Declared disabled","100","90","43320","42770"
"In post","2021","Unknown","Attorney General's Departments","Declared non-disabled","1180","1060","47090","52040"
"In post","2021","Unknown","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Unknown","950","880","47680","51470"
"In post","2021","Unknown","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Declared non-disabled","200","190","60750","55520"
"In post","2021","Unknown","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","3890","3840","44550","32000"
"In post","2021","Unknown","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Unknown","160","150","35470","29550"
"In post","2021","Unknown","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
