"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Project Delivery","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Analysis","60","60","63180","60130"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Finance","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","No function","530","520","57320","53000"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Project Delivery","100","100","57710","54120"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","No function","80","80","85550","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Analysis","70","60","42770","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","No function","450","450","35830","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Project Delivery","60","60","35930","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","No function","60","50","22120","21000"
"In post","2021","Department for Education","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","Analysis","30","30","[c]","[c]"
"In post","2021","Department for Education","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","Communications","80","80","27360","26000"
"In post","2021","Department for Education","EO","Digital, Data & Technology","90","80","26430","26000"
"In post","2021","Department for Education","EO","Finance","60","60","25550","25000"
"In post","2021","Department for Education","EO","Human Resources","40","30","[c]","[c]"
"In post","2021","Department for Education","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","No function","470","450","26650","26000"
"In post","2021","Department for Education","EO","Project Delivery","70","60","26610","26000"
"In post","2021","Department for Education","EO","Property","30","30","[c]","[c]"
"In post","2021","Department for Education","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","EO","Unknown","70","60","27310","26000"
"In post","2021","Department for Education","G6/G7","Analysis","130","130","55500","53890"
"In post","2021","Department for Education","G6/G7","Commercial","50","50","54580","52620"
"In post","2021","Department for Education","G6/G7","Communications","80","80","56630","54400"
"In post","2021","Department for Education","G6/G7","Digital, Data & Technology","180","180","54740","50630"
"In post","2021","Department for Education","G6/G7","Finance","210","200","55530","53420"
"In post","2021","Department for Education","G6/G7","Human Resources","30","30","[c]","[c]"
"In post","2021","Department for Education","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","G6/G7","Legal","50","50","59360","61010"
"In post","2021","Department for Education","G6/G7","No function","1500","1440","56140","53760"
"In post","2021","Department for Education","G6/G7","Project Delivery","290","280","58770","57600"
"In post","2021","Department for Education","G6/G7","Property","170","170","59210","61350"
"In post","2021","Department for Education","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","G6/G7","Unknown","170","170","56910","54400"
"In post","2021","Department for Education","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","No function","140","130","79540","74100"
"In post","2021","Department for Education","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SCS","Unknown","120","110","91990","93000"
"In post","2021","Department for Education","SEO/HEO","Analysis","240","230","40060","41990"
"In post","2021","Department for Education","SEO/HEO","Commercial","130","130","36360","36780"
"In post","2021","Department for Education","SEO/HEO","Communications","150","150","37540","36960"
"In post","2021","Department for Education","SEO/HEO","Digital, Data & Technology","360","350","34920","36500"
"In post","2021","Department for Education","SEO/HEO","Finance","250","240","35800","36500"
"In post","2021","Department for Education","SEO/HEO","Human Resources","60","60","33540","32210"
"In post","2021","Department for Education","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SEO/HEO","No function","1990","1920","35170","36500"
"In post","2021","Department for Education","SEO/HEO","Project Delivery","170","160","34780","36300"
"In post","2021","Department for Education","SEO/HEO","Property","60","60","34920","36500"
"In post","2021","Department for Education","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","SEO/HEO","Unknown","240","230","36230","36500"
"In post","2021","Department for Education","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Analysis","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Grants Management","950","860","21010","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","No function","840","790","22050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Project Delivery","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Property","60","50","21330","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Analysis","120","110","25210","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Communications","60","50","25980","25450"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Digital, Data & Technology","80","80","26290","25240"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Finance","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Grants Management","540","500","25510","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","No function","1010","960","26730","26390"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Project Delivery","70","70","25740","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Property","80","70","25570","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Analysis","110","110","52320","48080"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Commercial","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Communications","90","90","53670","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Digital, Data & Technology","320","310","52460","49350"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Finance","140","140","55260","53620"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Grants Management","60","60","52580","49800"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Human Resources","110","100","54080","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","No function","1190","1140","55310","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Project Delivery","140","130","54190","52510"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Property","90","90","54250","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","60","60","57570","56020"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS","No function","150","140","83430","76920"
