"Status","Year","Parent_department","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","AA/AO","Heterosexual / straight","850","790","22450","22350"
"In post","2021","HM Land Registry","AA/AO","LGBO","60","60","22350","22350"
"In post","2021","HM Land Registry","AA/AO","Undeclared","60","60","22860","22350"
"In post","2021","HM Land Registry","AA/AO","Unknown","880","840","22460","22350"
"In post","2021","HM Land Registry","EO","Heterosexual / straight","1220","1070","27490","27130"
"In post","2021","HM Land Registry","EO","LGBO","30","30","[c]","[c]"
"In post","2021","HM Land Registry","EO","Undeclared","320","270","27430","27130"
"In post","2021","HM Land Registry","EO","Unknown","590","510","27580","27130"
"In post","2021","HM Land Registry","G6/G7","Heterosexual / straight","190","180","62350","60520"
"In post","2021","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","G6/G7","Undeclared","40","30","[c]","[c]"
"In post","2021","HM Land Registry","G6/G7","Unknown","70","70","62020","60520"
"In post","2021","HM Land Registry","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","SEO/HEO","Heterosexual / straight","1280","1150","37560","37290"
"In post","2021","HM Land Registry","SEO/HEO","LGBO","40","40","[c]","[c]"
"In post","2021","HM Land Registry","SEO/HEO","Undeclared","280","250","37260","33840"
"In post","2021","HM Land Registry","SEO/HEO","Unknown","420","380","37090","33840"
"In post","2021","HM Revenue and Customs","AA/AO","Heterosexual / straight","9570","8270","20790","20140"
"In post","2021","HM Revenue and Customs","AA/AO","LGBO","620","570","20620","20140"
"In post","2021","HM Revenue and Customs","AA/AO","Undeclared","1300","1110","21150","21400"
"In post","2021","HM Revenue and Customs","AA/AO","Unknown","10120","8790","20690","20140"
"In post","2021","HM Revenue and Customs","EO","Heterosexual / straight","8580","7880","26460","25560"
"In post","2021","HM Revenue and Customs","EO","LGBO","530","510","26270","25560"
"In post","2021","HM Revenue and Customs","EO","Undeclared","1120","1000","27050","26000"
"In post","2021","HM Revenue and Customs","EO","Unknown","5410","5050","26300","25560"
"In post","2021","HM Revenue and Customs","G6/G7","Heterosexual / straight","5150","4960","56990","52770"
"In post","2021","HM Revenue and Customs","G6/G7","LGBO","290","280","57440","53450"
"In post","2021","HM Revenue and Customs","G6/G7","Undeclared","700","670","58450","57130"
"In post","2021","HM Revenue and Customs","G6/G7","Unknown","1560","1500","57730","56580"
"In post","2021","HM Revenue and Customs","SCS","Heterosexual / straight","360","350","84380","78760"
"In post","2021","HM Revenue and Customs","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Undeclared","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","SCS","Unknown","90","90","89220","79930"
"In post","2021","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","13040","12380","35010","32110"
"In post","2021","HM Revenue and Customs","SEO/HEO","LGBO","770","750","34450","31810"
"In post","2021","HM Revenue and Customs","SEO/HEO","Undeclared","1770","1660","35580","35000"
"In post","2021","HM Revenue and Customs","SEO/HEO","Unknown","5450","5230","34680","31870"
"In post","2021","HM Treasury","AA/AO","Heterosexual / straight","50","50","22430","22500"
"In post","2021","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Heterosexual / straight","160","160","26770","26750"
"In post","2021","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","EO","Undeclared","40","30","[c]","[c]"
"In post","2021","HM Treasury","EO","Unknown","30","30","[c]","[c]"
"In post","2021","HM Treasury","G6/G7","Heterosexual / straight","820","790","58340","56090"
"In post","2021","HM Treasury","G6/G7","LGBO","80","80","56640","53630"
"In post","2021","HM Treasury","G6/G7","Undeclared","120","120","58310","56900"
"In post","2021","HM Treasury","G6/G7","Unknown","100","100","67230","63410"
"In post","2021","HM Treasury","SCS","Heterosexual / straight","150","140","85300","77720"
"In post","2021","HM Treasury","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","SEO/HEO","Heterosexual / straight","770","760","36170","34090"
"In post","2021","HM Treasury","SEO/HEO","LGBO","60","60","34710","32320"
"In post","2021","HM Treasury","SEO/HEO","Undeclared","140","140","35370","33740"
"In post","2021","HM Treasury","SEO/HEO","Unknown","80","80","39530","39300"
"In post","2021","Home Office","AA/AO","Heterosexual / straight","6760","5960","21980","21430"
"In post","2021","Home Office","AA/AO","LGBO","250","230","21550","21430"
"In post","2021","Home Office","AA/AO","Undeclared","800","690","22380","21430"
"In post","2021","Home Office","AA/AO","Unknown","520","500","21830","21430"
"In post","2021","Home Office","EO","Heterosexual / straight","11420","10470","26910","25900"
"In post","2021","Home Office","EO","LGBO","450","430","26410","25310"
"In post","2021","Home Office","EO","Undeclared","1820","1640","27480","27370"
"In post","2021","Home Office","EO","Unknown","670","650","26670","24890"
"In post","2021","Home Office","G6/G7","Heterosexual / straight","2600","2540","60900","57680"
"In post","2021","Home Office","G6/G7","LGBO","140","140","60280","57680"
"In post","2021","Home Office","G6/G7","Undeclared","430","420","60980","57740"
"In post","2021","Home Office","G6/G7","Unknown","200","200","59780","57430"
"In post","2021","Home Office","SCS","Heterosexual / straight","240","240","91940","83880"
"In post","2021","Home Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","SEO/HEO","Heterosexual / straight","6980","6740","36530","35200"
"In post","2021","Home Office","SEO/HEO","LGBO","310","310","36320","35200"
"In post","2021","Home Office","SEO/HEO","Undeclared","1120","1080","37010","36440"
"In post","2021","Home Office","SEO/HEO","Unknown","370","370","37750","36590"
"In post","2021","Home Office","Unknown","Heterosexual / straight","190","190","[c]","[c]"
"In post","2021","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Heterosexual / straight","11990","11510","22480","20920"
"In post","2021","Ministry of Defence","AA/AO","LGBO","370","360","22990","20920"
"In post","2021","Ministry of Defence","AA/AO","Undeclared","1720","1650","23800","21130"
"In post","2021","Ministry of Defence","AA/AO","Unknown","1840","1770","24000","20920"
"In post","2021","Ministry of Defence","EO","Heterosexual / straight","8080","7810","26750","26670"
"In post","2021","Ministry of Defence","EO","LGBO","290","290","26530","26670"
"In post","2021","Ministry of Defence","EO","Undeclared","1280","1220","28090","26930"
"In post","2021","Ministry of Defence","EO","Unknown","950","920","26360","26670"
"In post","2021","Ministry of Defence","G6/G7","Heterosexual / straight","4720","4550","57650","55710"
"In post","2021","Ministry of Defence","G6/G7","LGBO","130","130","56800","55320"
"In post","2021","Ministry of Defence","G6/G7","Undeclared","740","720","58160","56350"
"In post","2021","Ministry of Defence","G6/G7","Unknown","750","700","57270","55620"
"In post","2021","Ministry of Defence","SCS","Heterosexual / straight","340","330","92810","85720"
"In post","2021","Ministry of Defence","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Undeclared","50","50","[c]","[c]"
"In post","2021","Ministry of Defence","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","SEO/HEO","Heterosexual / straight","15380","14920","36850","36460"
"In post","2021","Ministry of Defence","SEO/HEO","LGBO","540","530","35520","35480"
"In post","2021","Ministry of Defence","SEO/HEO","Undeclared","2530","2440","37750","37320"
"In post","2021","Ministry of Defence","SEO/HEO","Unknown","1860","1810","37560","37320"
"In post","2021","Ministry of Defence","Unknown","Heterosexual / straight","1740","1700","41170","39860"
"In post","2021","Ministry of Defence","Unknown","LGBO","60","50","35390","32710"
"In post","2021","Ministry of Defence","Unknown","Undeclared","270","260","44500","41610"
"In post","2021","Ministry of Defence","Unknown","Unknown","2040","2030","37720","34460"
"In post","2021","Ministry of Housing, Communities and Local Government","AA/AO","Heterosexual / straight","130","120","22780","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","AA/AO","Unknown","80","70","22010","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","270","260","28030","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Unknown","60","60","27870","27620"
"In post","2021","Ministry of Housing, Communities and Local Government","G6/G7","Heterosexual / straight","1100","1050","57180","54250"
"In post","2021","Ministry of Housing, Communities and Local Government","G6/G7","LGBO","100","100","57040","53870"
"In post","2021","Ministry of Housing, Communities and Local Government","G6/G7","Undeclared","110","100","57110","55050"
"In post","2021","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","110","100","58330","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS","Heterosexual / straight","120","110","85710","77060"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Heterosexual / straight","930","910","36200","35760"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","LGBO","90","90","36060","34610"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Undeclared","100","90","37400","37710"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","100","100","36810","34860"
"In post","2021","Ministry of Justice","AA/AO","Heterosexual / straight","26640","24700","24160","22850"
"In post","2021","Ministry of Justice","AA/AO","LGBO","1770","1720","24870","23970"
"In post","2021","Ministry of Justice","AA/AO","Undeclared","3260","2960","24100","21710"
"In post","2021","Ministry of Justice","AA/AO","Unknown","8920","8260","25310","23970"
"In post","2021","Ministry of Justice","EO","Heterosexual / straight","7410","7070","27990","27380"
"In post","2021","Ministry of Justice","EO","LGBO","460","450","28410","27380"
"In post","2021","Ministry of Justice","EO","Undeclared","1050","1000","28480","27380"
"In post","2021","Ministry of Justice","EO","Unknown","1500","1420","29700","29180"
"In post","2021","Ministry of Justice","G6/G7","Heterosexual / straight","2180","2120","61980","59900"
"In post","2021","Ministry of Justice","G6/G7","LGBO","160","160","61700","59990"
"In post","2021","Ministry of Justice","G6/G7","Undeclared","300","290","62260","60240"
"In post","2021","Ministry of Justice","G6/G7","Unknown","390","380","61480","59080"
"In post","2021","Ministry of Justice","SCS","Heterosexual / straight","260","250","90540","86800"
"In post","2021","Ministry of Justice","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","SCS","Unknown","[c]","[c]","[c]","[c]"
