"Status","Year","Parent_department","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Digital, Data & Technology","Male","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","No function","Female","340","340","38090","37350"
"In post","2021","Food Standards Agency","No function","Male","610","590","33870","29090"
"In post","2021","Food Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Analysis","Male","50","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Female","110","110","39990","38500"
"In post","2021","Foreign, Commonwealth and Development Office","Commercial","Male","80","70","44360","41160"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Female","80","80","47100","42200"
"In post","2021","Foreign, Commonwealth and Development Office","Communications","Male","60","60","48880","46410"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Female","120","110","39350","36640"
"In post","2021","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Male","250","240","41990","39190"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Female","160","150","42360","38230"
"In post","2021","Foreign, Commonwealth and Development Office","Finance","Male","140","140","43030","39260"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Female","210","200","41680","37300"
"In post","2021","Foreign, Commonwealth and Development Office","Human Resources","Male","80","70","48620","46760"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","Female","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Internal Audit","Male","30","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","Female","50","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Legal","Male","80","60","58100","58320"
"In post","2021","Foreign, Commonwealth and Development Office","No function","Female","1760","1720","45720","38860"
"In post","2021","Foreign, Commonwealth and Development Office","No function","Male","1920","1910","49940","44880"
"In post","2021","Foreign, Commonwealth and Development Office","Project Delivery","Female","1210","1160","49790","52430"
"In post","2021","Foreign, Commonwealth and Development Office","Project Delivery","Male","850","840","53640","55060"
"In post","2021","Foreign, Commonwealth and Development Office","Property","Female","90","90","39880","34290"
"In post","2021","Foreign, Commonwealth and Development Office","Property","Male","380","380","41850","40490"
"In post","2021","Foreign, Commonwealth and Development Office","Security","Female","170","170","40290","36360"
"In post","2021","Foreign, Commonwealth and Development Office","Security","Male","390","390","39760","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Female","200","200","48240","42200"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Male","130","130","55120","54450"
"In post","2021","HM Land Registry","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Female","240","210","37460","38450"
"In post","2021","HM Land Registry","Digital, Data & Technology","Male","440","420","38350","38450"
"In post","2021","HM Land Registry","Finance","Female","30","30","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Female","70","60","38190","33840"
"In post","2021","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Female","160","140","48960","57000"
"In post","2021","HM Land Registry","Legal","Male","100","90","53190","58760"
"In post","2021","HM Land Registry","No function","Female","3180","2780","27860","27130"
"In post","2021","HM Land Registry","No function","Male","1850","1730","29070","27130"
"In post","2021","HM Land Registry","Project Delivery","Female","80","70","40820","38550"
"In post","2021","HM Land Registry","Project Delivery","Male","70","70","40930","38550"
"In post","2021","HM Land Registry","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Analysis","Female","310","290","44340","38630"
"In post","2021","HM Revenue and Customs","Analysis","Male","380","380","44180","38630"
"In post","2021","HM Revenue and Customs","Commercial","Female","80","70","34640","31960"
"In post","2021","HM Revenue and Customs","Commercial","Male","70","70","39250","38630"
"In post","2021","HM Revenue and Customs","Communications","Female","2010","1880","29800","25560"
"In post","2021","HM Revenue and Customs","Communications","Male","2170","2130","28840","25560"
"In post","2021","HM Revenue and Customs","Counter Fraud","Female","4190","3800","31820","29570"
"In post","2021","HM Revenue and Customs","Counter Fraud","Male","4650","4490","34360","31810"
"In post","2021","HM Revenue and Customs","Debt","Female","2640","2280","23280","21440"
"In post","2021","HM Revenue and Customs","Debt","Male","2010","1930","23040","20140"
"In post","2021","HM Revenue and Customs","Digital, Data & Technology","Female","1050","990","38690","34170"
"In post","2021","HM Revenue and Customs","Digital, Data & Technology","Male","1650","1600","39710","38630"
"In post","2021","HM Revenue and Customs","Finance","Female","1450","1230","30900","25560"
"In post","2021","HM Revenue and Customs","Finance","Male","1030","990","35720","31810"
"In post","2021","HM Revenue and Customs","Human Resources","Female","1080","990","36060","31810"
"In post","2021","HM Revenue and Customs","Human Resources","Male","580","560","34720","31810"
"In post","2021","HM Revenue and Customs","Internal Audit","Female","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs","Internal Audit","Male","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","Legal","Female","690","630","39660","31810"
"In post","2021","HM Revenue and Customs","Legal","Male","590","580","40980","35000"
"In post","2021","HM Revenue and Customs","No function","Female","17220","14770","27420","21440"
"In post","2021","HM Revenue and Customs","No function","Male","14310","13620","29660","25560"
"In post","2021","HM Revenue and Customs","Project Delivery","Female","2460","2280","42090","38630"
"In post","2021","HM Revenue and Customs","Project Delivery","Male","2100","2030","45710","39450"
"In post","2021","HM Revenue and Customs","Property","Female","1780","1590","31140","26500"
"In post","2021","HM Revenue and Customs","Property","Male","1730","1660","35690","32100"
"In post","2021","HM Revenue and Customs","Security","Female","70","60","36980","38630"
"In post","2021","HM Revenue and Customs","Security","Male","120","110","43150","38630"
"In post","2021","HM Treasury","Analysis","Female","50","50","57500","54170"
"In post","2021","HM Treasury","Analysis","Male","110","100","51590","52530"
"In post","2021","HM Treasury","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Digital, Data & Technology","Male","50","50","[c]","[c]"
"In post","2021","HM Treasury","Finance","Female","60","50","48070","48780"
"In post","2021","HM Treasury","Finance","Male","60","60","52150","54190"
"In post","2021","HM Treasury","Human Resources","Female","80","80","41050","37900"
"In post","2021","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Internal Audit","Female","160","150","47970","44380"
