"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","1150","1080","34810","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","1220","1200","37680","34500"
"In post","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Female","100","100","46000","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Male","70","70","46550","39410"
"In post","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","850","830","46490","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","710","710","48090","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","50","50","44670","41420"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","110","100","46470","46880"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","80","80","46490","51500"
"In post","2022","Department for Education","Declared disabled","Female","490","460","41540","37100"
"In post","2022","Department for Education","Declared disabled","Male","290","290","41630","36960"
"In post","2022","Department for Education","Declared non-disabled","Female","3170","2980","44900","41990"
"In post","2022","Department for Education","Declared non-disabled","Male","2180","2150","46970","49860"
"In post","2022","Department for Education","Undeclared","Female","190","180","43480","37100"
"In post","2022","Department for Education","Undeclared","Male","170","170","44570","40860"
"In post","2022","Department for Education","Unknown","Female","1330","1290","38320","36500"
"In post","2022","Department for Education","Unknown","Male","880","880","39830","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Female","860","790","34450","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Male","570","550","36030","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Female","5420","5030","34340","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Male","4180","4100","36800","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Female","270","260","36940","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Male","250","240","37690","34880"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","670","630","38130","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","580","560","39990","35900"
"In post","2022","Department for International Trade","Declared disabled","Female","130","130","45570","42220"
"In post","2022","Department for International Trade","Declared disabled","Male","110","110","46710","41300"
"In post","2022","Department for International Trade","Declared non-disabled","Female","710","690","46250","42630"
"In post","2022","Department for International Trade","Declared non-disabled","Male","830","820","47910","44120"
"In post","2022","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Female","530","520","44060","38540"
"In post","2022","Department for International Trade","Unknown","Male","520","510","47630","43810"
"In post","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Female","240","230","40670","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Male","190","190","41660","38160"
"In post","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Female","1490","1410","45040","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Male","1440","1400","46840","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Female","90","90","44950","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Male","100","100","43970","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","300","280","43590","39820"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","310","300","45290","40720"
"In post","2022","Department for Transport","Declared disabled","Female","760","640","28040","21840"
"In post","2022","Department for Transport","Declared disabled","Male","630","590","32460","26830"
"In post","2022","Department for Transport","Declared non-disabled","Female","5180","4590","31420","26470"
"In post","2022","Department for Transport","Declared non-disabled","Male","6100","5900","36260","30730"
"In post","2022","Department for Transport","Undeclared","Female","430","380","30810","26530"
"In post","2022","Department for Transport","Undeclared","Male","670","650","35630","30780"
"In post","2022","Department for Transport","Unknown","Female","1120","1040","29740","26130"
"In post","2022","Department for Transport","Unknown","Male","1510","1470","32280","26840"
"In post","2022","Department for Work and Pensions","Declared disabled","Female","10760","9150","27360","27570"
"In post","2022","Department for Work and Pensions","Declared disabled","Male","5370","5040","27980","27570"
"In post","2022","Department for Work and Pensions","Declared non-disabled","Female","45330","39150","27820","27570"
"In post","2022","Department for Work and Pensions","Declared non-disabled","Male","25030","24120","30140","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Female","2500","2220","27590","27570"
"In post","2022","Department for Work and Pensions","Undeclared","Male","1810","1750","30100","27570"
"In post","2022","Department for Work and Pensions","Unknown","Female","1820","1700","28620","27570"
"In post","2022","Department for Work and Pensions","Unknown","Male","1550","1530","31480","27570"
"In post","2022","Department of Health and Social Care","Declared disabled","Female","410","380","40340","36330"
"In post","2022","Department of Health and Social Care","Declared disabled","Male","190","190","44660","36820"
"In post","2022","Department of Health and Social Care","Declared non-disabled","Female","3420","3150","41580","36820"
"In post","2022","Department of Health and Social Care","Declared non-disabled","Male","1730","1660","45770","40070"
"In post","2022","Department of Health and Social Care","Undeclared","Female","70","70","44390","40070"
"In post","2022","Department of Health and Social Care","Undeclared","Male","50","50","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Female","3750","3560","45880","40650"
"In post","2022","Department of Health and Social Care","Unknown","Male","2180","2140","50250","48860"
"In post","2022","Estyn","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Declared non-disabled","Female","60","50","55930","65710"
"In post","2022","Estyn","Declared non-disabled","Male","40","40","[c]","[c]"
"In post","2022","Estyn","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Declared disabled","Female","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Declared disabled","Male","60","60","36220","32350"
"In post","2022","Food Standards Agency","Declared non-disabled","Female","380","370","40100","37350"
"In post","2022","Food Standards Agency","Declared non-disabled","Male","540","520","35870","30350"
"In post","2022","Food Standards Agency","Undeclared","Female","160","160","37670","37350"
"In post","2022","Food Standards Agency","Undeclared","Male","190","180","38190","36340"
"In post","2022","Food Standards Agency","Unknown","Female","50","50","35350","37350"
"In post","2022","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Declared disabled","Female","410","390","44100","39220"
"In post","2022","Foreign, Commonwealth and Development Office","Declared disabled","Male","380","370","44710","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Female","2730","2640","46820","42190"
"In post","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","Male","2930","2900","49040","45590"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Female","130","130","45960","39110"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","Male","200","200","50960","47200"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Female","760","740","48170","49370"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Male","710","700","50320","51500"
"In post","2022","HM Land Registry","Declared disabled","Female","430","380","29290","27130"
"In post","2022","HM Land Registry","Declared disabled","Male","240","210","31210","27130"
"In post","2022","HM Land Registry","Declared non-disabled","Female","2580","2250","31750","27130"
"In post","2022","HM Land Registry","Declared non-disabled","Male","1570","1470","34340","33840"
"In post","2022","HM Land Registry","Undeclared","Female","150","130","32670","27130"
"In post","2022","HM Land Registry","Undeclared","Male","140","130","34350","33840"
"In post","2022","HM Land Registry","Unknown","Female","850","800","26960","22600"
"In post","2022","HM Land Registry","Unknown","Male","680","670","28430","25850"
"In post","2022","HM Revenue and Customs","Declared disabled","Female","3650","3210","32310","28920"
"In post","2022","HM Revenue and Customs","Declared disabled","Male","2750","2590","33900","33080"
"In post","2022","HM Revenue and Customs","Declared non-disabled","Female","22330","20130","33660","31020"
"In post","2022","HM Revenue and Customs","Declared non-disabled","Male","19520","18900","36040","33370"
