"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","LGBO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Finance","740","690","39510","36160"
"In post","2021","Finance","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Operational Delivery","70","60","29890","25560"
"In post","2021","Finance","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Corporate Finance","40","30","[c]","[c]"
"In post","2021","Finance","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Economics","50","50","[c]","[c]"
"In post","2021","Finance","Unknown","Finance","1260","1180","36870","32790"
"In post","2021","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Operational Delivery","310","280","25460","21440"
"In post","2021","Finance","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Tax","30","30","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","130","120","39890","36380"
"In post","2021","Grants Management","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heterosexual / straight","Operational Delivery","790","710","26530","25190"
"In post","2021","Grants Management","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","Operational Delivery","60","50","25940","24920"
"In post","2021","Grants Management","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","Operational Delivery","60","50","25820","25190"
"In post","2021","Grants Management","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Unknown","Operational Delivery","980","910","24530","21050"
"In post","2021","Grants Management","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Human Resources","5260","4980","38700","33700"
"In post","2021","Human Resources","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Operational Delivery","630","580","30490","26370"
"In post","2021","Human Resources","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Other","30","30","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Policy","50","50","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Tax","110","110","36080","31810"
"In post","2021","Human Resources","Heterosexual / straight","Unknown","970","920","40240","35590"
"In post","2021","Human Resources","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Human Resources","310","300","41190","36640"
"In post","2021","Human Resources","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Human Resources","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Unknown","80","80","39400","35790"
"In post","2021","Human Resources","Undeclared","Human Resources","520","490","35880","32690"
"In post","2021","Human Resources","Undeclared","Operational Delivery","70","60","29890","25560"
"In post","2021","Human Resources","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Unknown","60","60","40700","34040"
"In post","2021","Human Resources","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Human Resources","840","800","36140","32560"
"In post","2021","Human Resources","Unknown","Operational Delivery","210","190","26660","24120"
"In post","2021","Human Resources","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Tax","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","220","210","34920","31810"
"In post","2021","Internal Audit","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Internal Audit","570","550","46170","43450"
"In post","2021","Internal Audit","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Internal Audit","30","30","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Internal Audit","80","80","45890","42520"
"In post","2021","Internal Audit","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Internal Audit","60","50","42260","39890"
"In post","2021","Internal Audit","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Legal","5660","5260","53840","52330"
"In post","2021","Legal","Heterosexual / straight","Operational Delivery","2550","2370","28030","25820"
"In post","2021","Legal","Heterosexual / straight","Other","240","230","30790","27350"
"In post","2021","Legal","Heterosexual / straight","Policy","40","40","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heterosexual / straight","Tax","230","220","39010","35000"
"In post","2021","Legal","Heterosexual / straight","Unknown","110","100","57100","59160"
"In post","2021","Legal","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Legal","340","330","55860","54700"
"In post","2021","Legal","LGBO","Operational Delivery","170","160","28850","26410"
"In post","2021","Legal","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Legal","660","610","53300","51450"
"In post","2021","Legal","Undeclared","Operational Delivery","1640","1470","26520","22820"
"In post","2021","Legal","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Legal","1980","1820","56030","55610"
"In post","2021","Legal","Unknown","Operational Delivery","820","740","26350","25560"
"In post","2021","Legal","Unknown","Other","80","70","32510","27710"
"In post","2021","Legal","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Tax","80","80","37670","35000"
"In post","2021","Legal","Unknown","Unknown","70","60","54720","59160"
"In post","2021","No function","Heterosexual / straight","Commercial","200","190","44500","37280"
"In post","2021","No function","Heterosexual / straight","Communications","80","80","42340","40050"
"In post","2021","No function","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","Heterosexual / straight","Digital, Data and Technology","130","120","37300","33100"
"In post","2021","No function","Heterosexual / straight","Economics","330","320","47680","50780"
"In post","2021","No function","Heterosexual / straight","Finance","270","250","41990","36980"
"In post","2021","No function","Heterosexual / straight","Human Resources","50","50","40910","36330"
"In post","2021","No function","Heterosexual / straight","Inspector of Education and Training","720","700","66390","74730"
"In post","2021","No function","Heterosexual / straight","Intelligence Analysis","350","340","31350","28080"
"In post","2021","No function","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","No function","Heterosexual / straight","International Trade","830","820","47820","44030"
"In post","2021","No function","Heterosexual / straight","Knowledge and Information Management","620","580","39040","36330"
"In post","2021","No function","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","No function","Heterosexual / straight","Medicine","280","240","96480","96920"
"In post","2021","No function","Heterosexual / straight","Operational Delivery","81800","75630","29130","26520"
"In post","2021","No function","Heterosexual / straight","Operational Research","240","230","44830","46080"
"In post","2021","No function","Heterosexual / straight","Other","1240","1180","39560","32480"
