"Status","Year","Ethnicity","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","No function","80","80","48000","40330"
"In post","2022","Asian","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","Asian","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Legal","30","30","[c]","[c]"
"In post","2022","Asian","Scotland","No function","310","290","29580","26590"
"In post","2022","Asian","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Unknown","250","240","34360","31540"
"In post","2022","Asian","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Counter Fraud","70","60","28720","29290"
"In post","2022","Asian","South East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Digital, Data & Technology","50","50","37750","33330"
"In post","2022","Asian","South East (England)","Finance","40","30","[c]","[c]"
"In post","2022","Asian","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Legal","40","30","[c]","[c]"
"In post","2022","Asian","South East (England)","No function","870","790","30000","28800"
"In post","2022","Asian","South East (England)","Project Delivery","40","40","[c]","[c]"
"In post","2022","Asian","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Security","60","60","26130","19810"
"In post","2022","Asian","South East (England)","Unknown","250","230","28160","26200"
"In post","2022","Asian","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Digital, Data & Technology","90","90","35620","33000"
"In post","2022","Asian","South West (England)","Finance","40","40","[c]","[c]"
"In post","2022","Asian","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","No function","310","280","32570","27570"
"In post","2022","Asian","South West (England)","Project Delivery","310","300","37340","33800"
"In post","2022","Asian","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Asian","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Debt","50","40","[c]","[c]"
"In post","2022","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","No function","100","90","30740","30330"
"In post","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Analysis","50","40","[c]","[c]"
"In post","2022","Asian","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Communications","40","40","[c]","[c]"
"In post","2022","Asian","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Asian","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","No function","300","280","28370","25190"
"In post","2022","Asian","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Unknown","90","90","36280","31210"
"In post","2022","Asian","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Communications","150","150","28270","26590"
"In post","2022","Asian","West Midlands (England)","Counter Fraud","220","210","29000","27570"
"In post","2022","Asian","West Midlands (England)","Debt","200","180","21980","21250"
"In post","2022","Asian","West Midlands (England)","Digital, Data & Technology","150","150","39360","36050"
"In post","2022","Asian","West Midlands (England)","Finance","180","170","34410","31990"
"In post","2022","Asian","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Human Resources","60","50","34810","32060"
"In post","2022","Asian","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Legal","130","120","37810","33920"
"In post","2022","Asian","West Midlands (England)","No function","3200","2970","27540","27130"
"In post","2022","Asian","West Midlands (England)","Project Delivery","100","100","38530","36740"
"In post","2022","Asian","West Midlands (England)","Property","70","70","38210","34500"
"In post","2022","Asian","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Unknown","350","320","27430","25040"
"In post","2022","Asian","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Communications","130","120","30000","26820"
"In post","2022","Asian","Yorkshire and The Humber","Counter Fraud","140","130","29300","27570"
"In post","2022","Asian","Yorkshire and The Humber","Debt","220","190","22150","21260"
"In post","2022","Asian","Yorkshire and The Humber","Digital, Data & Technology","120","120","39070","33420"
"In post","2022","Asian","Yorkshire and The Humber","Finance","160","150","31310","27570"
"In post","2022","Asian","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Human Resources","40","40","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Legal","70","60","40570","44300"
"In post","2022","Asian","Yorkshire and The Humber","No function","1500","1380","28260","27570"
"In post","2022","Asian","Yorkshire and The Humber","Project Delivery","40","40","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Property","30","30","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Unknown","420","390","26770","24890"
"In post","2022","Black","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","No function","460","420","27490","26820"
"In post","2022","Black","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
