"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Food Standards Agency","65+","40","30","[c]","[c]"
"In post","2021","Male","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","Foreign, Commonwealth and Development Office","20-29","650","650","34080","33860"
"In post","2021","Male","Foreign, Commonwealth and Development Office","30-39","1150","1150","46610","47310"
"In post","2021","Male","Foreign, Commonwealth and Development Office","40-49","1140","1130","52650","54370"
"In post","2021","Male","Foreign, Commonwealth and Development Office","50-59","1140","1130","54060","52400"
"In post","2021","Male","Foreign, Commonwealth and Development Office","60-64","240","230","51860","49290"
"In post","2021","Male","Foreign, Commonwealth and Development Office","65+","90","70","52670","56590"
"In post","2021","Male","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Land Registry","20-29","480","470","25970","22350"
"In post","2021","Male","HM Land Registry","30-39","390","380","30570","27130"
"In post","2021","Male","HM Land Registry","40-49","470","470","36120","33840"
"In post","2021","Male","HM Land Registry","50-59","920","880","34310","33840"
"In post","2021","Male","HM Land Registry","60-64","220","160","34650","33840"
"In post","2021","Male","HM Land Registry","65+","60","40","35170","33840"
"In post","2021","Male","HM Revenue and Customs","16-19","120","110","20820","20140"
"In post","2021","Male","HM Revenue and Customs","20-29","5540","5460","27070","25560"
"In post","2021","Male","HM Revenue and Customs","30-39","7350","7260","31870","31810"
"In post","2021","Male","HM Revenue and Customs","40-49","6900","6790","33860","31810"
"In post","2021","Male","HM Revenue and Customs","50-59","8450","8170","35460","31810"
"In post","2021","Male","HM Revenue and Customs","60-64","2290","1820","33910","29570"
"In post","2021","Male","HM Revenue and Customs","65+","800","580","33600","28130"
"In post","2021","Male","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury","20-29","550","550","39200","34070"
"In post","2021","Male","HM Treasury","30-39","380","380","56270","57000"
"In post","2021","Male","HM Treasury","40-49","190","190","61500","60490"
"In post","2021","Male","HM Treasury","50-59","190","190","58410","53750"
"In post","2021","Male","HM Treasury","60-64","50","40","[c]","[c]"
"In post","2021","Male","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Home Office","16-19","30","30","[c]","[c]"
"In post","2021","Male","Home Office","20-29","2450","2410","28150","24890"
"In post","2021","Male","Home Office","30-39","4140","4090","32340","27370"
"In post","2021","Male","Home Office","40-49","4290","4220","34190","28850"
"In post","2021","Male","Home Office","50-59","4690","4440","34170","29080"
"In post","2021","Male","Home Office","60-64","1070","870","32380","28350"
"In post","2021","Male","Home Office","65+","380","290","29790","27370"
"In post","2021","Male","Ministry of Defence","16-19","200","200","18670","17780"
"In post","2021","Male","Ministry of Defence","20-29","4560","4550","28610","27540"
"In post","2021","Male","Ministry of Defence","30-39","5730","5700","36260","34850"
"In post","2021","Male","Ministry of Defence","40-49","6650","6610","38360","37320"
"In post","2021","Male","Ministry of Defence","50-59","12170","12070","36680","33630"
"In post","2021","Male","Ministry of Defence","60-64","4080","3830","34060","32670"
"In post","2021","Male","Ministry of Defence","65+","1480","1310","32460","29200"
"In post","2021","Male","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ministry of Housing, Communities and Local Government","20-29","340","340","36620","33210"
"In post","2021","Male","Ministry of Housing, Communities and Local Government","30-39","430","430","46850","47660"
"In post","2021","Male","Ministry of Housing, Communities and Local Government","40-49","390","390","50260","47660"
"In post","2021","Male","Ministry of Housing, Communities and Local Government","50-59","380","380","48660","47660"
"In post","2021","Male","Ministry of Housing, Communities and Local Government","60-64","100","90","48660","47660"
"In post","2021","Male","Ministry of Housing, Communities and Local Government","65+","60","40","55970","62480"
"In post","2021","Male","Ministry of Justice","16-19","50","50","22180","20600"
"In post","2021","Male","Ministry of Justice","20-29","5660","5640","26150","25370"
"In post","2021","Male","Ministry of Justice","30-39","8170","8090","29580","27380"
"In post","2021","Male","Ministry of Justice","40-49","7490","7380","32750","31650"
"In post","2021","Male","Ministry of Justice","50-59","10270","9910","33750","31650"
"In post","2021","Male","Ministry of Justice","60-64","2850","2320","30180","28830"
"In post","2021","Male","Ministry of Justice","65+","990","750","27530","23500"
"In post","2021","Male","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","20-29","370","370","32400","32770"
"In post","2021","Male","National Crime Agency","30-39","630","630","39120","37560"
"In post","2021","Male","National Crime Agency","40-49","690","690","44830","43380"
"In post","2021","Male","National Crime Agency","50-59","1090","1080","45390","43450"
"In post","2021","Male","National Crime Agency","60-64","220","210","43080","40210"
"In post","2021","Male","National Crime Agency","65+","30","30","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education","20-29","60","60","29030","27250"
"In post","2021","Male","Office for Standards in Education","30-39","150","150","42280","33510"
"In post","2021","Male","Office for Standards in Education","40-49","180","180","54280","51360"
"In post","2021","Male","Office for Standards in Education","50-59","160","150","59800","64500"
"In post","2021","Male","Office for Standards in Education","60-64","40","40","[c]","[c]"
"In post","2021","Male","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","20-29","180","180","31930","30950"
"In post","2021","Male","Office of Gas and Electricity Markets","30-39","230","230","45110","40160"
"In post","2021","Male","Office of Gas and Electricity Markets","40-49","140","130","57080","56000"
"In post","2021","Male","Office of Gas and Electricity Markets","50-59","70","70","60710","61000"
"In post","2021","Male","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","30-39","40","40","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","40-49","40","40","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","30-39","50","50","50280","51560"
"In post","2021","Male","Office of Rail and Road","40-49","40","40","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","50-59","60","60","65640","63230"
"In post","2021","Male","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other Cabinet Office Agencies","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other Cabinet Office Agencies","20-29","100","90","29460","27770"
"In post","2021","Male","Other Cabinet Office Agencies","30-39","120","120","36670","34800"
"In post","2021","Male","Other Cabinet Office Agencies","40-49","140","140","46050","41590"
"In post","2021","Male","Other Cabinet Office Agencies","50-59","120","120","50390","46920"
"In post","2021","Male","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Government","16-19","40","40","[c]","[c]"
"In post","2021","Male","Scottish Government","20-29","1430","1420","27490","26160"
"In post","2021","Male","Scottish Government","30-39","2360","2340","35190","32890"
"In post","2021","Male","Scottish Government","40-49","2360","2340","40990","35330"
"In post","2021","Male","Scottish Government","50-59","3300","3200","39840","33650"
"In post","2021","Male","Scottish Government","60-64","900","730","37460","33650"
"In post","2021","Male","Scottish Government","65+","280","220","35040","30160"
"In post","2021","Male","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","30-39","40","40","[c]","[c]"
"In post","2021","Male","The National Archives","40-49","70","60","38560","35150"
"In post","2021","Male","The National Archives","50-59","80","80","40540","36900"
"In post","2021","Male","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","20-29","40","40","[c]","[c]"
"In post","2021","Male","UK Export Finance","30-39","50","50","[c]","[c]"
"In post","2021","Male","UK Export Finance","40-49","70","70","59360","56570"
"In post","2021","Male","UK Export Finance","50-59","70","70","67360","54210"
"In post","2021","Male","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
