"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal","Legal","3120","3020","56240","55610"
"In post","2021","Male","Legal","Operational Delivery","1560","1510","28070","25560"
"In post","2021","Male","Legal","Other","120","120","30770","27350"
"In post","2021","Male","Legal","Policy","40","30","[c]","[c]"
"In post","2021","Male","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal","Tax","180","180","40090","37390"
"In post","2021","Male","Legal","Unknown","90","90","60190","59160"
"In post","2021","Male","No function","Commercial","150","150","46450","43000"
"In post","2021","Male","No function","Communications","50","50","39810","38540"
"In post","2021","Male","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Digital, Data and Technology","130","130","41090","36960"
"In post","2021","Male","No function","Economics","280","280","48310","48410"
"In post","2021","Male","No function","Finance","200","200","45380","40230"
"In post","2021","Male","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Inspector of Education and Training","260","250","73380","75500"
"In post","2021","Male","No function","Intelligence Analysis","180","170","34130","32040"
"In post","2021","Male","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","International Trade","820","820","47820","42470"
"In post","2021","Male","No function","Knowledge and Information Management","340","330","40320","36800"
"In post","2021","Male","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Medicine","170","150","106540","105470"
"In post","2021","Male","No function","Operational Delivery","57670","55090","30130","27460"
"In post","2021","Male","No function","Operational Research","170","170","45790","46090"
"In post","2021","Male","No function","Other","1060","1010","44550","35740"
"In post","2021","Male","No function","Planning","70","70","46190","40590"
"In post","2021","Male","No function","Planning Inspectors","220","190","57960","58810"
"In post","2021","Male","No function","Policy","9600","9520","48450","46660"
"In post","2021","Male","No function","Project Delivery","110","100","42660","36800"
"In post","2021","Male","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Psychology","170","160","36350","30450"
"In post","2021","Male","No function","Science and Engineering","3800","3690","41780","39940"
"In post","2021","Male","No function","Security","120","110","45410","44030"
"In post","2021","Male","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","No function","Tax","6250","5980","35460","31810"
"In post","2021","Male","No function","Unknown","3490","3460","36290","31810"
"In post","2021","Male","No function","Veterinarian","190","180","46590","46450"
"In post","2021","Male","Project Delivery","Commercial","400","390","40390","37400"
"In post","2021","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Digital, Data and Technology","330","320","44380","44400"
"In post","2021","Male","Project Delivery","Economics","70","60","56830","56610"
"In post","2021","Male","Project Delivery","Finance","180","180","44040","41000"
"In post","2021","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Knowledge and Information Management","130","120","37230","35790"
"In post","2021","Male","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Medicine","30","30","[c]","[c]"
"In post","2021","Male","Project Delivery","Operational Delivery","780","760","38550","36110"
"In post","2021","Male","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Other","2000","1960","35000","30810"
"In post","2021","Male","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Policy","1130","1100","53870","54400"
"In post","2021","Male","Project Delivery","Project Delivery","7020","6910","44120","40580"
"In post","2021","Male","Project Delivery","Property","180","180","49300","50630"
"In post","2021","Male","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Science and Engineering","3110","3050","37290","35730"
"In post","2021","Male","Project Delivery","Security","40","40","[c]","[c]"
"In post","2021","Male","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Tax","50","50","[c]","[c]"
"In post","2021","Male","Project Delivery","Unknown","290","290","54600","45210"
"In post","2021","Male","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Operational Delivery","580","560","31080","24500"
"In post","2021","Male","Property","Other","250","240","31640","28870"
"In post","2021","Male","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Project Delivery","40","40","[c]","[c]"
"In post","2021","Male","Property","Property","3890","3790","37020","33300"
"In post","2021","Male","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Unknown","590","580","32700","30160"
"In post","2021","Male","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Intelligence Analysis","100","100","47960","39770"
"In post","2021","Male","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Security","6140","6050","30960","26750"
"In post","2021","Male","Security","Unknown","420","410","34060","33300"
"In post","2021","Male","Unknown","Commercial","50","50","41910","42100"
"In post","2021","Male","Unknown","Communications","140","140","44160","41320"
"In post","2021","Male","Unknown","Counter Fraud","70","60","29190","25580"
"In post","2021","Male","Unknown","Digital, Data and Technology","1000","990","48490","44970"
"In post","2021","Male","Unknown","Economics","130","130","46740","35910"
"In post","2021","Male","Unknown","Finance","280","280","45730","41970"
"In post","2021","Male","Unknown","Human Resources","270","260","41400","36620"
"In post","2021","Male","Unknown","Intelligence Analysis","1310","1270","33680","30980"
"In post","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Knowledge and Information Management","100","100","38240","37410"
"In post","2021","Male","Unknown","Legal","50","50","57450","60830"
"In post","2021","Male","Unknown","Medicine","560","530","55420","46290"
"In post","2021","Male","Unknown","Operational Delivery","12910","12280","29070","25990"
"In post","2021","Male","Unknown","Operational Research","130","120","45650","41700"
"In post","2021","Male","Unknown","Other","7900","7760","31000","28650"
"In post","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Policy","2330","2300","49410","45200"
"In post","2021","Male","Unknown","Project Delivery","650","640","46130","41970"
"In post","2021","Male","Unknown","Property","90","90","43710","40740"
"In post","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Science and Engineering","1820","1790","34910","29200"
"In post","2021","Male","Unknown","Security","230","230","29740","25630"
"In post","2021","Male","Unknown","Social Research","50","50","[c]","[c]"
"In post","2021","Male","Unknown","Statistics","90","80","40540","37410"
"In post","2021","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Unknown","38130","36730","30620","27570"
"In post","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Digital, Data and Technology","80","80","42440","41750"
"In post","2022","Female","Analysis","Economics","480","460","45680","38340"
"In post","2022","Female","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Female","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Operational Delivery","430","400","34540","30810"
"In post","2022","Female","Analysis","Operational Research","270","250","42780","38340"
"In post","2022","Female","Analysis","Other","150","140","54690","52080"
"In post","2022","Female","Analysis","Policy","300","280","49110","50630"
"In post","2022","Female","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Science and Engineering","300","280","34790","30220"
"In post","2022","Female","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Social Research","760","720","41550","38340"
"In post","2022","Female","Analysis","Statistics","940","890","44140","40180"
"In post","2022","Female","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Female","Analysis","Unknown","70","60","42560","37610"
"In post","2022","Female","Commercial","Commercial","2210","2110","38230","36500"
"In post","2022","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","International Trade","[c]","[c]","[c]","[c]"
